source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_variable_flag,non_single_star,has_xp_continuous,phot_bp_n_obs,phot_rp_n_obs
2960561059245715968,5.573591,5.6118627,5.482377,0.1294856,NOT_AVAILABLE,0,true,54,45
3212075924646082176,4.9814367,5.2263784,4.594725,0.6316533,NOT_AVAILABLE,0,true,63,58
3215512718819788288,5.1974483,7.0940337,3.8719182,3.2221155,VARIABLE,0,true,31,31
2954791234539940864,7.1040926,7.2148905,6.885351,0.3295393,NOT_AVAILABLE,0,true,54,48
4772547941122028672,5.3059335,5.5692797,4.8924637,0.676816,NOT_AVAILABLE,0,true,24,22
3217181124645104384,6.7397957,6.5175104,6.679139,-0.16162872,VARIABLE,0,true,31,30
3337991583943473280,3.528103,3.4947097,3.6371272,-0.14241743,NOT_AVAILABLE,0,true,29,29
3017187866581306368,5.678608,5.5113807,5.833229,-0.3218484,NOT_AVAILABLE,0,true,39,37
3215970150016618880,6.3937335,6.2997856,6.4788766,-0.17909098,VARIABLE,0,true,31,30
4766376347995853056,6.6701565,6.848873,6.3479643,0.50090885,NOT_AVAILABLE,0,true,24,23
3224479171721217280,4.466577,4.431145,4.5073137,-0.07616854,NOT_AVAILABLE,0,true,38,37
2907306935108521088,5.155013,5.401889,4.7645097,0.63737917,NOT_AVAILABLE,0,true,41,37
2901273846086933888,5.200505,5.6592484,4.5899615,1.0692868,NOT_AVAILABLE,0,true,32,28
2964000159821218432,3.476823,3.796859,3.0440361,0.7528229,NOT_AVAILABLE,0,true,60,61
4792774797545800832,3.8232422,3.9215844,3.660152,0.2614324,NOT_AVAILABLE,0,true,25,25
2995725777563537792,3.635856,3.8544617,3.3150194,0.5394423,NOT_AVAILABLE,0,true,37,37
5572962581890940160,4.480907,5.775343,3.3500657,2.4252772,VARIABLE,0,true,25,25
3318793251929855616,6.0436206,5.972198,6.1381927,-0.16599464,NOT_AVAILABLE,0,false,16,15
3121655180756368128,5.5015097,5.749066,5.0771685,0.6718974,NOT_AVAILABLE,0,false,19,15
3118434397663311360,5.735034,6.019154,5.284329,0.73482513,NOT_AVAILABLE,0,false,13,11
3124311910086822912,5.2610693,5.7818937,4.5914626,1.1904311,NOT_AVAILABLE,0,false,17,18
3006953165675574272,4.539529,4.5008135,4.5559583,-0.055144787,NOT_AVAILABLE,0,true,36,34
2952064789303651200,6.7702756,6.6724734,6.920658,-0.24818468,VARIABLE,0,true,44,40
5580297801916850048,7.6450057,7.462321,7.5898757,-0.1275549,VARIABLE,0,true,37,37
2923818473022846976,7.699409,7.680028,7.7057886,-0.02576065,VARIABLE,0,true,63,58
5501284972198817536,4.3258247,4.3454027,4.268482,0.07692051,NOT_AVAILABLE,0,true,29,24
3326740865570982400,4.543516,4.513306,4.8737917,-0.36048555,NOT_AVAILABLE,0,false,17,17
3132668164099141120,6.3126593,6.26894,6.32852,-0.05957985,NOT_AVAILABLE,0,false,20,17
5584339709742678528,5.738594,5.5943313,5.825062,-0.23073053,VARIABLE,0,true,35,34
3098523380258573952,4.173226,5.309517,3.1574173,2.1520996,NOT_AVAILABLE,0,false,30,31
2926942116843379968,6.0388002,5.949849,6.167609,-0.21776009,VARIABLE,0,true,86,79
2952758856018716288,7.274484,7.1990905,7.3648334,-0.16574287,NOT_AVAILABLE,0,true,35,35
2922367976673391232,6.5831623,6.5606937,6.5309567,0.029736996,VARIABLE,0,true,67,64
2947766145514856064,7.10798,7.0634327,7.149155,-0.08572245,NOT_AVAILABLE,0,true,75,67
5509770796785820416,4.38301,4.571094,4.0772033,0.49389076,NOT_AVAILABLE,0,true,26,23
3030977013710528768,5.619552,5.786202,5.2971487,0.48905325,VARIABLE,0,true,31,31
3028075299446506880,5.153087,5.1135283,5.095667,0.017861366,VARIABLE,0,true,37,37
5605851482951097600,6.7541122,6.6706057,6.8708057,-0.20020008,NOT_AVAILABLE,0,true,49,40
5618635367207942400,5.525184,5.4876404,5.5085173,-0.020876884,NOT_AVAILABLE,0,true,59,53
5493588665684618752,6.5475388,6.8943577,6.0285997,0.86575794,NOT_AVAILABLE,0,true,36,36
5586381090520538880,6.502913,6.8193164,6.0125165,0.8067999,NOT_AVAILABLE,0,true,39,35
5591877995828084992,7.3154683,7.238446,7.4261007,-0.1876545,NOT_AVAILABLE,0,true,46,42
5614158258941878144,4.657461,4.6012144,4.691343,-0.09012842,VARIABLE,0,true,59,51
3164322073068316800,4.508947,5.830436,3.363905,2.4665313,NOT_AVAILABLE,0,false,18,18
5599824647403389952,3.8961058,4.020629,3.6194382,0.40119076,NOT_AVAILABLE,0,true,44,42
5487758058599409920,7.238542,7.1938357,7.2873335,-0.09349775,VARIABLE,0,true,31,32
5600487068801314048,7.165312,7.099387,7.246449,-0.14706182,NOT_AVAILABLE,0,true,57,55
5714859436545926016,4.5920415,4.6248655,4.4715247,0.15334082,NOT_AVAILABLE,0,true,39,34
5537802295990019968,5.185173,5.324425,4.7729025,0.55152273,NOT_AVAILABLE,0,true,31,29
5597444857563449600,7.728036,7.710655,7.712979,-0.0023236275,VARIABLE,0,true,61,58
5534788672055388032,2.2542944,2.799142,2.5706604,0.22848153,NOT_AVAILABLE,0,false,7,7
5698015743046182272,2.7505891,3.302004,2.5121741,0.78982997,NOT_AVAILABLE,0,true,35,35
5541506859905246976,6.500897,6.446977,6.543248,-0.09627104,NOT_AVAILABLE,0,true,44,38
5519380081746387328,5.587531,5.8866253,5.0936804,0.7929449,VARIABLE,0,true,30,30
3065006795502406528,6.1081347,6.2096815,5.9035864,0.30609512,NOT_AVAILABLE,0,true,40,39
5523058154294668544,6.240226,5.706346,5.9371877,-0.23084164,NOT_AVAILABLE,0,true,33,30
5523539671667837952,4.0997505,4.1631804,3.8962724,0.26690793,NOT_AVAILABLE,0,true,25,27
5521599549054493696,3.5536344,4.0271053,2.915513,1.1115923,NOT_AVAILABLE,0,true,33,33
5329412200783621120,4.696814,4.7999816,4.5001144,0.29986715,NOT_AVAILABLE,0,true,25,22
5625409698860914432,7.424477,7.3426957,7.541195,-0.1984992,VARIABLE,0,true,47,41
5329941409468845824,3.8647258,3.89333,3.7533784,0.1399517,NOT_AVAILABLE,0,true,30,31
5329890866290156288,5.555095,5.8999753,5.023863,0.87611246,NOT_AVAILABLE,0,true,34,30
5316688377342006912,6.6676564,6.646954,6.660315,-0.013360977,NOT_AVAILABLE,0,true,52,46
5524337882746365952,7.0340414,7.183986,6.717318,0.46666813,NOT_AVAILABLE,0,true,43,44
5730371484020807808,5.6518154,5.9369235,5.1942225,0.74270105,NOT_AVAILABLE,0,true,30,29
5328473355278379136,5.6129513,6.1236873,4.9457073,1.17798,NOT_AVAILABLE,0,true,33,33
5218900665015560064,4.3295054,4.6301436,3.82891,0.80123353,NOT_AVAILABLE,0,true,22,20
5300463124771216896,5.314828,5.7354646,4.727492,1.0079727,NOT_AVAILABLE,0,true,42,39
5423801425726635264,5.9414463,6.1096873,5.602947,0.5067401,VARIABLE,0,true,37,31
5300300156538723328,2.213786,2.8266044,2.2736454,0.55295897,NOT_AVAILABLE,0,false,12,12
5313280715934982144,5.8698606,6.221137,5.3093834,0.91175365,NOT_AVAILABLE,0,true,41,39
5306951892646516992,2.5465453,3.7475293,2.1003063,1.647223,NOT_AVAILABLE,0,true,33,32
3854247614992959872,4.694444,5.2395306,4.02832,1.2112107,NOT_AVAILABLE,0,true,34,33
5247689452847083264,7.5048947,7.508744,7.429437,0.0793066,NOT_AVAILABLE,2,true,42,41
5410092611674819840,6.2194195,6.3192334,6.0216837,0.29754972,NOT_AVAILABLE,0,true,47,47
5309205822766572032,5.5429454,5.5174627,5.55523,-0.03776741,NOT_AVAILABLE,0,true,40,38
615943806835727872,8.206721,8.422917,7.8167276,0.6061897,NOT_AVAILABLE,0,true,26,26
5432365968466188800,7.581493,7.949759,7.035659,0.91410017,NOT_AVAILABLE,0,true,73,73
5253294179046079872,5.9137588,7.622697,4.6247115,2.9979854,VARIABLE,0,true,31,31
5358432740734758528,6.8628283,6.783169,6.9727607,-0.18959188,VARIABLE,0,true,58,59
5365315790907090944,4.978791,5.9063473,4.0282245,1.8781228,NOT_AVAILABLE,0,true,56,55
5441977138905560576,5.277537,5.403007,5.0439153,0.35909176,NOT_AVAILABLE,0,true,70,60
5255045082580350080,8.201501,8.807622,7.403436,1.4041858,VARIABLE,0,true,52,52
5245074230075552128,4.929765,4.8705826,5.027989,-0.15740633,NOT_AVAILABLE,0,false,24,19
5351701122540337792,4.483113,4.8073144,3.9853415,0.82197285,VARIABLE,0,true,29,27
3781318314392345472,5.1682386,5.1471148,5.195493,-0.048378468,NOT_AVAILABLE,0,false,14,11
5440991156144997504,4.187924,5.8172016,3.025205,2.7919967,VARIABLE,0,true,53,58
3754435186374119424,5.5669847,5.8400826,5.123949,0.7161336,NOT_AVAILABLE,0,false,15,14
3751290548759011712,3.857222,5.267002,2.7988002,2.4682019,VARIABLE,0,false,9,9
5199386085968886528,3.42169,4.406465,2.588054,1.8184111,NOT_AVAILABLE,0,true,24,23
5364553966782362752,6.771772,7.3683014,6.041242,1.3270593,NOT_AVAILABLE,2,true,58,54
5350370026290390912,6.257005,6.3452535,6.0124536,0.3327999,VARIABLE,0,true,35,35
5254268071479968512,6.370042,6.38042,6.2533565,0.12706375,VARIABLE,0,true,39,38
5388486280466017536,6.0683947,6.03908,6.082735,-0.04365492,NOT_AVAILABLE,0,true,78,71
5338220285385672064,7.2879915,7.619361,6.728363,0.8909979,VARIABLE,0,true,47,48
5241879697825137280,7.10256,7.0451627,7.1438646,-0.098701954,NOT_AVAILABLE,0,true,40,39
5338040205991255296,5.4932246,6.7576437,4.36957,2.388074,VARIABLE,0,true,37,37
5340725660047993600,7.0168395,7.0482025,6.8772335,0.17096901,VARIABLE,0,true,48,47
5339394082770287232,6.5774384,7.028192,5.986988,1.041204,VARIABLE,0,true,45,45
5337669189536576000,7.0347204,7.106589,6.840294,0.26629496,NOT_AVAILABLE,0,true,41,41
5337672556798367360,4.431382,4.7499704,3.9103613,0.83960915,NOT_AVAILABLE,0,true,30,29
5398114596413589120,4.968951,5.4507284,4.308588,1.1421404,NOT_AVAILABLE,0,true,49,47
3812336190247422336,4.6794124,5.1843038,4.030483,1.153821,NOT_AVAILABLE,0,false,22,20
3478127463341507072,5.7383237,6.154197,5.1501684,1.0040288,NOT_AVAILABLE,0,true,57,51
5333974693006467328,3.1292858,3.3398247,3.0674758,0.27234888,NOT_AVAILABLE,0,true,33,33
5372587514128271232,7.9347024,8.223654,7.495014,0.7286396,NOT_AVAILABLE,0,true,56,51
5343168568718268800,6.919638,7.10319,6.4735765,0.6296134,VARIABLE,0,true,56,50
5333358794709001216,4.791573,5.2268314,4.182406,1.0444255,VARIABLE,0,true,32,32
3897724469419137664,3.3209586,4.32366,2.4867687,1.8368912,NOT_AVAILABLE,0,false,19,19
5334608080460780672,5.590644,5.7506576,5.2739544,0.47670317,VARIABLE,0,true,35,31
5334558087036932992,6.260658,6.445747,5.90137,0.54437685,NOT_AVAILABLE,0,true,41,36
5836666564476158336,6.5583506,6.6785226,6.2952437,0.38327885,NOT_AVAILABLE,0,true,33,33
3575733210781078016,5.3550773,5.731157,4.8056283,0.9255285,NOT_AVAILABLE,0,true,46,39
5856117406232328832,7.3176084,7.338275,7.201118,0.13715696,VARIABLE,0,true,52,52
6052948267023660032,6.2251406,6.3312025,5.983567,0.34763527,VARIABLE,0,true,48,44
3466217935643483392,6.469783,6.7657356,5.9983735,0.7673621,NOT_AVAILABLE,0,true,40,38
6053245135154609280,4.0608897,4.2305994,3.73655,0.4940493,NOT_AVAILABLE,0,true,43,41
6054416870941383296,5.8313837,6.002445,5.4908795,0.5115657,VARIABLE,0,true,37,35
6058271964884299520,3.1038253,3.9830196,2.431452,1.5515676,NOT_AVAILABLE,0,true,46,43
6058439910929477120,5.2722187,5.6101623,4.7685614,0.8416009,VARIABLE,0,true,45,45
5842864786417716608,3.8161688,3.743141,3.9231374,-0.17999649,NOT_AVAILABLE,0,true,25,22
3501215734352781440,2.448283,3.3300257,2.2373757,1.0926499,NOT_AVAILABLE,0,true,24,24
5856874901058844160,6.20869,6.222566,6.1218133,0.10075283,VARIABLE,0,true,41,39
3516934936698212352,5.9274383,6.0773683,5.6476035,0.42976475,NOT_AVAILABLE,0,true,41,40
3515784744456187520,5.9310455,6.124544,5.591641,0.5329032,NOT_AVAILABLE,0,true,49,39
6127817277882986496,4.3601103,4.900167,3.6782575,1.2219095,NOT_AVAILABLE,0,true,44,43
3495820568233709952,6.088702,6.2048426,5.844774,0.3600688,NOT_AVAILABLE,0,true,21,20
5861887402770403328,7.028154,7.5017233,6.3517118,1.1500115,VARIABLE,0,true,49,49
6081364732673284864,5.1372023,5.1035824,5.1930833,-0.089500904,NOT_AVAILABLE,0,true,38,35
6055990993633719040,6.9839807,7.0982637,6.720864,0.37739992,NOT_AVAILABLE,0,true,57,55
5858915766471945984,5.589323,5.5730677,5.5575233,0.0155444145,NOT_AVAILABLE,0,true,33,30
6080068545902295040,6.027585,5.9773445,6.0814934,-0.104148865,VARIABLE,0,true,42,36
3511640513332581504,4.8962994,5.145155,4.496496,0.64865875,NOT_AVAILABLE,0,true,24,22
6062166950467100032,4.7883224,5.0288625,4.3750315,0.653831,NOT_AVAILABLE,0,true,67,60
6088137479477550464,5.5670934,7.490008,4.2960925,3.1939154,VARIABLE,0,false,21,21
5859173945562774272,7.5490994,7.923746,6.966984,0.9567623,VARIABLE,0,true,56,55
3732539683617410816,5.0398397,5.340518,4.5810122,0.75950575,NOT_AVAILABLE,0,false,21,17
5869816805762242560,6.1125746,6.3128805,5.7582054,0.5546751,NOT_AVAILABLE,0,true,65,63
6063901120782965248,5.9278755,6.0807495,5.608955,0.4717946,NOT_AVAILABLE,0,true,61,53
6161403234933741312,3.5339127,4.1693273,2.8551266,1.3142006,NOT_AVAILABLE,0,true,26,29
3712858597278688000,4.8898096,4.9094434,4.8514953,0.057948112,NOT_AVAILABLE,0,true,33,32
6070423698625106560,3.8364408,6.01584,2.6985092,3.3173308,VARIABLE,0,true,24,24
6165341341986059520,5.9339623,7.5210567,4.9693546,2.551702,VARIABLE,0,false,15,14
3618198617586733312,4.148621,5.284704,3.1152465,2.1694577,NOT_AVAILABLE,0,false,18,18
6294922115917311872,4.569464,5.6801186,3.526242,2.1538765,NOT_AVAILABLE,0,false,17,17
6170485544575679104,4.5131893,4.4522705,4.6490917,-0.19682121,NOT_AVAILABLE,0,false,17,14
6095384532415991296,5.507075,6.0652013,4.798177,1.2670245,NOT_AVAILABLE,0,true,41,39
6301494274873625216,5.4287963,6.8671994,4.2225065,2.644693,NOT_AVAILABLE,0,false,16,16
6089748096519831296,5.957641,5.9216266,5.982893,-0.061266422,VARIABLE,0,true,40,38
3640828731549972480,3.9420373,4.208345,3.4934862,0.7148588,NOT_AVAILABLE,0,false,9,10
6284165975916129280,5.854669,5.844216,5.846235,-0.0020189285,VARIABLE,0,false,14,14
6092862428844018176,6.0403075,6.6605215,5.2833138,1.3772078,NOT_AVAILABLE,0,true,24,21
6116497702589633152,4.362966,4.2686343,4.5338593,-0.26522493,VARIABLE,0,false,21,20
3654244525755119872,7.0862713,7.0701933,7.0643334,0.005859852,VARIABLE,0,false,15,17
1284257623084916480,4.341964,4.5513854,4.01137,0.5400152,NOT_AVAILABLE,0,true,64,57
6337717036911729024,3.7671251,3.989909,3.3889115,0.60099745,NOT_AVAILABLE,0,false,17,17
6201910274096330368,4.1161814,6.1584888,2.8674486,3.2910402,NOT_AVAILABLE,0,false,19,19
5877902682962174208,6.2459784,7.7712975,5.0404334,2.730864,NOT_AVAILABLE,0,true,66,60
5900360581589586432,6.358083,6.292256,6.4331307,-0.14087486,NOT_AVAILABLE,0,true,50,44
5799008222524417408,4.253746,5.92278,3.0792165,2.8435636,VARIABLE,0,true,46,46
4421455530273900032,4.921657,5.190968,4.473408,0.7175598,NOT_AVAILABLE,0,false,17,16
5876804064701201792,7.420864,8.007784,6.653545,1.354239,VARIABLE,0,true,56,53
5902781985395901056,4.856768,5.121026,4.45291,0.6681161,NOT_AVAILABLE,0,true,39,38
5883156699265571968,6.431392,7.031687,5.6907744,1.3409123,NOT_AVAILABLE,0,true,33,27
5795787581164356480,6.842612,6.7879305,6.922372,-0.13444138,VARIABLE,0,true,55,51
5888915425810310144,6.674239,6.6581516,6.6531515,0.0050001144,NOT_AVAILABLE,0,true,38,34
6210376582348019456,4.6517353,5.3788614,3.8405886,1.5382729,NOT_AVAILABLE,0,false,22,21
6316829270922140032,4.316157,4.8433323,3.6516967,1.1916356,NOT_AVAILABLE,0,false,16,16
6268770373590148224,7.0359693,7.32067,6.5617876,0.7588825,NOT_AVAILABLE,0,false,34,34
4429785739602747392,2.3253543,3.3184485,1.9836086,1.3348399,NOT_AVAILABLE,0,false,10,7
6009538585839374336,5.8338356,6.189643,5.3106127,0.8790302,NOT_AVAILABLE,0,true,38,38
1195823284391343104,3.6537793,3.7260256,3.5297668,0.19625878,NOT_AVAILABLE,0,false,47,47
6235747125966268928,5.841276,5.8047905,5.864806,-0.06001568,NOT_AVAILABLE,0,false,38,36
6262796555119019392,6.0493665,6.178757,5.787571,0.39118624,NOT_AVAILABLE,0,false,33,32
5835544375510084352,6.989916,7.0834484,6.7522464,0.33120203,VARIABLE,0,true,53,52
6263223955904774656,4.74231,4.7256374,4.740682,-0.015044689,NOT_AVAILABLE,0,false,37,37
5832957602573458304,7.2369814,7.196543,7.243776,-0.047232628,VARIABLE,0,true,38,35
5998513610949980544,5.8069634,6.0093627,5.454351,0.55501175,NOT_AVAILABLE,0,true,42,40
4343066192373820800,4.8511515,4.4125743,3.7984643,0.61411,NOT_AVAILABLE,0,false,28,27
5993676069038147712,5.809131,5.937991,5.564315,0.3736763,NOT_AVAILABLE,0,false,28,27
4404771472112825088,4.82157,5.6294036,3.9463494,1.6830542,NOT_AVAILABLE,0,false,37,35
6042226413691523712,4.5251393,4.4531813,4.6639366,-0.21075535,NOT_AVAILABLE,0,true,37,31
5821125860988362752,5.9334507,5.991116,5.805122,0.18599415,NOT_AVAILABLE,0,true,67,62
6049891517263095168,6.401151,6.398329,6.3033586,0.09497023,VARIABLE,0,true,40,39
5989870075180588160,5.102956,5.0524087,5.1923647,-0.139956,NOT_AVAILABLE,0,true,29,23
5935484313053503360,4.735878,5.161102,4.1315513,1.0295506,NOT_AVAILABLE,0,true,61,57
6037514800199297152,5.4003477,5.6383615,5.007944,0.63041735,NOT_AVAILABLE,0,true,35,34
4323764712422936704,4.1996417,4.4038095,3.7951148,0.6086948,NOT_AVAILABLE,0,true,41,41
5830307779535002624,4.8325324,5.445495,4.0858884,1.3596067,NOT_AVAILABLE,0,true,96,87
5942196311827421568,5.129825,5.4739356,4.6031785,0.8707571,NOT_AVAILABLE,0,true,66,62
5765239059323778560,6.338843,6.804205,5.696254,1.1079512,NOT_AVAILABLE,0,true,29,27
5968761685316464128,5.1761,5.3654685,4.7866483,0.5788202,VARIABLE,0,true,27,25
6052319827355147264,4.4256105,4.473445,4.2946076,0.1788373,NOT_AVAILABLE,0,true,41,40
5941151986262863104,6.608671,6.7874904,6.2478814,0.53960896,NOT_AVAILABLE,0,true,52,47
6044420729667868928,2.8028276,2.9870636,3.0010197,-0.01395607,NOT_AVAILABLE,0,false,9,9
6020624858523492352,3.49136,4.4539113,2.6087427,1.8451686,NOT_AVAILABLE,0,false,19,19
4358031335898505472,5.5535517,5.9706206,4.9560113,1.0146093,NOT_AVAILABLE,0,true,59,54
5968019618048049664,6.299737,6.49759,5.8955894,0.6020007,VARIABLE,0,true,40,39
5966519162610481664,6.84861,7.050443,6.460846,0.5895972,VARIABLE,0,true,43,40
5966501501704611840,6.113081,6.416988,5.6039543,0.8130336,VARIABLE,0,true,37,36
5966509541883497984,6.5590334,6.670563,6.3039474,0.36661577,NOT_AVAILABLE,0,true,37,33
4127420626087054976,5.6906576,6.0379553,5.1752367,0.8627186,NOT_AVAILABLE,0,true,38,33
6034500386022688896,7.091422,7.353034,6.6659007,0.6871333,NOT_AVAILABLE,0,true,48,44
5917537534527580160,2.5107856,3.7142208,2.1016068,1.6126139,NOT_AVAILABLE,0,true,30,30
4111834567779557376,7.069333,7.575954,6.4083877,1.1675663,VARIABLE,0,true,50,50
5950908193476521856,6.786094,6.9986105,6.389387,0.60922337,VARIABLE,0,true,49,47
5950941488064653056,6.8552413,6.9843388,6.578159,0.4061799,NOT_AVAILABLE,0,true,52,48
5973552497981951360,6.4402857,6.667677,6.010398,0.657279,NOT_AVAILABLE,0,true,57,53
5979008205986483712,5.6681,5.6342106,5.6738133,-0.039602757,VARIABLE,0,true,37,34
4109034455276324608,5.889863,6.53097,5.116134,1.4148359,NOT_AVAILABLE,0,true,36,30
5979460655025099776,5.404375,5.660321,4.994279,0.6660423,NOT_AVAILABLE,0,true,22,21
5951165616611763456,5.3014293,5.708797,4.734677,0.97412014,NOT_AVAILABLE,0,true,23,21
5952743072247166464,6.7683187,6.842983,6.587631,0.25535154,NOT_AVAILABLE,0,true,31,29
5952663872981837440,7.2748494,7.374669,7.0382347,0.33643436,NOT_AVAILABLE,0,true,35,33
5972810563833563648,6.0311713,6.498969,5.3604546,1.1385145,VARIABLE,0,true,23,23
4053887521876855808,5.959549,6.767556,5.1084104,1.6591458,VARIABLE,0,true,23,41
5945941905576552064,4.942752,5.293322,4.4427133,0.8506088,NOT_AVAILABLE,0,true,30,28
4041462250189194752,7.595063,7.5909905,7.564289,0.02670145,NOT_AVAILABLE,0,true,38,32
4041579137662906752,9.490442,9.590929,9.291713,0.29921627,NOT_AVAILABLE,0,true,32,30
4041561171865960448,7.800403,7.7872305,7.7834706,0.003759861,NOT_AVAILABLE,0,true,29,29
4040709497081178496,8.867698,8.853586,8.842041,0.011545181,VARIABLE,0,true,39,39
4040810720855068288,5.860088,5.794179,5.9374914,-0.14331245,NOT_AVAILABLE,0,true,34,28
4041599414270468480,5.528635,6.089517,4.8124785,1.2770386,NOT_AVAILABLE,0,true,25,25
4040804085044179968,8.056903,8.068562,7.9977913,0.07077026,NOT_AVAILABLE,0,true,38,37
4041570174122317440,8.816723,8.932924,8.587498,0.34542656,NOT_AVAILABLE,0,true,37,36
4040792716343899520,6.5342617,6.5317287,6.4958177,0.035911083,NOT_AVAILABLE,0,true,33,26
4040842056948543232,6.9425287,6.9321365,6.915578,0.016558647,NOT_AVAILABLE,0,true,33,30
4040814740947685376,6.5824842,6.097728,6.1365933,-0.038865566,NOT_AVAILABLE,0,true,34,32
4040799485267855232,5.9781823,5.8178205,4.574204,1.2436166,NOT_AVAILABLE,0,true,31,29
4040838380456117888,7.5566473,7.5514436,7.5251465,0.026297092,NOT_AVAILABLE,0,true,38,38
4040801031403875456,7.3643036,7.379584,7.292193,0.0873909,NOT_AVAILABLE,0,true,35,34
4040825358109531520,6.33157,6.344504,6.2623053,0.08219862,NOT_AVAILABLE,0,true,27,27
4040801890398044928,7.1413913,7.1382766,7.1024675,0.03580904,NOT_AVAILABLE,0,true,35,35
4040800722166107136,7.7483907,7.7657948,7.6808934,0.08490133,NOT_AVAILABLE,0,true,40,37
4063703377509158656,6.875631,6.9295325,6.6985373,0.23099518,VARIABLE,0,true,46,39
4040825529908227072,6.0615025,5.9562697,5.901232,0.055037975,NOT_AVAILABLE,0,true,21,19
4040824258597614976,6.3840456,6.392999,6.332639,0.060359955,VARIABLE,0,true,29,29
4040826526340512128,6.861139,6.874825,6.790187,0.08463812,NOT_AVAILABLE,0,true,33,25
4040821200580732800,7.480858,7.5015264,7.3449545,0.15657187,VARIABLE,0,true,39,38
4040847760668408832,6.077182,6.107908,5.9707084,0.1371994,NOT_AVAILABLE,0,true,28,21
4040834635242511616,6.9191723,6.948785,6.8130293,0.13575554,NOT_AVAILABLE,0,true,34,35
4040822811103190272,8.36503,8.397073,8.268431,0.12864208,NOT_AVAILABLE,0,true,35,33
4063417332766504576,5.7303596,5.8238635,5.54271,0.28115368,NOT_AVAILABLE,0,true,40,36
