CALSPEC_id,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_variable_flag,non_single_star,has_xp_continuous,phot_bp_n_obs,phot_rp_n_obs,ra_or,dec_or,radr3,decdr3,namefits,bestfitFLAG,COMMENT,Sp_simbad,Sp_calspec,Teff,logg,zeta,var,E_BV,RV
WD1544-377,6009537829925128064, 13.0008078, 13.0359230, 12.9313536,  0.1045694,NOT_AVAILABLE,      0,true, 30, 29,     236.8750875000000065,     -37.9190166666666642,     236.8727004363526305,     -37.9199460609940147,wd1544_377_stiswfc_002.fits,  1,OK,DA4.8,DA4.8,      0.0,   0.00,   0.00,,   0.00,   0.00
WD1657+343,1337946019956816256, 16.4215260, 16.2604542, 16.7572575, -0.4968033,NOT_AVAILABLE,      0,true, 46, 45,     254.7129708333333156,      34.3148111111111049,     254.7130164180283032,      34.3146726076104187,wd1657_343_stiswfcnic_006.fits,  0,OK,DA.9,DA.9,  45810.0,   7.00,   0.00,,   0.00,  99.00
WD1713+695,1638563322306634368, 13.3278608, 13.2816744, 13.4495449, -0.1678705,VARIABLE,      0,true, 38, 35,     258.2753791666666530,      69.5237527777777728,     258.2746730693290829,      69.5222268658957603,wd1713_695_stiswfc_002.fits,  0,OK,DA3.2,DA3.2,      0.0,   0.00,   0.00,,   0.00,   0.00
WD1911+536,2140481412496465152, 13.2471437, 13.1889572, 13.3905773, -0.2016201,VARIABLE,      0,true, 37, 38,     288.2023583333333363,      53.7204027777777782,     288.2034452533698641,      53.7210062371116379,wd1911_536_stiswfc_001.fits,  0,OK,DA,DA,      0.0,   0.00,   0.00,,   0.00,   0.00
WD1919+145,4319908862597055232, 13.0189419, 12.9803782, 13.1257010, -0.1453228,NOT_AVAILABLE,      0,true, 41, 42,     290.4184083333333319,      14.6781666666666659,     290.4182563607856196,      14.6778304271878977,wd1919_145_stiswfc_001.fits,  1,OK,DA3.3,DA3.3,      0.0,   0.00,   0.00,,   0.00,   0.00
WD2039-682,6424566979354709248, 13.3394747, 13.2878809, 13.4688854, -0.1810045,NOT_AVAILABLE,      0,true, 60, 58,     311.0894124999999804,     -68.0892666666666599,     311.0915799648467441,     -68.0902800627277713,wd2039_682_stiswfc_001.fits,  1,OK,DA3.0,DA3.0,      0.0,   0.00,   0.00,,   0.00,   0.00
WD2117+539,2176116580055936512, 12.3932037, 12.3552694, 12.4958658, -0.1405964,NOT_AVAILABLE,      0,true, 55, 54,     319.7344333333332997,      54.2114555555555597,     319.7337822945517019,      54.2123152866866604,wd2117_539_stiswfc_002.fits,  1,OK,DA3.4,DA3.4,      0.0,   0.00,   0.00,,   0.00,   0.00
WD2126+734,2274076297221555968, 12.8873272, 12.8360052, 12.9889755, -0.1529703,NOT_AVAILABLE,      0,true, 38, 34,     321.7402333333333218,      73.6457416666666802,     321.7411073722627748,      73.6443447416998822,wd2126_734_stiswfc_002.fits,  0,OK,DA3.1,DA3.1,      0.0,   0.00,   0.00,,   0.00,   0.00
WD2149+021,2693940725141960192, 12.7767496, 12.7134771, 12.9301100, -0.2166328,NOT_AVAILABLE,      0,true, 25, 23,     328.1057458333333443,       2.3887722222222223,     328.1058138452950743,       2.3874354563680322,wd2149_021_stiswfc_001.fits,  1,OK,DA2.8,DA2.8,      0.0,   0.00,   0.00,,   0.00,   0.00
WD2341+322,2871730307948650368, 12.9669209, 12.9641352, 13.0074120, -0.0432768,NOT_AVAILABLE,      0,true, 37, 38,     355.9613375000000133,      32.5463138888888892,     355.9602000462695059,      32.5460473340951353,wd2341_322_stiswfc_004.fits,  1,OK,DA3.8,DA3.8,      0.0,   0.00,   0.00,,   0.00,   0.00
