CALSPEC_id,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_variable_flag,non_single_star,has_xp_continuous,phot_bp_n_obs,phot_rp_n_obs,ra_or,dec_or,radr3,decdr3,namefits,bestfitFLAG,COMMENT,Sp_simbad,Sp_calspec,Teff,logg,zeta,var,E_BV,RV
WDFS0122-30,5028544686500198144, 18.6644058, 18.5320759, 19.0100040, -0.4779282,NOT_AVAILABLE,      0,0.0, 61, 63,      20.5030208000000016,     -30.8677638999999999,      20.5030216666039848,     -30.8677638909682805,wdfs0122_30_stis_001.fits,  0,OK,DA,DA,  34150.0,   7.77,   0.00,,   0.01,   3.10
WDFS0248+33,139724391470489472, 18.5210247, 18.4228916, 18.7423706, -0.3194790,NOT_AVAILABLE,      0,0.0, 24, 25,      42.2290208000000007,      33.7634011000000029,      42.2290214607526408,      33.7634009795160352,wdfs0248_33_stis_001.fits,  0,OK,DA,DA,  33230.0,   7.10,   0.00,,   0.10,   3.40
WDFS0458-56,4764189621230467584, 17.9589844, 17.8469257, 18.2510357, -0.4041100,NOT_AVAILABLE,      0,1.0, 38, 39,      74.5963875000000058,     -56.6259538999999990,      74.5963884749619552,     -56.6259538395171376,wdfs0458_56_stis_001.fits,  0,OK,DA,DA,  30290.0,   7.79,   0.00,,   0.00,   3.10
WDFS0639-57,5484605140287436416, 18.3753223, 18.2694683, 18.7023487, -0.4328804,NOT_AVAILABLE,      0,1.0, 39, 38,      99.9227833000000061,     -57.2086566999999988,      99.9227847642592053,     -57.2086566831451933,wdfs0639_57_stis_001.fits,  0,OK,DA,DA,  53230.0,   7.90,   0.00,,   0.04,   4.20
WDFS0956-38,5421579652019276160, 18.0023556, 17.9448738, 18.1570778, -0.2122040,NOT_AVAILABLE,      0,1.0, 72, 75,     149.2375375000000020,     -38.6917413999999980,     149.2375357095236552,     -38.6917414981329912,wdfs0956_38_stis_001.fits,  0,OK,DA,DA,  20100.0,   7.88,   0.00,,   0.04,   3.10
WDFS1055-36,5401230062610609920, 18.1956253, 18.1214752, 18.4532394, -0.3317642,NOT_AVAILABLE,      0,1.0, 79, 78,     163.8556499999999971,     -36.2040919000000017,     163.8556502549221818,     -36.2040918255048112,wdfs1055_36_stis_001.fits,  0,OK,DA,DA,  29570.0,   7.93,   0.00,,   0.03,   3.10
WDFS1110-17,3559181712491390208, 18.0479832, 17.9111691, 18.3717022, -0.4605331,NOT_AVAILABLE,      0,0.0, 52, 52,     167.7476499999999930,     -17.1650856000000012,     167.7476479635591886,     -17.1650856368816278,wdfs1110_17_stis_001.fits,  0,OK,DA,DA,  46700.0,   8.01,   0.00,,   0.05,   3.10
WDFS1206-27,3486471764460448512, 16.6667156, 16.5429668, 16.9303722, -0.3874054,NOT_AVAILABLE,      0,1.0, 44, 40,     181.5848082999999917,     -27.4946218999999985,     181.5848100631771160,     -27.4946218121852688,wdfs1206_27_stis_001.fits,  1,OK,DA1.4,DA,  33980.0,   7.90,   0.00,,   0.03,   3.10
WDFS1214+45,1539041748873288704, 17.9783039, 17.8357525, 18.2260017, -0.3902493,NOT_AVAILABLE,      0,1.0, 52, 49,     183.5212957999999901,      45.6385071999999994,     183.5212958717449112,      45.6385072395597504,wdfs1214_45_stis_001.fits,  1,OK,DA,DA,  34170.0,   7.85,   0.00,,   0.00,   3.10
WDFS1302+10,3734528631432609920, 17.2390633, 17.0989380, 17.5416012, -0.4426632,NOT_AVAILABLE,      0,1.0, 44, 42,     195.6434250000000077,      10.2107547000000007,     195.6434265068368745,      10.2107545915759168,wdfs1302_10_stis_001.fits,  1,OK,DA,DA,  42090.0,   7.93,   0.00,,   0.02,   3.10
WDFS1434-28,6222123588482712832, 18.1028023, 18.0696239, 18.3517990, -0.2821751,NOT_AVAILABLE,      0,1.0, 20, 18,     218.7480333000000030,     -28.3175819000000004,     218.7480341669039205,     -28.3175820589613494,wdfs1434_28_stis_001.fits,  0,OK,DA,DA,  20340.0,   7.82,   0.00,,   0.05,   3.50
WDFS1514+00,4419865155422033280, 15.8835049, 15.7748938, 16.1107731, -0.3358793,NOT_AVAILABLE,      0,1.0, 19, 20,     228.5886542000000077,       0.7978833000000000,     228.5886558694128894,       0.7978832459016985,wdfs1514_00_stis_001.fits,  0,OK,DA1.8,DA1.8,  29200.0,   7.90,   0.00,,   0.04,   3.10
WDFS1535-77,5779908502946006784, 16.7649784, 16.6001472, 17.0950413, -0.4948940,NOT_AVAILABLE,      0,1.0, 50, 49,     233.9382458000000042,     -77.4124532999999957,     233.9382443806148046,     -77.4124534679629903,wdfs1535_77_stis_001.fits,  1,OK,DA1,DA,  49940.0,   9.08,   0.00,,   0.00,   3.10
WDFS1557+55,1621657158502507520, 17.6913738, 17.5274601, 18.0356293, -0.5081692,NOT_AVAILABLE,      0,1.0, 34, 31,     239.4390832999999930,      55.7692668999999981,     239.4390823675669537,      55.7692670309187122,wdfs1557_55_stis_001.fits,  0,OK,DA,DA,  57830.0,   7.55,   0.00,,   0.00,   3.10
WDFS1814+78,2293913930823813888, 16.7448311, 16.6124458, 17.0331707, -0.4207249,NOT_AVAILABLE,      0,1.0, 40, 41,     273.6003249999999980,      78.9008567000000056,     273.6003251954215330,      78.9008566794329766,wdfs1814_78_stis_001.fits,  0,OK,DA,DA,  31040.0,   7.80,   0.00,,   0.00,   3.10
WDFS1837-70,6431766714636858240, 17.9102516, 17.8528271, 18.0809479, -0.2281208,NOT_AVAILABLE,      0,1.0, 61, 60,     279.3246083000000226,     -70.0479203000000012,     279.3246101085828172,     -70.0479202831117647,wdfs1837_70_stis_001.fits,  0,OK,DA,DA,  19810.0,   7.87,   0.00,,   0.03,   3.10
WDFS1930-52,6646236009641999488, 17.6730709, 17.5470963, 17.9416218, -0.3945255,NOT_AVAILABLE,      0,1.0, 25, 25,     292.5791457999999921,     -52.0629306000000014,     292.5791450950534909,     -52.0629304435920872,wdfs1930_52_stis_001.fits,  0,OK,DA,DA,  36300.0,   7.67,   0.00,,   0.04,   3.50
WDFS2317-29,2378059688840742912, 18.5260448, 18.4438381, 18.8090210, -0.3651829,NOT_AVAILABLE,      0,1.0, 28, 29,     349.3345583000000261,     -29.0560131000000013,     349.3345583421279912,     -29.0560131172232836,wdfs2317_29_stis_001.fits,  0,OK,DA2.0,DA,  24030.0,   7.85,   0.00,,   0.01,   3.10
WDFS2351+37,2881271732415859072, 18.2345181, 18.1222210, 18.5002556, -0.3780346,NOT_AVAILABLE,      0,1.0, 31, 30,     357.9344750000000204,      37.9284913999999986,     357.9344768727838755,      37.9284913026405519,wdfs2351_37_stis_001.fits,  0,OK,DA,DA,  41290.0,   7.70,   0.00,,   0.10,   3.10
