source_id                RA                DEC  BFcalspec calspec BFdawd      dawd BFngsl ngsl BFspss spss BFuves uves BFxsl xsl BFindo indo BFmiles miles BFstelib stelib PVL
            491805851686912000      52.835906     66.725546 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 1      MILES 9       none       none
            558748070956581248      26.798376     73.474950 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 0      MILES 9       none       none
           3499611306368945536     187.626916    -26.047463 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           6451102215021927040     316.512035    -61.562859 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 9       none 9       none       none
           4258375617747092864     281.862955     -3.641055 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 9       none 9       none       none
           2658240166703766016     349.919894      3.370676 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 9       none 9       none       none
           5762455439477309440     134.793671     -4.029399 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 0      MILES 9       none       none
           1011379899590855936     137.700366     46.375884 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           3920615854833203328     183.004707     13.259330 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 1      MILES 0     STELIB       none
           3699954179060804864     186.395513      1.281864 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 1      MILES 0     STELIB       none
           3699954179060804864     186.395513      1.281864 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 1      MILES 0     STELIB       none
           4565784161044390656     252.547068     22.312266 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 9       none 9       none       none
           2722849325377392384     334.653381      8.445369 9       none 9       none 0       NGSL 9       none 9       none 1        xsl 9       none 9       none 9       none       none
           2703075330306439808     337.901132      2.160734 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           1383605782919581824     240.804237     42.244669 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           1848170611255790848     320.491635     27.453566 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 9       none 9       none       none
           1800518563283501440     325.986826     27.389285 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 9       none 9       none       none
           1946297900868982016     328.821293     32.645318 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           1001659495247619584     101.937166     58.640811 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
            849527046338529024     162.734296     53.246710 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           4165370682239910144     266.867655     -8.781545 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 9       none 9       none       none
           1406910065012679680     248.993093     45.867129 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           2203746967971153024     324.813857     60.284865 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           4247355045211154560     301.434058      4.047258 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 9       none 9       none       none
            523313040665475968      17.123654     63.515260 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           2249054333150693504     298.043487     67.426818 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           2242990462104401536     307.114502     62.013894 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           3939515154043771392     201.127050     20.455234 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 9       none 9       none       none
           3362648956829186816     111.759585     19.097699 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           1057318835428596096     169.988104     65.847298 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           3738099879558957952     202.504202     10.372390 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           5853498713190525696     217.392322    -62.676075 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           4572835535272627712     254.536304     25.741901 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           1359938520253565952     255.652487     47.085673 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           4550763526539955712     264.476624     18.596088 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           2154880616774131840     280.683071     59.638358 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           2046207670631964928     290.892157     33.222678 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           2195886971653527168     313.332456     62.150958 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           6583272171336048640     319.295018    -38.872456 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           2603090003484152064     343.324111    -14.266689 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           2828928008202069376     344.140222     16.552169 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           2009481748875806976     348.337734     57.169666 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 0      MILES 9       none       none
           2739689239311660672     357.306604      2.396918 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
            114207651462714880      41.068882     25.521751 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
            385334230892516480       4.613226     44.024787 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
            574198614505312000       2.237996     86.787856 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 0      MILES 9       none       none
           2340329539312677888       1.945745    -22.508714 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 0      MILES 9       none       none
           2337055983958595840       3.440184    -23.215112 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           2430102808294101760       4.676323     -8.053641 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 0      MILES 9       none       none
           2317057722875195904       5.118059    -30.555583 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 9       none 9       none       none
           2317057722875195904       5.118059    -30.555583 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 9       none 9       none       none
           2317057722875195904       5.118059    -30.555583 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 9       none 9       none       none
           2317057722875195904       5.118059    -30.555583 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 9       none 9       none       none
            421805237748755968       7.689703     57.064609 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 0      MILES 9       none       none
           2527043140743265664       7.974092     -5.262199 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 1      MILES 0     STELIB       none
            418062809410500224       8.198614     54.119790 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
            418001477279154304       9.242984     53.896868 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 0      MILES 9       none       none
