source_id                RA                DEC  BFcalspec calspec BFdawd      dawd BFngsl ngsl BFspss spss BFuves uves BFxsl xsl BFindo indo BFmiles miles BFstelib stelib PVL
           3655377057091634304     221.561669      1.892793 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 0     STELIB       none
           1908095850396090880     339.815318     39.050245 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           2135550755683407232     295.465613     50.516802 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 1      MILES 9       none       none
           4345775217221821312     243.906336     -8.371641 0    calspec 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           1651137131123978112     263.219296     71.078633 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           1633143932573832448     265.144436     65.454088 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           1634280312200704768     265.768703     66.917116 0    calspec 9       none 9       none 0       SPSS 9       none 9       none 9       none 9       none 9       none       none
           1633585107317144960     269.305144     67.061264 1    calspec 9       none 9       none 0       SPSS 9       none 9       none 9       none 9       none 9       none        PVL
           2158745262705810304     270.613228     60.726543 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           2161093682102883712     271.371964     64.464524 1    calspec 9       none 9       none 0       SPSS 9       none 9       none 9       none 9       none 9       none       none
           2260019315938461952     272.144790     69.458016 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           2160839724980689408     273.039904     63.495078 1    calspec 9       none 9       none 0       SPSS 9       none 9       none 9       none 9       none 9       none       none
           2794735086363871360       9.071355     18.353410 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           2997171394834174976      89.832565    -14.081838 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           1144974578159253632     140.329555     81.724114 1    calspec 9       none 9       none 1       SPSS 9       none 9       none 9       none 9       none 9       none       none
           4376174445988280576     264.938351      2.416891 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           6324325225803432320     218.568432    -12.516924 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           1776289248313154688     332.883098     18.093091 0    calspec 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
             52624073910834176      63.650028     22.349841 0    calspec 9       none 0       NGSL 9       none 9       none 1        xsl 9       none 0      MILES 9       none        PVL
           1267333012397454592     222.259783     25.700992 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
            731253779217024640     161.847408     28.395203 1    calspec 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 9       none 9       none        PVL
           1032197606073957888     124.843790     54.083214 1    calspec 9       none 0       NGSL 9       none 9       none 9       none 9       none 1      MILES 9       none        PVL
           1435896975388228224     261.217858     60.430781 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           1135587497636732672     122.706332     74.966139 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           5057499161282786432      53.137007    -27.863433 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           1724851173788449536     263.054908     86.586700 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           5284258831636637440      91.539239    -66.039496 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           1510374147844219904     206.884327     49.313202 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           2633603478379307904     349.993294     -5.165606 1    calspec 9       none 9       none 1       SPSS 9       none 9       none 9       none 9       none 9       none       none
            781164326766404736     159.903151     43.102445 1    calspec 9       none 9       none 0       SPSS 9       none 9       none 9       none 9       none 9       none       none
            266077145295627520      76.377669     52.830674 1    calspec 1       DAWD 9       none 1       SPSS 9       none 9       none 9       none 9       none 9       none       none
           3944400490365194368     194.259493     22.030385 1    calspec 0       DAWD 9       none 1       SPSS 9       none 9       none 9       none 9       none 9       none       none
           3348071631670500736      88.115437     15.886239 1    calspec 0       DAWD 9       none 1       SPSS 9       none 9       none 9       none 9       none 9       none       none
           4201781696994073472     290.145238     -7.667404 0    calspec 9       none 9       none 0       SPSS 9       none 9       none 9       none 9       none 9       none       none
           1686708050268594944     204.705028     70.285347 0    calspec 9       none 9       none 0       SPSS 9       none 9       none 9       none 9       none 9       none       none
           5040300909638155520      22.194022    -24.340477 1    calspec 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 9       none 9       none        PVL
           5040300909638155520      22.194022    -24.340477 1    calspec 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 9       none 9       none        PVL
           4881345510044485120      73.042113    -27.064268 1    calspec 9       none 0       NGSL 9       none 9       none 9       none 9       none 0      MILES 9       none        PVL
           5709390701922940416     130.213308    -16.347294 0    calspec 9       none 9       none 9       none 9       none 0        xsl 9       none 0      MILES 9       none        PVL
           5384905720847544192     175.056683    -39.146669 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           3905603054348141440     183.373062     10.040391 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           3510294882898890880     193.314124    -18.525763 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 0      MILES 9       none        PVL
           6182594053814895872     198.946890    -29.506250 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           1550544530286455680     200.688066     44.714930 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           1606779808402312320     219.563551     54.023258 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           4347960427864280576     238.581975     -8.580486 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           4746011090546864640      35.727971    -51.091833 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           1434752727380965760     261.520077     58.651963 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           1335880415564253312     263.002840     34.271431 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           5957698605530828032     265.705151    -40.322722 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           1435190745326633984     268.105708     60.396562 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           2152139190687051008     270.627976     58.627375 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           6634011506225360640     274.434759    -61.709429 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           2160077939517532544     279.389569     62.526796 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           2254144423451326080     288.196634     64.176958 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           6342346358822630400     307.095191    -87.472459 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           6477295296414847232     316.646137    -49.965185 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           2270245431209611776     315.403927     68.163262 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           6810896745007524736     324.794217    -27.306947 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           1779546757669063552     330.795026     18.884239 0    calspec 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           4992412432308644224       7.827004    -43.606408 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           3444212584803426048      85.476617     29.297368 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           2902205991429301888      85.216214    -31.352730 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           2915523482424724224      87.083430    -24.464006 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           3167212139383161216     108.630362     13.860188 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           5493730399606077440     113.363807    -50.584229 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
            775029739076581248     162.097966     37.570310 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           1748833236082347136     307.385483      7.018813 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           4016474027321256704     183.483899     32.942178 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           1461833904932026368     199.090252     29.098249 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           1461833904930595968     199.089532     29.098058 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           1473687671071803520     200.896566     36.133187 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           3302846072717868416      58.842399      9.788346 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           1633376204407124352     269.658318     66.781123 1    calspec 9       none 9       none 1       SPSS 9       none 9       none 9       none 9       none 9       none       none
           1633294634388508416     268.817589     66.169862 1    calspec 9       none 9       none 1       SPSS 9       none 9       none 9       none 9       none 9       none       none
             22745910577134848      37.039930      8.460040 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 0     STELIB        PVL
           2988329637719192960      79.893857    -13.176791 0    calspec 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 0     STELIB        PVL
           2687733913283870336     323.069473      0.254121 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           2901155648586891648      86.499580    -32.306533 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           3038045185547143936     120.059219    -10.791518 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           6736897344744429696     280.805496    -32.290380 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           6736897344730729344     280.804856    -32.290508 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           6736897344744400768     280.804326    -32.290387 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           6736897344744400512     280.803711    -32.290671 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           6736897344730722432     280.803145    -32.290471 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           6736897344730687104     280.802666    -32.290860 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           6736897344730694272     280.801160    -32.290974 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           6736897344744421504     280.800831    -32.290866 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           6736897344744418944     280.800208    -32.290783 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           6736897344744398848     280.799727    -32.291031 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           1698468284904574208     222.990883     71.721585 0    calspec 9       none 9       none 1       SPSS 9       none 9       none 9       none 9       none 9       none       none
           1399559249961569792     239.806525     47.611647 1    calspec 9       none 9       none 0       SPSS 9       none 9       none 9       none 9       none 9       none       none
           1312054926303736704     247.890839     30.146049 1    calspec 9       none 9       none 1       SPSS 9       none 9       none 9       none 9       none 9       none       none
           1551861813935664896     202.047064     46.514012 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           4408086362237875072     244.559343      0.002343 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           3216486443742786048      84.686522     -2.600079 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           1429541695100150656     244.942073     55.571580 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
           4339417394313320192     253.893246     -8.398523 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none        PVL
            356922880493142016      28.012372     47.002390 0    calspec 9       none 9       none 0       SPSS 9       none 9       none 9       none 9       none 9       none       none
           2516322146457318144      37.569625      5.263973 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           4727581523318486912      47.450856    -56.396762 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
            657056745624156416     123.157879     17.616675 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           1074013923063975680     165.142065     71.634048 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           3788194488314248832     166.999546     -5.159199 0    calspec 9       none 9       none 0       SPSS 9       none 9       none 9       none 9       none 9       none       none
           5401688425816913920     166.949785    -34.348806 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           3489719481290397696     181.361344    -23.552365 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           3630035787972473600     202.551826     -8.576952 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           6009537829925128064     236.872700    -37.919946 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           1337946019956816256     254.713016     34.314673 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           1638563322306634368     258.274673     69.522227 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           2140481412496465152     288.203445     53.721006 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           4319908862597055232     290.418256     14.677830 1    calspec 9       none 9       none 1       SPSS 9       none 9       none 9       none 9       none 9       none       none
           6424566979354709248     311.091580    -68.090280 1    calspec 9       none 9       none 1       SPSS 9       none 9       none 9       none 9       none 9       none       none
           2176116580055936512     319.733782     54.212315 1    calspec 9       none 9       none 1       SPSS 9       none 9       none 9       none 9       none 9       none       none
           2274076297221555968     321.741107     73.644345 0    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           2693940725141960192     328.105814      2.387435 1    calspec 9       none 9       none 1       SPSS 9       none 9       none 9       none 9       none 9       none       none
           2871730307948650368     355.960200     32.546047 1    calspec 9       none 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           5028544686500198144      20.503022    -30.867764 0    calspec 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
            139724391470489472      42.229021     33.763401 0    calspec 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           4764189621230467584      74.596388    -56.625954 0    calspec 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           5484605140287436416      99.922785    -57.208657 0    calspec 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           5421579652019276160     149.237536    -38.691741 0    calspec 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           5401230062610609920     163.855650    -36.204092 0    calspec 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           3559181712491390208     167.747648    -17.165086 0    calspec 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           3486471764460448512     181.584810    -27.494622 1    calspec 1       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           1539041748873288704     183.521296     45.638507 1    calspec 1       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           3734528631432609920     195.643427     10.210755 1    calspec 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           6222123588482712832     218.748034    -28.317582 0    calspec 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           4419865155422033280     228.588656      0.797883 0    calspec 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           5779908502946006784     233.938244    -77.412453 1    calspec 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           1621657158502507520     239.439082     55.769267 0    calspec 1       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           2293913930823813888     273.600325     78.900857 0    calspec 1       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           6431766714636858240     279.324610    -70.047920 0    calspec 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           6646236009641999488     292.579145    -52.062930 0    calspec 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           2378059688840742912     349.334558    -29.056013 0    calspec 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           2881271732415859072     357.934477     37.928491 0    calspec 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           2536159496590552704      15.842504     -0.346611 9       none 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           5176546064064586624      37.071596     -8.454528 9       none 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           4953936951336477440      39.604040    -36.039784 9       none 1       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           2967083052984612736      85.311495    -19.510804 9       none 1       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
            892231562565363072     111.969802     32.237791 9       none 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           3097940536010212736     123.786591      7.529382 9       none 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           3830980604624181376     156.128799     -0.535322 9       none 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
            765355922242992000     167.863804     39.941140 9       none 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           3891742709551744640     181.710043      2.028372 9       none 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           3684543213630134784     198.687690     -3.237690 9       none 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           4383979187540364288     249.501467      0.788261 9       none 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           6910475935427725824     315.461113     -5.764211 9       none 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           2644572064644349952     352.422169      0.185435 9       none 0       DAWD 9       none 9       none 9       none 9       none 9       none 9       none 9       none       none
           2720896455287475584     333.856936      6.822620 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           4458990005388621952     247.569432     10.997466 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 0      MILES 9       none       none
           1208515290704236032     229.275515     17.066631 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
            690419295663797760     131.102313     24.795048 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 0      MILES 9       none       none
             71049724129117568      55.042419     26.959949 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
            300268314784686464      32.603678     29.805388 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 1      MILES 9       none       none
           1284721994948665216     215.485172     29.628245 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           1275876252107941888     226.724356     30.010227 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 0      MILES 9       none       none
           1275876252107941888     226.724356     30.010227 9       none 9       none 0       NGSL 9       none 9       none 0        xsl 9       none 0      MILES 9       none       none
           2096185937305282048     278.083623     36.998767 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
            946948827441088000     105.770109     38.141124 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           2101486923385239808     289.752850     41.631796 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           5735105839354643584     131.663392    -13.357779 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 0      MILES 9       none       none
            955962241512224384      94.006746     37.720308 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 0      MILES 9       none       none
           2065901676227318272     313.820146     42.298456 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
           2075007556661946880     302.256614     42.866770 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 9       none 9       none       none
            778947814402602752     166.342060     43.530949 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 1      MILES 9       none       none
            791249665893533568     176.640362     50.879438 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 0      MILES 9       none       none
           2012367039189084928     351.641078     60.628735 9       none 9       none 0       NGSL 9       none 9       none 9       none 9       none 0      MILES 9       none       none
