NGSL_id,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_variable_flag,non_single_star,has_xp_continuous,phot_bp_n_obs,phot_rp_n_obs,ra_or,dec_or, radr3, decdr3,namecsv,bestfitFLAG,COMMENT,Sp,Teff,logg,FeH,EBV
BD+064990,2720896455287475584,  9.5171833,  9.6918335,  9.1863728,  0.5054607,VARIABLE,      0,true, 22, 22,     333.8568329999999946,       6.8226220000000000,     333.8569363999999950,       6.8226196000000003,BD+064990.fits.csv,  0,VAR,kA4hF0.5,   7768.0,   2.70,  -1.02,   0.08
BD+112998,4458990005388621952,  8.8684120,  9.2352324,  8.3155336,  0.9196987,NOT_AVAILABLE,      0,true, 79, 79,     247.5699260000000095,      10.9977090000000004,     247.5694321000000002,      10.9974656999999993,BD+112998.fits.csv,  0,OK,F8,   5480.0,   3.00,  -1.12,   0.04
BD+172844,1208515290704236032,  7.6149917,  8.7014170,  6.5686417,  2.1327753,NOT_AVAILABLE,      0,true, 34, 34,     229.2756439999999998,      17.0666499999999992,     229.2755147000000022,      17.0666307999999987,BD+172844.fits.csv,  0,OK,M0,   4575.0,   2.50,   0.00,   0.04
BD+251981,690419295663797760,  9.2307215,  9.3960390,  8.9209652,  0.4750738,NOT_AVAILABLE,      0,true, 77, 76,     131.1028740000000141,      24.7965960000000010,     131.1023131999999976,      24.7950483999999989,BD+251981.fits.csv,  0,ChP,F0,   6858.0,   4.28,  -1.20,   0.01
BD+26595,71049724129117568,  8.0320148,  8.5842628,  7.3222818,  1.2619810,NOT_AVAILABLE,      0,false, 25, 24,      55.0418489999999991,      26.9603380000000001,      55.0424190000000024,      26.9599493999999993,BD+26595.fits.csv,  0,OK,G8III,   4383.0,   2.10,  -0.80,   0.04
BD+29366,300268314784686464,  8.6111908,  8.9137564,  8.1281261,  0.7856302,NOT_AVAILABLE,      0,true, 24, 24,      32.6021980000000013,      29.8065730000000002,      32.6036779000000010,      29.8053883000000006,BD+29366.fits.csv,  0,OK,G3,   5777.0,   4.46,  -0.86,   0.01
BD+302512,1284721994948665216,  8.0202570,  8.7514544,  7.1926694,  1.5587850,NOT_AVAILABLE,      0,true, 49, 47,     215.4884010000000103,      29.6296159999999986,     215.4851716000000010,      29.6282448000000009,BD+302512.fits.csv,  0,OK,K6V,   4313.0,   4.68,   0.21,   0.00
BD+302611,1275876252107941888,  8.7275190,  9.3954182,  7.9365087,  1.4589095,NOT_AVAILABLE,      0,true,111,111,     226.7242850000000089,      30.0102620000000009,     226.7243560000000002,      30.0102270000000004,BD+302611.fits.csv,  0,ChP,G8III,   4357.0,   0.96,  -1.48,   0.02
BD+363168,2096185937305282048,  5.8647346,  8.0406713,  4.5377283,  3.5029430,VARIABLE,      0,true, 28, 28,     278.0836540000000241,      36.9987830000000031,     278.0836226000000124,      36.9987672000000032,BD+363168.fits.csv,  0,C,C-J4:p,   2377.0,   0.00,   0.30,   0.04
BD+381670,946948827441088000,  9.2650785,  9.6066599,  8.7422342,  0.8644257,NOT_AVAILABLE,      0,false, 20, 19,     105.7702270000000055,      38.1422469999999976,     105.7701093000000014,      38.1411236000000002,BD+381670.fits.csv,  0,BIN,G0,   5535.0,   4.11,  -0.70,   0.02
BD+413306,2101486923385239808,  8.6545935,  9.0700760,  8.0447464,  1.0253296,NOT_AVAILABLE,      0,true, 44, 44,     289.7522870000000239,      41.6346059999999980,     289.7528499000000011,      41.6317961999999966,BD+413306.fits.csv,  0,planet,K0V,   5052.0,   4.41,  -0.53,   0.00
BD-122669,5735105839354643584, 10.1405363, 10.3063154,  9.8344803,  0.4718351,NOT_AVAILABLE,      0,true, 52, 54,     131.6649020000000121,     -13.3570569999999993,     131.6633919999999875,     -13.3577793000000007,BD-122669.fits.csv,  0,BIN,A5,   6892.0,   4.16,  -1.47,   0.05
BD+17_4708,1776289248313154688,  9.3297033,  9.5795650,  8.9045820,  0.6749830,NOT_AVAILABLE,      0,false, 21, 20,     332.8807300000000282,      18.0928220000000017,     332.8830975999999851,      18.0930907000000012,BD174708.fits.csv,  0,BIN,sdF8,   6198.0,   4.18,  -1.56,   0.04
BD+29_2091,731253779217024640, 10.1017380, 10.3872423,  9.6383467,  0.7488956,NOT_AVAILABLE,      0,true, 24, 24,     161.8465099999999950,      28.3988690000000013,     161.8474075999999968,      28.3952030999999998,BD292091.fits.csv,  0,OK,F5,   5615.0,   3.68,  -2.01,   0.02
BD+37_1458,955962241512224384,  8.7177391,  9.0567751,  8.1882925,  0.8684826,NOT_AVAILABLE,      0,true, 38, 38,      94.0063430000000011,      37.7218769999999992,      94.0067458000000045,      37.7203079000000017,BD371458.fits.csv,  0,ChP,G0,   5365.0,   3.29,  -2.01,   0.02
BD+41_3931,2065901676227318272, 10.0905685, 10.4240637,  9.5801849,  0.8438787,NOT_AVAILABLE,      0,true, 46, 45,     313.8198130000000106,      42.3001879999999986,     313.8201463999999987,      42.2984555999999969,BD413931.fits.csv,  0,OK,G5,   5530.0,   4.08,  -1.48,   0.04
BD+42_3607,2075007556661946880,  9.9451199, 10.2264690,  9.4850407,  0.7414284,NOT_AVAILABLE,      0,true, 43, 45,     302.2558890000000247,      42.8652579999999972,     302.2566135999999801,      42.8667702999999989,BD423607.fits.csv,  0,ChP,F3,   5659.0,   3.69,  -2.11,   0.00
BD+44_2051,778947814402602752,  7.9126649,  8.9820414,  6.8778634,  2.1041780,NOT_AVAILABLE,      0,true, 27, 25,     166.3690699999999936,      43.5267740000000032,     166.3420596999999930,      43.5309486000000021,BD442051.fits.csv,  0,OK,M1.0V,   3664.0,   4.70,  -0.83,   0.06
BD+51_1696,791249665893533568,  9.7319536, 10.0392513,  9.2440910,  0.7951603,NOT_AVAILABLE,      0,true, 86, 82,     176.6464819999999918,      50.8818559999999991,     176.6403621000000044,      50.8794375000000016,BD511696.fits.csv,  0,ChP,sdG0,   5746.0,   4.39,  -1.25,   0.03
BD+59_2723,2012367039189084928, 10.3210325, 10.5819159,  9.8892794,  0.6926365,NOT_AVAILABLE,      0,true, 47, 48,     351.6368299999999749,      60.6285499999999971,     351.6410779999999932,      60.6287348999999978,BD592723.fits.csv,  0,BIN,sdF8,   6035.0,   4.00,  -1.94,   0.06
BD+66_0268,491805851686912000,  9.7112513, 10.0742779,  9.1634550,  0.9108229,NOT_AVAILABLE,      0,true, 75, 73,      52.8225010000000026,      66.7302839999999975,      52.8359057999999990,      66.7255459000000002,BD660268.fits.csv,  0,OK,G0,   5240.0,   3.45,  -1.81,   0.00
BD+72_0094,558748070956581248,  9.8100138, 10.0451641,  9.4008484,  0.6443157,NOT_AVAILABLE,      0,true, 48, 47,      26.8016040000000011,      73.4742200000000025,      26.7983757000000011,      73.4749500000000069,BD720094.fits.csv,  0,OK,sdF2:,   6174.0,   4.06,  -1.76,   0.04
CD-259286,3499611306368945536, 10.6748285, 10.9597750, 10.2480755,  0.7116995,VARIABLE,      0,true, 39, 44,     187.6270959999999945,     -26.0475309999999993,     187.6269160999999883,     -26.0474634000000016,CD-259286.fits.csv,  0,VAR,kA2hF5,   6336.0,   4.11,  -1.22,   0.09
CD-621346,6451102215021927040,  9.6596842, 10.0308084,  9.1087160,  0.9220924,NOT_AVAILABLE,      0,true, 52, 50,     316.5121750000000134,     -61.5624019999999987,     316.5120350000000258,     -61.5628586999999996,CD-621346.fits.csv,  0,ChP,CEMP-s,   5296.0,   2.86,  -1.44,   0.07
G021-024,4258375617747092864,  8.2696028,  9.0283766,  7.4209270,  1.6074495,NOT_AVAILABLE,      0,true, 17, 18,     281.8635439999999903,      -3.6398329999999999,     281.8629551000000220,      -3.6410554999999998,G021-024.fits.csv,  0,OK,K5V,   3995.0,   4.49,  -0.44,   0.02
G029-023,2658240166703766016, 10.0837107, 10.3383007,  9.6585245,  0.6797762,NOT_AVAILABLE,      0,true, 29, 28,     349.9185420000000022,       3.3713030000000002,     349.9198935000000006,       3.3706760999999998,G029-023.fits.csv,  0,OK,sdF6,   6143.0,   4.09,  -1.74,   0.07
G114-26,5762455439477309440,  9.5054350,  9.7675209,  9.0613956,  0.7061253,NOT_AVAILABLE,      1,true, 40, 39,     134.7921279999999911,      -4.0268069999999998,     134.7936711000000116,      -4.0293985000000001,G114-26.fits.csv,  0,BIN,F3,   5966.0,   4.14,  -1.59,   0.02
G115-58,1011379899590855936, 11.9729252, 12.2198315, 11.5624666,  0.6573648,NOT_AVAILABLE,      0,true, 57, 60,     137.7004190000000108,      46.3768760000000029,     137.7003664000000072,      46.3758843000000027,G115-58.fits.csv,  0,OK,sdF5,   6117.0,   4.08,  -1.65,   0.05
G12-21,3920615854833203328, 10.0210476, 10.2822046,  9.5888300,  0.6933746,NOT_AVAILABLE,      0,true, 43, 43,     183.0057040000000086,      13.2612830000000006,     183.0047068000000081,      13.2593297000000003,G12-21.fits.csv,  0,OK,F6wl,   6021.0,   4.19,  -1.43,   0.03
G13-35,3699954179060804864,  9.5262346,  9.7676945,  9.1120262,  0.6556683,NOT_AVAILABLE,      0,true, 52, 50,     186.3956530000000100,       1.2839609999999999,     186.3955127000000118,       1.2818645000000000,G13-35.fits.csv,  0,OK,F0V,   6015.0,   3.99,  -1.84,   0.02
G169-28,4565784161044390656, 11.0994158, 11.4012499, 10.6217508,  0.7794991,NOT_AVAILABLE,      0,true, 75, 77,     252.5477860000000021,      22.3138949999999987,     252.5470677000000137,      22.3122660999999987,G169-28.fits.csv,  0,OK,G3V,   5849.0,   4.21,  -1.32,   0.01
G18-39,2722849325377392384, 10.2452536, 10.5059080,  9.8131027,  0.6928053,NOT_AVAILABLE,      0,true, 23, 24,     334.6521089999999958,       8.4458219999999997,     334.6533810000000244,       8.4453688000000007,G18-39.fits.csv,  0,OK,G0,   6091.0,   4.18,  -1.47,   0.03
G18-54,2703075330306439808, 10.5511932, 10.8346138, 10.0930071,  0.7416067,NOT_AVAILABLE,      1,false, 23, 23,     337.9009120000000053,       2.1621750000000000,     337.9011318999999958,       2.1607340000000002,G18-54.fits.csv,  0,BIN,sd:F7,   6044.0,   4.23,  -1.51,   0.06
G180-24,1383605782919581824,  9.7329578,  9.9869614,  9.3075914,  0.6793699,NOT_AVAILABLE,      0,true, 38, 39,     240.8054119999999898,      42.2462919999999968,     240.8042370999999946,      42.2446690000000018,G180-24.fits.csv,  0,ChP,F5,   6042.0,   4.13,  -1.40,   0.01
G187-40,1848170611255790848, 10.3607960, 10.6477547,  9.8967352,  0.7510195,NOT_AVAILABLE,      0,true, 55, 55,     320.4906080000000088,      27.4528840000000010,     320.4916350999999963,      27.4535662999999985,G187-40.fits.csv,  0,OK,sdG0,   5831.0,   4.20,  -1.49,   0.02
G188-22,1800518563283501440,  9.9238825, 10.1837902,  9.4893475,  0.6944427,NOT_AVAILABLE,      0,true, 45, 48,     325.9880160000000160,      27.3899979999999985,     325.9868260999999734,      27.3892847999999987,G188-22.fits.csv,  0,OK,F6,   6038.0,   4.16,  -1.35,   0.04
G188-30,1946297900868982016, 10.7825947, 11.1581497, 10.2266264,  0.9315233,NOT_AVAILABLE,      0,true, 93, 94,     328.8172769999999900,      32.6447629999999975,     328.8212927000000150,      32.6453176999999997,G188-30.fits.csv,  0,OK,G2V,   5382.0,   4.11,  -1.37,   0.00
G192-43,1001659495247619584, 10.1713095, 10.4123926,  9.7624979,  0.6498947,NOT_AVAILABLE,      0,true, 46, 45,     101.9372309999999970,      58.6429260000000028,     101.9371661999999930,      58.6408107000000030,G192-43.fits.csv,  0,OK,F2,   6109.0,   4.05,  -1.69,   0.03
G194-22,1032197606073957888,  9.5690498,  9.8213778,  9.1424742,  0.6789036,NOT_AVAILABLE,      0,true, 30, 31,     124.8440489999999983,      54.0860079999999996,     124.8437899000000044,      54.0832140999999993,G194-22.fits.csv,  0,OK,F4,   5989.0,   4.07,  -1.69,   0.00
G196-48,849527046338529024, 10.1749964, 10.4696541,  9.7021351,  0.7675190,NOT_AVAILABLE,      0,true, 52, 50,     162.7359319999999911,      53.2475560000000030,     162.7342959000000064,      53.2467102999999966,G196-48.fits.csv,  0,BIN,G,   5767.0,   3.90,  -1.75,   0.04
G20-15,4165370682239910144, 10.3521261, 10.7023735,  9.8135071,  0.8888664,NOT_AVAILABLE,      0,true, 57, 56,     266.8665470000000255,      -8.7799259999999997,     266.8676550999999790,      -8.7815449999999995,G20-15.fits.csv,  0,OK,sdF8,   6035.0,   4.12,  -1.66,   0.18
G202-65,1406910065012679680, 11.1185064, 11.3080091, 10.7807083,  0.5273008,NOT_AVAILABLE,      3,true, 39, 39,     248.9940929999999923,      45.8664569999999969,     248.9930927000000054,      45.8671294000000032,G202-65.fits.csv,  0,BIN,sdF3,   6656.0,   4.25,  -1.37,   0.00
G231-52,2203746967971153024, 10.1547136, 10.5012331,  9.6304760,  0.8707571,NOT_AVAILABLE,      0,true, 46, 47,     324.8172880000000191,      60.2838319999999968,     324.8138574999999832,      60.2848654000000010,G231-52.fits.csv,  0,OK,G2,   5414.0,   3.86,  -1.67,   0.00
G24-3,4247355045211154560, 10.3078241, 10.5798111,  9.8610125,  0.7187986,NOT_AVAILABLE,      0,true, 71, 72,     301.4346540000000232,       4.0480029999999996,     301.4340584999999919,       4.0472576000000000,G24-3.fits.csv,  0,ChP,sdF8,   5962.0,   4.06,  -1.78,   0.05
G243-62,523313040665475968, 11.2308178, 11.7146339, 10.5816097,  1.1330242,NOT_AVAILABLE,      0,true, 57, 54,      17.1132220000000004,      63.5156580000000019,      17.1236536999999984,      63.5152600999999990,G243-62.fits.csv,  0,OK,K2,   4902.0,   4.68,  -1.13,   0.00
G260-36,2249054333150693504, 10.9688635, 11.4290495, 10.3470955,  1.0819540,NOT_AVAILABLE,      0,true, 34, 34,     298.0429229999999734,      67.4259849999999972,     298.0434865999999943,      67.4268184000000019,G260-36.fits.csv,  0,OK,K2,   4962.0,   4.45,   0.15,   0.01
G262-14,2242990462104401536, 11.2237797, 11.6540422, 10.6166897,  1.0373526,NOT_AVAILABLE,      3,true, 60, 61,     307.1164400000000114,      62.0145359999999997,     307.1145020000000159,      62.0138936999999970,G262-14.fits.csv,  0,BIN,G8,   5177.0,   4.44,  -0.68,   0.05
G63-26,3939515154043771392, 12.0413914, 12.2955475, 11.6229153,  0.6726322,NOT_AVAILABLE,      0,true, 54, 54,     201.1274980000000028,      20.4561379999999993,     201.1270504999999957,      20.4552343999999984,G63-26.fits.csv,  0,OK,sd:F,   5996.0,   3.92,  -1.84,   0.05
G88-27,3362648956829186816, 10.5732384, 10.8257418, 10.1569557,  0.6687860,NOT_AVAILABLE,      0,false, 24, 23,     111.7597679999999940,      19.0987350000000013,     111.7595847999999989,      19.0976986999999987,G88-27.fits.csv,  0,OK,sdF8,   6071.0,   4.12,  -1.65,   0.02
GJ424,1057318835428596096,  8.5276279,  9.4976740,  7.5460792,  1.9515948,NOT_AVAILABLE,      0,true, 48, 47,     170.0201169999999991,      65.8464859999999987,     169.9881037000000106,      65.8472979000000009,GJ424.fits.csv,  0,VAR,M2V,   3575.0,   4.60,  -0.47,   0.00
GJ514,3738099879558957952,  8.2052917,  9.2667122,  7.1788421,  2.0878701,NOT_AVAILABLE,      0,true, 40, 37,     202.4991070000000093,      10.3771620000000002,     202.5042015999999876,      10.3723896000000000,GJ514.fits.csv,  0,planet,M1.0V,   3745.0,   4.67,   0.14,   0.00
GJ551,5853498713190525696,  8.9847488, 11.3731155,  7.5685353,  3.8045802,NOT_AVAILABLE,      0,true,103,100,     217.4289379999999881,     -62.6794920000000033,     217.3923215000000084,     -62.6760750999999985,GJ551.fits.csv,  0,VAR/planet,M5.5Ve,   2810.0,   4.59,   0.04,   0.00
GJ649,4572835535272627712,  8.8236170,  9.9003220,  7.7878761,  2.1124458,NOT_AVAILABLE,      0,true, 58, 56,     254.5368740000000116,      25.7441589999999998,     254.5363044000000059,      25.7419012999999985,GJ649.fits.csv,  0,planet,M2V,   3734.0,   4.78,  -0.08,   0.00
GJ651,1359938520253565952,  6.5836673,  6.9485512,  6.0435534,  0.9049978,NOT_AVAILABLE,      0,true, 33, 28,     255.6516829999999914,      47.0818790000000007,     255.6524871000000019,      47.0856728999999987,GJ651.fits.csv,  0,planet,G9,   5468.0,   4.54,  -0.10,   0.00
GJ686,4550763526539955712,  8.7428799,  9.8210335,  7.7107677,  2.1102657,NOT_AVAILABLE,      0,true, 56, 55,     264.4722780000000171,      18.5917110000000001,     264.4766237000000046,      18.5960877000000018,GJ686.fits.csv,  0,planet,M1.5V,   3642.0,   4.75,  -0.11,   0.00
GJ725A,2154880616774131840,  7.8543930,  9.1669903,  6.7059326,  2.4610577,NOT_AVAILABLE,      0,true, 37, 36,     280.6946029999999723,      59.6303920000000005,     280.6830707999999959,      59.6383579000000026,GJ725A.fits.csv,  0,DMS,M3V,   3470.0,   4.90,  -0.31,   0.00
GJ758,2046207670631964928,  6.1613078,  6.5559440,  5.5983839,  0.9575601,NOT_AVAILABLE,      0,true, 49, 45,     290.8917220000000157,      33.2219649999999973,     290.8921569999999974,      33.2226780000000019,GJ758.fits.csv,  0,DMS/planet,K0V,   5367.0,   4.51,   0.14,   0.00
GJ809,2195886971653527168,  7.7567148,  8.7909737,  6.7472963,  2.0436773,NOT_AVAILABLE,      0,true, 53, 48,     313.3324539999999843,      62.1543929999999989,     313.3324562999999898,      62.1509576999999993,GJ809.fits.csv,  0,OK,M1.0V,   3843.0,   4.71,   0.04,   0.01
GJ825,6583272171336048640,  5.9841042,  6.8927255,  5.0391383,  1.8535872,NOT_AVAILABLE,      0,true, 44, 42,     319.3136200000000144,     -38.8673640000000020,     319.2950180999999930,     -38.8724563999999972,GJ825.fits.csv,  0,VAR,M1V,   3796.0,   4.55,  -0.62,   0.03
GJ876,2603090003484152064,  8.8750591, 10.4530048,  7.6437206,  2.8092842,NOT_AVAILABLE,      1,true, 25, 25,     343.3197180000000230,     -14.2636950000000002,     343.3241110000000162,     -14.2666894000000006,GJ876.fits.csv,  0,VAR/planet,M3.5V,   3250.0,   4.82,   0.25,   0.00
GJ880,2828928008202069376,  7.7950211,  8.8985958,  6.7477736,  2.1508222,NOT_AVAILABLE,      0,false, 30, 28,     344.1450199999999882,      16.5534320000000008,     344.1402216999999837,      16.5521694000000004,GJ880.fits.csv,  0,OK,M1.5V,   3727.0,   5.05,   0.24,   0.00
GJ892,2009481748875806976,  5.2318964,  5.7665758,  4.5502343,  1.2163415,NOT_AVAILABLE,      0,true, 38, 34,     348.3207279999999741,      57.1683549999999983,     348.3377340000000117,      57.1696663999999970,GJ892.fits.csv,  0,VAR/planet,K3V,   4828.0,   4.63,   0.03,   0.00
GJ908,2739689239311660672,  8.1529169,  9.2165709,  7.1208048,  2.0957661,NOT_AVAILABLE,      0,true, 53, 53,     357.3021880000000010,       2.4012229999999999,     357.3066038000000049,       2.3969179000000000,GJ908.fits.csv,  0,VAR,dM1,   3653.0,   4.48,  -0.35,   0.00
GJ109,114207651462714880,  9.4672937, 10.8165312,  8.3163223,  2.5002089,NOT_AVAILABLE,      0,false, 21, 21,      41.0646220000000000,      25.5233659999999993,      41.0688817999999998,      25.5217510999999995,GL109.fits.csv,  0,VAR,dM3,   3462.0,   4.87,  -0.20,   0.04
GJ15A,385334230892516480,  7.2185669,  8.3321238,  6.1677399,  2.1643839,NOT_AVAILABLE,      0,true, 59, 55,       4.5957999999999997,      44.0230999999999995,       4.6132263000000000,      44.0247866999999999,GL15A.fits.csv,  0,VAR/planet,M2V,   3650.0,   4.83,  -0.30,   0.00
HD000245,574198614505312000,  8.2682199,  8.5686140,  7.7889280,  0.7796860,NOT_AVAILABLE,      2,true, 38, 38,       2.2117110000000002,      86.7878840000000054,       2.2379959999999999,      86.7878560000000050,HD000245.fits.csv,  0,BIN,G0,   5805.0,   4.35,  -0.50,   0.03
HD000319,2340329539312677888,  5.9168839,  5.9745154,  5.7700934,  0.2044220,NOT_AVAILABLE,      0,false, 31, 27,       1.9454180000000001,     -22.5085569999999997,       1.9457449000000000,     -22.5087145000000000,HD000319.fits.csv,  0,OK,A1VbmA2_lB,   8589.0,   4.45,  -0.54,   0.00
HD000358,none,  0.0000000,  0.0000000,  0.0000000,  0.0000000,none,      0,none,  0,  0,       2.0969159999999998,      29.0904309999999988,       0.0000000000000000,       0.0000000000000000,none.csv,  0,SAT,B8IV-VHgMn,  12938.0,   4.19,   0.42,   0.02
HD000941,2337055983958595840,  6.5255666,  7.1128936,  5.7894936,  1.3234000,NOT_AVAILABLE,      0,false, 28, 28,       3.4395750000000000,     -23.2147819999999996,       3.4401844000000001,     -23.2151117000000013,HD000941.fits.csv,  0,OK,K1IIICNIV,   4430.0,   2.50,  -0.86,   0.02
HD001461,2430102808294101760,  6.3072629,  6.6378965,  5.8047194,  0.8331771,NOT_AVAILABLE,      0,false, 26, 24,       4.6744469999999998,      -8.0530019999999993,       4.6763230000000000,      -8.0536405999999996,HD001461.fits.csv,  0,OK,G3VFe0.5,   5588.0,   4.03,   0.08,   0.02
HD001638,2317057722875195904,  8.3625031,  9.0433598,  7.5634899,  1.4798698,NOT_AVAILABLE,      0,false, 33, 33,       5.1179709999999998,     -30.5555219999999998,       5.1180588000000000,     -30.5555827999999998,HD001638.fits.csv,  0,OK,K1III,   4249.0,   1.51,  -0.75,   0.02
HD002665,421805237748755968,  7.4718328,  7.9160538,  6.8404746,  1.0755792,NOT_AVAILABLE,      0,true, 67, 59,       7.6893609999999999,      57.0648959999999974,       7.6897028000000001,      57.0646093000000008,HD002665.fits.csv,  0,OK,G5IIIw,   5100.0,   2.62,  -1.88,   0.11
HD002857,2527043140743265664,  9.9367247, 10.0378218,  9.7242565,  0.3135653,NOT_AVAILABLE,      0,true, 52, 52,       7.9741280000000003,      -5.2619090000000002,       7.9740918000000001,      -5.2621988000000002,HD002857.fits.csv,  0,OK,A2IV,   7607.0,   3.78,  -1.35,   0.00
HD002901,418062809410500224,  6.5071044,  7.1739860,  5.7151031,  1.4588828,NOT_AVAILABLE,      1,true,117,110,       8.1980360000000001,      54.1199459999999988,       8.1986142999999991,      54.1197899000000007,HD002901.fits.csv,  0,OK,K2IIIFe-1,   4387.0,   1.82,  -0.69,   0.05
HD003360,418001477279154304,  3.6643620,  3.5528686,  3.8135638, -0.2606952,NOT_AVAILABLE,      0,true, 56, 65,       9.2428500000000007,      53.8969080000000034,       9.2429836000000005,      53.8968680999999989,HD003360.fits.csv,  0,SAT,B2IV,  20703.0,   3.83,  -0.01,   0.04
HD003712,418551920284673408,  1.9425238,  2.9869862,  1.8435026,  1.1434835,NOT_AVAILABLE,      0,false, 13, 13,      10.1268379999999993,      56.5373310000000018,      10.1272420000000007,      56.5371888000000027,HD003712.fits.csv,  0,SAT,K0-IIIa,   4778.0,   2.06,   0.15,   0.04
HD004128,none,  0.0000000,  0.0000000,  0.0000000,  0.0000000,none,      0,none,  0,  0,      10.8973790000000008,     -17.9866059999999983,       0.0000000000000000,       0.0000000000000000,none.csv,  0,SAT,G9.5IIICH-1,   4848.0,   2.25,   0.05,   0.01
HD004727,375010813139050368,  4.4909096,  4.4234943,  4.6080770, -0.1845827,NOT_AVAILABLE,      0,true, 31, 26,      12.4535300000000007,      41.0789100000000005,      12.4536543999999996,      41.0788277999999991,HD004727.fits.csv,  0,SAT,B5V,  14851.0,   4.12,   0.14,   0.05
HD004813,2473608009504466688,  5.0295434,  5.2996726,  4.6133008,  0.6863718,NOT_AVAILABLE,      0,true, 45, 39,      12.5316189999999992,     -10.6443290000000008,      12.5305894999999996,     -10.6453492000000001,HD004813.fits.csv,  0,OK,F7V,   6167.0,   4.17,  -0.18,   0.04
HD004906,2788908774248323072,  8.5530100,  8.9552765,  7.9728456,  0.9824309,NOT_AVAILABLE,      0,true, 26, 25,      12.8085529999999999,      18.7903239999999983,      12.8076819000000004,      18.7892721000000016,HD004906.fits.csv,  0,OK,G0,   5164.0,   3.77,  -0.70,   0.02
HD005256,575775829575361664,  8.5789690,  8.9656744,  8.0131559,  0.9525185,NOT_AVAILABLE,      0,true, 40, 38,      16.4230899999999984,      87.3189870000000070,      16.4526065000000017,      87.3193404999999956,HD005256.fits.csv,  1,OK,G5,   5170.0,   3.59,  -0.65,   0.03
HD005395,425940947659705600,  4.3455620,  4.8500462,  3.7003021,  1.1497440,NOT_AVAILABLE,      0,true, 58, 55,      14.1662669999999995,      59.1810559999999981,      14.1654681000000000,      59.1808552999999975,HD005395.fits.csv,  0,ChP,G8.5IIIbFe-0.5,   4888.0,   2.61,  -0.42,   0.07
HD005544,2537228466706526208,  7.3161392,  7.8801637,  6.6040087,  1.2761550,NOT_AVAILABLE,      0,true, 35, 33,      14.3043239999999994,       0.3423340000000000,      14.3042985999999992,       0.3422981000000000,HD005544.fits.csv,  0,OK,K0III,   4655.0,   2.26,  -0.04,   0.08
HD005916,377025290240929792,  6.6238852,  7.0809183,  5.9920235,  1.0888948,NOT_AVAILABLE,      0,true, 36, 37,      15.3292660000000005,      45.4520529999999994,      15.3298912000000005,      45.4519396999999969,HD005916.fits.csv,  0,OK,G8III-IV,   4977.0,   2.69,  -0.78,   0.07
HD006203,2525049829240950144,  5.0785265,  5.6536002,  4.3491483,  1.3044519,NOT_AVAILABLE,      0,true, 30, 29,      15.7605730000000008,      -4.8365999999999998,      15.7600505999999996,      -4.8370553000000003,HD006203.fits.csv,  0,OK,K0/1III,   4650.0,   2.60,  -0.27,   0.02
HD006210,522711508641389184,  5.6928468,  5.9804621,  5.2390251,  0.7414370,NOT_AVAILABLE,      0,true, 52, 48,      16.0810449999999996,      61.5801829999999981,      16.0803006000000011,      61.5800732000000011,HD006210.fits.csv,  0,OK,F6V,   6148.0,   3.43,  -0.15,   0.02
HD006229,2804091414920169344,  8.3878632,  8.7909298,  7.8017960,  0.9891338,NOT_AVAILABLE,      0,true, 34, 37,      15.9018990000000002,      23.7684379999999997,      15.9019698999999992,      23.7683466999999986,HD006229.fits.csv,  0,OK,G5III:Sr,   5174.0,   2.58,  -1.18,   0.02
HD006255,5034141166325468544,  8.3091764,  9.2518682,  7.3489423,  1.9029260,NOT_AVAILABLE,      0,true, 85, 87,      15.8010509999999993,     -27.1081940000000010,      15.8011345999999993,     -27.1082238000000011,HD006255.fits.csv,  0,OK,K5/M0III,   3912.0,   1.50,   0.00,   0.02
HD006461,2468375227509401856,  7.4360843,  7.8468108,  6.8430567,  1.0037541,NOT_AVAILABLE,      0,true, 41, 39,      16.3560219999999994,     -12.9033590000000000,      16.3563094999999983,     -12.9031362000000005,HD006461.fits.csv,  0,OK,G3V,   4962.0,   2.43,  -1.04,   0.02
HD006734,2538316124224549376,  6.2167206,  6.6559701,  5.6024508,  1.0535192,NOT_AVAILABLE,      0,true, 27, 26,      16.9985989999999987,       1.9930500000000000,      16.9992458999999982,       1.9911038000000001,HD006734.fits.csv,  0,OK,G8IV/V,   4934.0,   3.18,  -0.58,   0.03
HD006755,522534933950730240,  7.5000443,  7.8987370,  6.9123383,  0.9863987,NOT_AVAILABLE,      0,true, 61, 57,      17.4294149999999988,      61.5473039999999969,      17.4353197000000009,      61.5475941999999989,HD006755.fits.csv,  0,BIN,G5,   5181.0,   2.84,  -1.52,   0.05
HD007924,560130775546153344,  6.9401078,  7.3646774,  6.3441491,  1.0205283,NOT_AVAILABLE,      0,true, 43, 37,      20.4963049999999996,      76.7102880000000056,      20.4956350000000000,      76.7101430000000022,HD007924.fits.csv,  0,planet,K0.5V,   5172.0,   4.60,  -0.14,   0.00
HD008491,531667443164972416,  4.4439874,  4.9646015,  3.7697272,  1.1948743,NOT_AVAILABLE,      0,true, 33, 33,      21.4834260000000015,      68.1300130000000053,      21.4843143999999988,      68.1301306999999952,HD008491.fits.csv,  0,OK,K0III-IIIbCN0.5,   4790.0,   2.60,   0.10,   0.06
