NGSL_id,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_variable_flag,non_single_star,has_xp_continuous,phot_bp_n_obs,phot_rp_n_obs,ra_or,dec_or, radr3, decdr3,namecsv,bestfitFLAG,COMMENT,Sp,Teff,logg,FeH,EBV
HD008705,2455241320597417856,  4.5115356,  5.1574874,  3.7387409,  1.4187465,NOT_AVAILABLE,      1,true, 71, 70,      21.4051359999999988,     -14.5987890000000000,      21.4053405000000012,     -14.5988659999999992,HD008705.fits.csv,  0,OK,K2+III-IIIbCN0.5,   4340.0,   2.30,  -0.32,   0.01
HD008724,2593188145361730432,  7.9686813,  8.5332861,  7.2408996,  1.2923865,NOT_AVAILABLE,      0,true, 36, 33,      21.5733099999999993,      17.1264229999999991,      21.5735567999999986,      17.1260852999999997,HD008724.fits.csv,  0,OK,G5,   4976.0,   2.43,  -1.43,   0.24
HD009051,5040300909638155520,  8.6883421,  9.1326113,  8.0615387,  1.0710726,NOT_AVAILABLE,      0,true, 46, 44,      22.1937609999999985,     -24.3404010000000000,      22.1940224000000015,     -24.3404767000000000,HD009051.fits.csv,  0,OK,G6/8IIIwF5,   5036.0,   2.55,  -1.51,   0.07
HD009826,348020482735930112,  3.9661331,  4.2386155,  3.5156913,  0.7229242,NOT_AVAILABLE,      0,true, 26, 28,      24.1993420000000015,      41.4054569999999984,      24.1983211999999988,      41.4037617999999981,HD009826.fits.csv,  0,SAT,F9V,   6269.0,   4.12,   0.19,   0.00
HD010380,2562091860584132096,  3.9701409,  4.7015080,  3.1475546,  1.5539534,NOT_AVAILABLE,      0,true, 24, 24,      25.3578909999999986,       5.4876129999999996,      25.3577881000000005,       5.4876272000000004,HD010380.fits.csv,  0,OK,K3III,   4191.0,   1.88,  -0.14,   0.08
HD010780,512167948043650816,  5.4103966,  5.8130040,  4.8419757,  0.9710283,NOT_AVAILABLE,      0,true, 59, 57,      26.9368070000000017,      63.8525020000000012,      26.9426765999999986,      63.8514077999999969,HD010780.fits.csv,  0,VAR,K0V,   5400.0,   4.54,   0.12,   0.05
HD011964,2462426800883134336,  6.2218833,  6.6247096,  5.6441274,  0.9805822,NOT_AVAILABLE,      0,true, 36, 32,      29.2900300000000016,     -10.2424250000000008,      29.2883734000000011,     -10.2435030000000005,HD011964.fits.csv,  0,planet,G9VCN+1,   5332.0,   3.97,   0.08,   0.00
HD012533,none,  0.0000000,  0.0000000,  0.0000000,  0.0000000,none,      0,none,  0,  0,      30.9748009999999994,      42.3297280000000029,       0.0000000000000000,       0.0000000000000000,none.csv,  0,SAT,K2+IIb,   4402.0,   1.84,   0.12,   0.18
HD013174,106209872601324672,  4.8825874,  5.0754085,  4.5693636,  0.5060449,NOT_AVAILABLE,      0,false, 13, 13,      32.3555199999999985,      25.9398380000000017,      32.3559223000000031,      25.9397272000000001,HD013174.fits.csv,  0,OK,F2III,   6710.0,   3.49,   0.47,   0.01
HD013520,351761949008224512,  4.2768641,  5.0965052,  3.3941588,  1.7023463,NOT_AVAILABLE,      0,false, 17, 16,      33.3055090000000007,      44.2316470000000024,      33.3053908999999990,      44.2315916000000016,HD013520.fits.csv,  0,BIN,K4-III:,   4054.0,   1.70,  -0.13,   0.15
HD015089A,517650349234855424,  4.6340737,  4.6409078,  4.5222402,  0.1186676,NOT_AVAILABLE,      0,true, 42, 37,      37.2664490000000015,      67.4024770000000046,      37.2661786000000035,      67.4024160000000023,HD015089.fits.csv,  0,DMS,knA2h(eA)VSr((Eu)),   8796.0,   4.29,  -0.94,   0.00
HD016031,5171417602530766976,  9.6433973,  9.8832197,  9.2328825,  0.6503372,NOT_AVAILABLE,      0,true, 45, 44,      38.5460350000000034,     -12.3842900000000000,      38.5463092000000032,     -12.3851092999999999,HD016031.fits.csv,  0,planet,F0V,   6104.0,   4.07,  -1.67,   0.01
HD017072,4646981136249320832,  6.3951731,  6.7532153,  5.8505230,  0.9026923,NOT_AVAILABLE,      0,true, 27, 25,      40.1670640000000034,     -69.2330039999999940,      40.1678688000000008,     -69.2330584000000044,HD017072.fits.csv,  1,OK,F9IIIm-2,   5352.0,   2.83,  -1.15,   0.00
HD017361,128855517166594048,  4.1972160,  4.7621717,  3.5049746,  1.2571971,NOT_AVAILABLE,      0,false, 19, 19,      41.9772559999999970,      29.2471150000000009,      41.9780244000000025,      29.2465633999999994,HD017361.fits.csv,  0,OK,K0.5IIIb,   4700.0,   2.67,   0.12,   0.08
HD017491,5158832592439126272,  4.8683524,  6.8871827,  3.5162599,  3.3709228,VARIABLE,      0,false, 16, 16,      41.9830070000000006,     -12.4606440000000003,      41.9829944999999967,     -12.4608535000000007,HD017491.fits.csv,  0,VAR,M5III,   3200.0,   0.60,  -0.08,   0.02
HD017918,35003163124358784,  6.1951418,  6.4174323,  5.8150535,  0.6023788,NOT_AVAILABLE,      0,false, 14, 14,      43.2987290000000016,      16.4834630000000004,      43.2990247999999980,      16.4831816000000018,HD017918.fits.csv,  0,OK,F5III,   6413.0,   2.67,   0.35,   0.05
HD017925,5160075762132996992,  5.8122654,  6.2594142,  5.1991048,  1.0603094,VARIABLE,      0,false, 20, 19,      43.1338670000000022,     -12.7697140000000005,      43.1356782000000010,     -12.7705546000000005,HD017925.fits.csv,  0,BIN,K1V,   5286.0,   4.69,   0.21,   0.09
HD018078,459767388524499712,  8.2160301,  8.3294668,  7.9865890,  0.3428779,VARIABLE,      0,true, 39, 40,      44.1333750000000009,      56.1781739999999985,      44.1333576999999977,      56.1781983999999994,HD018078.fits.csv,  0,VAR,A0pSrCr,   9791.0,   3.43,   1.00,   0.14
HD018769,115302421446877184,  5.8962288,  5.9498477,  5.7696228,  0.1802249,NOT_AVAILABLE,      0,false, 16, 16,      45.4755889999999994,      26.4623559999999998,      45.4755174000000011,      26.4623770000000000,HD018769.fits.csv,  0,VAR,kA2hA6mA7,   8424.0,   4.34,  -0.02,   0.02
HD018907,5071514326764428544,  5.6436329,  6.0739274,  5.0385561,  1.0353713,NOT_AVAILABLE,      0,true, 58, 51,      45.4067930000000004,     -28.0914940000000009,      45.4081629000000007,     -28.0934619000000012,HD018907.fits.csv,  0,OK,G9:V,   5059.0,   3.56,  -0.72,   0.03
HD019019,6963761190199424,  6.7925658,  7.0622139,  6.3529730,  0.7092409,NOT_AVAILABLE,      0,false, 16, 15,      45.9617289999999983,       6.1333010000000003,      45.9627666000000019,       6.1335229000000000,HD019019.fits.csv,  0,OK,G0V,   6033.0,   4.26,  -0.18,   0.05
HD019308,138972467251590656,  7.2212119,  7.5382566,  6.7344155,  0.8038411,NOT_AVAILABLE,      0,true, 23, 22,      46.9141819999999967,      36.6176209999999998,      46.9155165000000025,      36.6166535999999994,HD019308.fits.csv,  0,OK,G0,   5697.0,   4.03,   0.06,   0.04
HD019445,112440873718983680,  7.9040651,  8.1604462,  7.4709082,  0.6895380,NOT_AVAILABLE,      0,false, 35, 34,      47.1066179999999974,      26.3309449999999998,      47.1055781999999965,      26.3272574000000006,HD019445.fits.csv,  0,ChP,G2VFe-3,   5805.0,   3.79,  -2.04,   0.03
HD019656,238798433608754816,  4.3036289,  4.8585443,  3.6075153,  1.2510290,NOT_AVAILABLE,      0,false, 18, 17,      47.8224230000000006,      39.6115840000000006,      47.8222832000000011,      39.6116006000000027,HD019656.fits.csv,  0,OK,K0III,   4717.0,   2.35,   0.05,   0.10
HD019994,3265335443260522112,  4.9222498,  5.2107015,  4.4882565,  0.7224450,NOT_AVAILABLE,      0,false, 12, 11,      48.1934869999999975,      -1.1960970000000000,      48.1943460999999971,      -1.1964049999999999,HD019994.fits.csv,  0,planet,F8.5V,   6289.0,   4.28,   0.24,   0.00
HD020039,544027809281308544,  8.6851835,  9.0779276,  8.1121445,  0.9657831,NOT_AVAILABLE,      1,true, 58, 58,      49.6604010000000002,      72.2751240000000053,      49.6636033999999995,      72.2739820999999978,HD020039.fits.csv,  0,BIN,G6,   5206.0,   3.66,  -0.77,   0.04
HD020305,29918952638033536,  7.8000126,  8.7426414,  6.8437438,  1.8988976,NOT_AVAILABLE,      0,true, 25, 24,      49.1060360000000031,      13.8514900000000001,      49.1060666999999995,      13.8514835000000005,HD020305.fits.csv,  0,OK,K2,   3900.0,   4.50,   0.00,   0.34
HD020512,30321099016072320,  7.2216768,  7.6201558,  6.6464877,  0.9736681,NOT_AVAILABLE,      2,true, 23, 24,      49.6131150000000005,      15.1773050000000005,      49.6131736999999973,      15.1761069000000006,HD020512.fits.csv,  0,BIN,G8V,   5270.0,   3.56,  -0.11,   0.03
HD020630,3269362645115584640,  4.6564903,  5.0134506,  4.1545105,  0.8589401,NOT_AVAILABLE,      0,false, 14, 14,      49.8404010000000000,       3.3701989999999999,      49.8416007000000008,       3.3706162000000002,HD020630.fits.csv,  0,VAR,G5V,   5694.0,   4.39,   0.04,   0.04
HD021019,5168359139139252352,  6.0273132,  6.3913722,  5.4849849,  0.9063873,NOT_AVAILABLE,      0,false, 11, 10,      50.8237519999999989,      -7.7940980000000000,      50.8237607000000011,      -7.7950733999999997,HD021019.fits.csv,  0,OK,G5/6V,   5468.0,   3.97,  -0.45,   0.01
HD021197,5170039467784804096,  7.4652786,  8.0874338,  6.7137208,  1.3737130,NOT_AVAILABLE,      0,false, 22, 20,      51.2488770000000002,      -5.3637560000000004,      51.2478468999999990,      -5.3671705999999997,HD021197.fits.csv,  0,OK,K4V,   4340.0,   4.44,   0.15,   0.00
HD021581,3264098320880651008,  8.4418259,  8.9020748,  7.7973199,  1.1047549,NOT_AVAILABLE,      0,true, 22, 19,      52.2270189999999985,      -0.4175290000000000,      52.2273043000000001,      -0.4178716000000000,HD021581.fits.csv,  0,ChP,G8w,   4918.0,   2.31,  -1.61,   0.08
HD021742,450244995054087168,  7.8562179,  8.2710667,  7.2739530,  0.9971137,NOT_AVAILABLE,      0,true, 49, 46,      53.3617559999999997,      59.4167660000000026,      53.3631604999999993,      59.4154066999999984,HD021742.fits.csv,  0,OK,K1IV,   5238.0,   4.21,   0.32,   0.03
HD021770,241996500618616960,  5.1920724,  5.4076438,  4.8396473,  0.5679965,NOT_AVAILABLE,      0,true, 38, 33,      53.1094119999999990,      46.0568620000000024,      53.1090733999999998,      46.0565289999999976,HD021770.fits.csv,  0,OK,F6III,   6698.0,   4.03,   0.05,   0.01
HD022484,3263836568394170880,  4.1410933,  4.4336386,  3.6758435,  0.7577951,NOT_AVAILABLE,      0,false, 20, 21,      54.2172699999999992,       0.3995940000000000,      54.2172318000000004,       0.3995246000000000,HD022484.fits.csv,  0,SAT,F9IV-V,   5872.0,   3.97,  -0.23,   0.01
HD022694,56861694804053120,  8.0331535,  8.4685946,  7.4232588,  1.0453358,NOT_AVAILABLE,      2,true, 33, 32,      54.8899899999999974,      18.3849160000000005,      54.8908701000000008,      18.3840603000000016,HD022694.fits.csv,  0,BIN,G5,   5089.0,   4.50,  -0.88,   0.02
HD022879,3250489115709122560,  6.5357571,  6.8216486,  6.0749631,  0.7466855,NOT_AVAILABLE,      0,true, 30, 29,      55.0919390000000035,      -3.2169789999999998,      55.0950137000000026,      -3.2179275999999999,HD022879.fits.csv,  0,ChP,G0VmF2,   5884.0,   4.45,  -0.82,   0.01
HD023439A,231113736385994624,  7.9109201,  8.3096800,  7.3325033,  0.9771767,NOT_AVAILABLE,      0,true, 44, 42,      56.7588059999999999,      41.4272509999999983,      56.7623504999999966,      41.4217230000000001,HD023439.fits.csv,  0,EB,K2:V_Fe-1.3,   5198.0,   4.38,  -0.90,   0.03
HD024616,5084391257193086336,  6.4524870,  6.8834033,  5.8414974,  1.0419059,NOT_AVAILABLE,      0,true, 55, 51,      58.4977680000000007,     -23.1370749999999994,      58.4993927000000014,     -23.1384022000000016,HD024616.fits.csv,  0,OK,G8IV/V,   5020.0,   3.35,  -0.74,   0.01
HD025329,219057458247921536,  8.2321091,  8.6972532,  7.5901484,  1.1071048,NOT_AVAILABLE,      0,true, 51, 47,      60.8124930000000035,      35.2732799999999997,      60.8219179999999966,      35.2672158999999965,HD025329.fits.csv,  0,OK,K1VbFe-2,   5020.0,   4.42,  -1.36,   0.07
HD025457,3256786534197166208,  5.2476168,  5.5126400,  4.8304095,  0.6822305,NOT_AVAILABLE,      0,false, 26, 24,      60.6531049999999965,      -0.2689220000000000,      60.6537678999999983,      -0.2700404000000000,HD025457.fits.csv,  0,YSO,F7V,   6268.0,   4.33,   0.11,   0.03
HD025893A,225709641034907264,  7.0351396,  7.4389310,  6.4489446,  0.9899864,VARIABLE,      0,true, 52, 52,      61.8931419999999974,      38.0745429999999985,      61.8941490999999999,      38.0735495999999998,HD025893.fits.csv,  0,DMS,G9V(k),   5472.0,   4.62,   0.26,   0.09
HD025975,225643223661003392,  5.8268695,  6.2937202,  5.1950274,  1.0986929,NOT_AVAILABLE,      0,true, 43, 42,      62.0641170000000031,      37.7274969999999996,      62.0635641000000007,      37.7266258000000008,HD025975.fits.csv,  0,OK,K1III,   4921.0,   3.29,   0.06,   0.05
HD026297,5097726306014470016,  7.0985155,  7.7109160,  6.3433785,  1.3675375,NOT_AVAILABLE,      0,true, 39, 33,      62.2642409999999984,     -15.8908489999999993,      62.2644396000000029,     -15.8908711000000000,HD026297.fits.csv,  0,ChP,G5/6IVw,   4827.0,   2.01,  -1.51,   0.27
HD026630,246265388874592768,  3.8461115,  4.3592024,  3.1722233,  1.1869791,NOT_AVAILABLE,      0,false, 23, 25,      63.7244269999999986,      48.4093310000000017,      63.7244750999999994,      48.4092556000000016,HD026630.fits.csv,  0,SAT,G0Ib,   5643.0,   1.54,   0.10,   0.27
HD027295,49415527182759296,  5.4806013,  5.4408331,  5.5323744, -0.0915413,NOT_AVAILABLE,      0,true, 46, 36,      64.8587380000000024,      21.1423090000000009,      64.8588773000000032,      21.1421147000000005,HD027295.fits.csv,  0,VAR,B9Vsp,  11013.0,   4.06,   0.00,   0.02
HD028343,145421309108301184,  7.7041116,  8.5431433,  6.8045001,  1.7386432,NOT_AVAILABLE,      0,true, 53, 49,      67.2505149999999929,      21.9226999999999990,      67.2501948999999968,      21.9234752999999998,HD028343.fits.csv,  0,VAR,M0.5V,   4199.0,   4.59,   0.23,   0.00
HD028946,3282511876473223552,  7.7240057,  8.1132336,  7.1628580,  0.9503756,NOT_AVAILABLE,      0,true, 68, 65,      68.4599950000000064,       5.3850300000000004,      68.4596039000000047,       5.3838084999999998,HD028946.fits.csv,  0,OK,G9V,   5338.0,   4.47,  -0.08,   0.05
HD028978,3282524177258336512,  5.6662173,  5.6923218,  5.5888138,  0.1035080,NOT_AVAILABLE,      0,true, 62, 56,      68.5344479999999976,       5.5686220000000004,      68.5343828999999971,       5.5685960999999997,HD028978.fits.csv,  0,OK,A2IV,   8622.0,   3.73,  -0.75,   0.05
HD029391,3205095125321700480,  5.1411705,  5.2874370,  4.8921456,  0.3952913,NOT_AVAILABLE,      0,true, 48, 44,      69.4005509999999930,      -2.4735499999999999,      69.4007485000000059,      -2.4738334000000002,HD029391.fits.csv,  0,planet,F0IV,   7414.0,   4.09,  -0.02,   0.03
HD029574,3174810211405980032,  7.7976031,  8.5927992,  6.9176750,  1.6751242,NOT_AVAILABLE,      0,true, 62, 58,      69.7322209999999956,     -13.3467040000000008,      69.7321579000000042,     -13.3469461999999996,HD029574.fits.csv,  0,VAR,G8/K0IIIwF7,   4712.0,   1.69,  -1.52,   0.47
HD030614,482818271843093376,  4.2128644,  4.2284613,  4.1490684,  0.0793929,NOT_AVAILABLE,      0,true, 50, 47,      73.5125429999999938,      66.3426769999999948,      73.5125498999999962,      66.3427080000000018,HD030614.fits.csv,  0,SAT,O9Ia, -32634.0,   3.31,   0.28,   0.38
HD030834,198271397081746560,  4.2805309,  5.0386100,  3.4402301,  1.5983799,NOT_AVAILABLE,      0,true, 40, 38,      73.1582539999999995,      36.7031890000000018,      73.1581113000000016,      36.7031715999999975,HD030834.fits.csv,  0,OK,K3-IIIBa0.4,   4256.0,   1.67,  -0.24,   0.16
HD031128,4881345510044485120,  8.9904594,  9.2535887,  8.5491400,  0.7044487,NOT_AVAILABLE,      0,true, 57, 56,      73.0412900000000036,     -27.0641500000000015,      73.0421130000000005,     -27.0642679000000008,HD031128.fits.csv,  0,OK,F3/5Vw,   6091.0,   4.50,  -1.52,   0.01
HD031219,477917989034088448,  8.0116062,  8.2890959,  7.5696435,  0.7194524,NOT_AVAILABLE,      0,true, 47, 46,      74.5482209999999981,      63.0303830000000005,      74.5495461000000006,      63.0297430000000034,HD031219.fits.csv,  0,OK,F8,   6073.0,   4.12,   0.17,   0.05
HD031421,3296329370379163520,  3.7191608,  4.3449140,  2.9813063,  1.3636076,NOT_AVAILABLE,      0,true, 41, 44,      74.0928169999999966,      13.5144699999999993,      74.0924763999999954,      13.5142691999999993,HD031421.fits.csv,  0,SAT,K2-IIIb,   4541.0,   2.43,  -0.19,   0.08
HD032147,3211461469444773376,  5.8864918,  6.4363804,  5.1868930,  1.2494874,NOT_AVAILABLE,      0,true, 45, 40,      75.2041629999999941,      -5.7536719999999999,      75.2066176999999954,      -5.7585990000000002,HD032147.fits.csv,  0,OK,K3+V,   4726.0,   4.23,   0.21,   0.00
HD032301,3409207536188836352,  4.5830011,  4.6645908,  4.4400234,  0.2245674,NOT_AVAILABLE,      0,false, 14, 15,      75.7739399999999961,      21.5899630000000009,      75.7742659999999972,      21.5897791999999988,HD032301.fits.csv,  0,DMS,A7V,   8110.0,   3.73,   0.15,   0.01
HD033564,553480551264062848,  4.9560766,  5.2075171,  4.5652957,  0.6422215,NOT_AVAILABLE,      0,true, 37, 31,      80.6397039999999947,      79.2311509999999970,      80.6378397999999947,      79.2318712000000005,HD033564.fits.csv,  0,planet,F7V,   6393.0,   4.22,   0.14,   0.01
HD033793,4810594479418041856,  8.0635519,  9.0862436,  7.0595980,  2.0266457,NOT_AVAILABLE,      0,true, 48, 45,      77.9191220000000015,     -45.0184319999999971,      77.9599374000000012,     -45.0438126999999966,HD033793.fits.csv,  0,planet,M1VIp,   3722.0,   4.71,  -0.84,   0.12
HD034078,182071570715713024,  5.9396739,  6.0845661,  5.6446724,  0.4398937,NOT_AVAILABLE,      0,true, 22, 22,      79.0756200000000007,      34.3123190000000022,      79.0755967000000055,      34.3125113999999982,HD034078.fits.csv,  0,VAR,O9.5V,  31057.0,   3.54,  -0.02,   0.68
HD034411,188771135583573504,  4.5258846,  4.8482485,  4.0574579,  0.7907906,NOT_AVAILABLE,      0,true, 47, 42,      79.7853139999999996,      40.0990529999999978,      79.7883389999999935,      40.0960982000000001,HD034411.fits.csv,  0,OK,G1.5IV-VFe-1,   5916.0,   4.33,   0.12,   0.00
HD034414,3446782143478798976,  8.0346403,  8.5841055,  7.3294239,  1.2546816,NOT_AVAILABLE,      0,true, 33, 33,      79.6194729999999993,      30.3775990000000000,      79.6194878999999958,      30.3775303000000001,HD034414.fits.csv,  0,OK,K0,   4721.0,   2.00,  -0.84,   0.05
HD034797,2969549291923535488,  6.5122662,  6.4533815,  6.5826025, -0.1292210,VARIABLE,      0,true, 43, 41,      79.8263039999999933,     -18.5095470000000013,      79.8263038999999992,     -18.5095190999999986,HD034797.fits.csv,  0,VAR,B7Vp,  12273.0,   4.23,   0.45,   0.00
HD034816,2988329637719192960,  4.2184691,  4.1034460,  4.4746261, -0.3711801,NOT_AVAILABLE,      0,true, 50, 46,      79.8938500000000005,     -13.1767889999999994,      79.8938567999999947,     -13.1767906999999997,HD034816.fits.csv,  0,SAT,B0.5V,  26885.0,   3.60,  -0.15,   0.09
HD035296,3400292798990117888,  4.8501883,  5.1300902,  4.4220719,  0.7080183,NOT_AVAILABLE,      0,true, 33, 24,      81.1060949999999963,      17.3835359999999994,      81.1072635000000020,      17.3835033000000010,HD035296.fits.csv,  0,VAR,F8V,   6184.0,   4.38,   0.09,   0.00
HD035620,182640361821885440,  4.6296449,  5.3419299,  3.8174064,  1.5245235,NOT_AVAILABLE,      0,false, 20, 18,      81.9120170000000059,      34.4758789999999991,      81.9120103000000057,      34.4757067000000035,HD035620.fits.csv,  0,OK,K3IIIFe1,   4162.0,   1.71,  -0.07,   0.03
HD036395,3209938366665770752,  7.1082892,  8.1913939,  6.0695348,  2.1218591,NOT_AVAILABLE,      0,true, 55, 54,      82.8641489999999976,      -3.6772279999999999,      82.8675410999999968,      -3.6865275999999998,HD036395.fits.csv,  0,OK,M1.5Ve,   3698.0,   5.23,   0.34,   0.02
HD036702,4809142471233678208,  7.9266968,  8.5996780,  7.1302485,  1.4694295,NOT_AVAILABLE,      0,true, 39, 40,      82.9676209999999941,     -38.5566779999999980,      82.9676361000000071,     -38.5567540999999991,HD036702.fits.csv,  0,ChP,F0wG/K,   4768.0,   1.93,  -1.78,   0.37
HD036960,3017187866581304832,  4.7164865,  4.5911174,  4.9639277, -0.3728104,NOT_AVAILABLE,      0,true, 41, 35,      83.7611700000000070,      -6.0020290000000003,      83.7611813000000041,      -6.0020226000000001,HD036960.fits.csv,  0,OK,B0.5V,  27000.0,   4.10,  -0.13,   0.07
HD037202,3402918982515591168,  2.9119813,  3.0193913,  2.9815657,  0.0378256,NOT_AVAILABLE,      0,false, 12, 12,      84.4111889999999931,      21.1425440000000009,      84.4111932999999937,      21.1424510000000012,HD037202.fits.csv,  0,SAT,B1IVe_shell,  21132.0,   3.24,   0.05,   0.00
HD037216,263696736979837312,  7.6368628,  8.0173025,  7.0856862,  0.9316163,NOT_AVAILABLE,      0,true, 41, 39,      84.9681130000000024,      52.8974869999999981,      84.9680313000000069,      52.8968534999999989,HD037216.fits.csv,  0,OK,G5V,   5466.0,   4.56,   0.05,   0.05
HD037763,4648162939452971008,  4.8469467,  5.4192619,  4.1454010,  1.2738609,NOT_AVAILABLE,      0,true, 24, 22,      82.9701330000000041,     -76.3409139999999979,      82.9727773000000042,     -76.3397156000000052,HD037763.fits.csv,  0,OK,K2III,   4555.0,   3.17,   0.24,   0.01
HD037828,3010244175773318144,  6.4954772,  7.1128130,  5.7336798,  1.3791332,NOT_AVAILABLE,      0,true, 37, 37,      85.2276870000000031,     -11.2000530000000005,      85.2278553000000016,     -11.2002644999999994,HD037828.fits.csv,  0,ChP,G8III,   4726.0,   2.04,  -1.19,   0.20
HD038237,3320346999297121536,  7.1484261,  7.2206807,  6.9911551,  0.2295256,NOT_AVAILABLE,      0,true, 47, 44,      86.1274709999999999,       4.3391830000000002,      86.1273903999999959,       4.3391529000000002,HD038237.fits.csv,  0,OK,A5IV,   8279.0,   4.32,  -0.15,   0.03
HD038510,2907902320654958976,  8.0558577,  8.3356419,  7.5986018,  0.7370400,NOT_AVAILABLE,      0,true, 59, 57,      86.2902700000000067,     -26.9917890000000007,      86.2898617000000030,     -26.9905067999999986,HD038510.fits.csv,  0,OK,F5/6V,   5846.0,   3.96,  -0.87,   0.02
HD039587,3399063235755057792,  4.2416859,  4.5441318,  3.7479024,  0.7962294,NOT_AVAILABLE,      0,false, 21, 20,      88.5957619999999935,      20.2761730000000000,      88.5948242000000050,      20.2758521000000016,HD039587.fits.csv,  0,BIN,G0V,   5913.0,   4.34,  -0.10,   0.05
HD040573,3316788773511666944,  7.4740138,  7.4575381,  7.4727783, -0.0152402,NOT_AVAILABLE,      0,true, 33, 32,      89.9733169999999944,       3.9910019999999999,      89.9732912000000056,       3.9909895000000000,HD040573.fits.csv,  1,OK,B9.5V,   8795.0,   3.60,  -1.39,   0.00
HD041357,3457292409488611200,  5.3017006,  5.4186492,  5.0888524,  0.3297968,NOT_AVAILABLE,      0,true, 30, 27,      91.6462400000000059,      38.4826479999999975,      91.6462932999999964,      38.4824064000000021,HD041357.fits.csv,  0,BIN,kA7IVmF2/5IIISr,   7838.0,   3.88,   0.35,   0.06
HD041593,3345968334645285376,  6.5385699,  6.9421654,  5.9583545,  0.9838109,VARIABLE,      0,true, 21, 21,      91.6686579999999935,      15.5421049999999994,      91.6681016999999940,      15.5416453000000008,HD041593.fits.csv,  0,OK,K0V,   5339.0,   4.64,  -0.01,   0.00
HD041667,2889759622882091392,  8.2262955,  8.7594690,  7.5294967,  1.2299724,NOT_AVAILABLE,      0,true, 42, 44,      91.2651840000000050,     -32.9940899999999999,      91.2652388000000059,     -32.9937796000000034,HD041667.fits.csv,  1,OK,G8V,   4838.0,   2.31,  -1.09,   0.09
HD041770,3123093960440054528,  7.4150248,  7.6155510,  7.0683141,  0.5472369,NOT_AVAILABLE,      1,false, 20, 19,      91.8099050000000005,       1.5083530000000001,      91.8098990000000015,       1.5081979000000001,HD041770.fits.csv,  0,OK,kF2hF5mF5(III)EuBa,   6956.0,   3.69,   0.49,   0.04
HD041994,3430248306097176832,  7.5221000,  8.0709152,  6.8173060,  1.2536092,NOT_AVAILABLE,      0,true, 25, 27,      92.3606450000000052,      27.1938870000000001,      92.3606434999999948,      27.1938674999999996,HD041994.fits.csv,  0,OK,G5II,   5256.0,   2.00,  -1.57,   0.12
HD042807,3330062833797919744,  6.2710361,  6.6012998,  5.7625089,  0.8387909,VARIABLE,      0,false, 17, 16,      93.3020949999999942,      10.6271430000000002,      93.3024491000000040,      10.6258198999999998,HD042807.fits.csv,  0,BIN,G5V,   5762.0,   4.50,   0.02,   0.01
HD043042,3374052988354372992,  5.0729456,  5.3113518,  4.7129979,  0.5983539,NOT_AVAILABLE,      0,false, 14, 14,      93.7119809999999944,      19.1564470000000000,      93.7115254999999934,      19.1556369999999987,HD043042.fits.csv,  0,OK,F5.5IV-V,   6543.0,   4.16,  -0.02,   0.05
HD044007,2993364748147267456,  7.7826772,  8.2469587,  7.1363554,  1.1106033,NOT_AVAILABLE,      0,true, 73, 75,      94.7021960000000007,     -14.8453959999999991,      94.7025696999999980,     -14.8455758000000007,HD044007.fits.csv,  0,ChP,G5(IV)wF3/5,   5085.0,   2.75,  -1.50,   0.12
HD044420,3118688251708604928,  7.4712725,  7.7980790,  6.9745069,  0.8235722,NOT_AVAILABLE,      0,true, 22, 23,      95.4314009999999939,      -0.5391260000000000,      95.4313893000000064,      -0.5398224000000000,HD044420.fits.csv,  0,OK,G6V,   5818.0,   4.32,   0.29,   0.01
HD045205,1005125636933905792,  8.3104830,  8.5880938,  7.8545980,  0.7334957,NOT_AVAILABLE,      0,true, 38, 36,      97.5652989999999960,      60.7841209999999990,      97.5665642999999960,      60.7830233000000035,HD045205.fits.csv,  0,OK,G0,   5921.0,   4.15,  -0.82,   0.01
HD048279A,3126009723543317376,  7.8899169,  7.9360957,  7.7388372,  0.1972585,NOT_AVAILABLE,      0,false, 21, 20,     100.6689460000000054,       1.7161830000000000,     100.6689362999999986,       1.7161892000000001,HD048279.fits.csv,  0,DMS,O8.5VzNstrvar?,  31593.0,   3.51,   0.14,   0.53
HD048737,3352485999058854912,  3.2463484,  3.5377839,  2.8452327,  0.6925511,NOT_AVAILABLE,      0,false, 14, 15,     101.3223509999999976,      12.8955920000000006,     101.3218296999999950,      12.8947430999999995,HD048737.fits.csv,  0,SAT,F5IV-V,   6480.0,   3.83,   0.03,   0.00
HD052089,none,  0.0000000,  0.0000000,  0.0000000,  0.0000000,none,      0,none,  0,  0,     104.6564529999999991,     -28.9720860000000009,       0.0000000000000000,       0.0000000000000000,none.csv,  0,SAT,B1.5II,  22205.0,   3.35,   0.01,   0.00
HD052265,3101382419728401408,  6.1631103,  6.4374127,  5.7201486,  0.7172642,NOT_AVAILABLE,      0,false, 21, 20,     105.0751489999999961,      -5.3671610000000003,     105.0746287000000052,      -5.3668030000000000,HD052265.fits.csv,  0,planet,G0V,   6136.0,   4.23,   0.21,   0.01
