SPSS_id,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_variable_flag,non_single_star,has_xp_continuous,phot_bp_n_obs,phot_rp_n_obs,bestfitFLAG,COMMENT,ra_or,dec_or, radr3, decdr3
       250,      1276688069644366592, 14.1438913, 14.1062431, 14.2397957, -0.1335526,NOT_AVAILABLE,      0,true, 66, 64,  1,OK,     227.8642337980400043,      32.0719163073366715,     227.8642337980401464,      32.0719163073367284
       259,      4524670913035545344, 13.8590517, 14.2985668, 13.2508116,  1.0477552,NOT_AVAILABLE,      0,true, 81, 82,  1,OK,     280.1212151030437667,      19.6006886053997249,     280.1212151030438804,      19.6006886053997249
       262,      6446197877766956800, 14.3862295, 14.3087502, 14.5589905, -0.2502403,NOT_AVAILABLE,      0,true, 47, 46,  0,OK,     289.6866343773821200,     -59.7762897672886098,     289.6866343773816084,     -59.7762897672887235
       269,      1841683423932168832, 14.6227751, 14.7433882, 14.3947306,  0.3486576,NOT_AVAILABLE,      1,true, 43, 40,  0,OK,     318.4413679526364831,      26.3592480287335995,     318.4418815620964551,      26.3575638035793425
       271,      1793946026371051648, 14.4849443, 14.4201717, 14.6391001, -0.2189283,VARIABLE,      0,true, 27, 23,  0,OK,     324.1500496024270888,      22.0759362908444459,     324.1500496024274867,      22.0759362908443890
       272,      1800298527816525824, 14.6056538, 14.5931969, 14.6021099, -0.0089130,NOT_AVAILABLE,      0,true, 28, 29,  1,OK,     327.4773609493062168,      28.2832198124227006,     327.4786143239450666,      28.2828828071157403
       276,      6404417771644764160, 14.4989700, 14.5325375, 14.4260416,  0.1064959,NOT_AVAILABLE,      0,true, 58, 56,  1,OK,     334.9534392022749785,     -65.4910593911147174,     334.9534392022752627,     -65.4910593911146606
       300,      2176116580055936512, 12.3932037, 12.3552694, 12.4958658, -0.1405964,NOT_AVAILABLE,      0,true, 55, 54,  1,OK,     319.7337822945520998,      54.2123152866866675,     319.7337822945517019,      54.2123152866866604
       304,      3406506723313874688, 12.5668364, 12.5292215, 12.6129694, -0.0837479,VARIABLE,      0,true, 40, 39,  0,OK,      72.5563420756901962,      17.7017218037528998,      72.5563125617689622,      17.7017575874344608
       305,      2810585920868186240, 13.0401039, 12.8685102, 13.3828888, -0.5143785,NOT_AVAILABLE,      0,true, 25, 23,  1,OK,     348.0906957185229089,      10.7844294599944437,     348.0906957185231363,      10.7844294599944561
       308,      3806885288337214848, 13.1676359, 12.9784460, 13.5405788, -0.5621328,VARIABLE,      0,true, 21, 21,  0,OK,     159.2654472889599901,      -0.1385175475916667,     159.2654472889596207,      -0.1385175475915731
       309,      1633585107317144960, 11.7669077, 11.8900509, 11.5464439,  0.3436069,NOT_AVAILABLE,      0,true, 35, 34,  0,OK,     269.3051437536857975,      67.0612637971274950,     269.3051437536860817,      67.0612637971275660
       311,      2161721571962091136, 10.4559422, 10.6669197, 10.0950785,  0.5718412,NOT_AVAILABLE,      1,true,138,139,  0,OK,     270.5455234498400614,      66.2073323921888885,     270.5455234498402319,      66.2073323921889596
       313,      4421525074384092032, 13.8126850, 14.3503466, 13.1192379,  1.2311087,NOT_AVAILABLE,      0,true, 18, 17,  1,OK,     229.4110120054399999,       2.0402640569291663,     229.4110120054403410,       2.0402640569290829
       314,      3695913095870312576, 12.3612900, 12.8712034, 11.6961670,  1.1750364,NOT_AVAILABLE,      2,true, 57, 58,  0,BIN,     190.4219904648370800,      -0.4406065565088889,     190.4219904648370232,      -0.4406065565089159
       315,      3683915053189161728, 12.4488411, 12.7253094, 12.0178480,  0.7074614,NOT_AVAILABLE,      0,true, 44, 44,  1,OK,     191.1394021667908305,      -0.4310405986655556,     191.1394021667913989,      -0.4310405986655279
       320,       845789153480087936, 14.9437590, 15.1032352, 14.6633797,  0.4398556,NOT_AVAILABLE,      0,true, 56, 57,  1,OK,     174.5107306383479226,      57.4899192871249980,     174.5107306383484058,      57.4899192871250904
       324,      1487827631122772992, 14.9837198, 15.0812120, 14.8066902,  0.2745218,NOT_AVAILABLE,      0,true, 52, 52,  0,BSS,     217.4626383977570754,      39.4737411063658357,     217.4626383977565638,      39.4737411063659422
       328,      3277270538903180160, 10.2432041, 11.0426311,  9.3676958,  1.6749353,NOT_AVAILABLE,      0,true, 52, 52,  1,OK,      57.0502178794370849,       7.1462724156730557,      57.0502178794368504,       7.1462724156730175
       332,      3089711447388931584,  9.1331692, 10.3375902,  8.0399036,  2.2976866,NOT_AVAILABLE,      0,true, 27, 27,  1,OK,     124.0332554682696014,       1.3025736681475999,     124.0315830545756910,       1.3028427269823109
       334,      3943234217765374336, 11.5249271, 12.6948338, 10.4385862,  2.2562475,VARIABLE,      0,true, 42, 41,  0,OK,     196.7675246735529413,      20.8103815956236105,     196.7675246735525718,      20.8103815956236993
       336,      1503625448550796032,  9.4074650, 10.4584026,  8.3807564,  2.0776463,NOT_AVAILABLE,      0,true, 73, 71,  0,DMS,     204.8501543944749983,      46.1882193906255551,     204.8501543944748278,      46.1882193906256333
       339,      4519789321942643072,  9.8148832, 11.0123091,  8.7290020,  2.2833071,NOT_AVAILABLE,      0,true, 57, 56,  1,OK,     286.7709107522999830,      20.8864875178788871,     286.7709107522999261,      20.8864875178788090
       340,      4519789081415296128,  9.8053284, 11.0053434,  8.7184591,  2.2868843,NOT_AVAILABLE,      0,true, 54, 54,  1,OK,     286.8027296402771071,      20.8755384014847216,     286.8027296402767092,      20.8755384014846719
       343,      4227837442496206592, 15.0472565, 15.1846962, 14.7973518,  0.3873444,NOT_AVAILABLE,      0,true, 41, 38,  1,OK,     310.6766152448731759,      -0.5676953166568000,     310.6766365828576113,      -0.5677056576247226
       346,      4755812790042069888, 11.3078575, 11.6066351, 10.8437500,  0.7628851,NOT_AVAILABLE,      0,true, 34, 33,  0,OK,      89.9943363225400077,     -66.1024375344835988,      89.9943363225398514,     -66.1024375344834851
       347,      5476400477145058816, 10.8176346, 10.9154367, 10.6379490,  0.2774878,NOT_AVAILABLE,      0,true, 30, 30,  0,OK,      90.1722769588904214,     -66.0537054333949953,      90.1722769588902509,     -66.0537054333948817
       348,      5284204302730217984, 11.7856359, 12.0808554, 11.3278999,  0.7529554,NOT_AVAILABLE,      0,true,254,242,  1,OK,      90.5476076716683309,     -66.5830206024999995,      90.5476076716684304,     -66.5830206024999569
       350,      5006921282807193856,  9.8394794, 10.7615166,  8.8930092,  1.8685074,NOT_AVAILABLE,      0,true, 37, 36,  0,OK,      10.3751210516695824,     -33.6266803940238859,      10.3751210516696855,     -33.6266803940239498
