UVES_id,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_variable_flag,non_single_star,has_xp_continuous,phot_bp_n_obs,phot_rp_n_obs,ra_or,dec_or, radr3, decdr3,namefits,bestfitFLAG,COMMENT,Sptype,Teff,logg,Fe_H,E(B-V)
V373_Vel,5318510336826176384, 13.6792555, 14.7901449, 12.6084042,  2.1817408,NOT_AVAILABLE,      0,true, 24, 24,     130.8656244999999956,     -52.9608604000000014,     130.8654300000000035,     -52.9607609999999980,IC2391-0096.fits,  0,BIN,,   3728.4,   4.95,   0.04,   0.18
V372_Vel,5318510332522027008, 13.3303432, 14.2089567, 12.3894701,  1.8194866,VARIABLE,      0,true, 40, 41,     130.8660835999999961,     -52.9599724999999992,     130.8659000000000106,     -52.9598640000000032,IC2391-0097.fits,  0,BIN,,   3893.3,   4.17,  -0.32,   0.13
V364_Vel,5318545521198976000, 11.6736307, 12.1255741, 11.0552225,  1.0703516,VARIABLE,      0,true, 42, 42,     129.9710389999999904,     -52.9657910000000030,     129.9708599999999876,     -52.9656840000000031,IC2391-0098.fits,  0,BIN,K0,   5210.7,   4.46,  -0.08,   0.03
V367_Vel,5318501334573605504, 12.8331671, 13.6348982, 11.9482994,  1.6865988,NOT_AVAILABLE,      0,false, 38, 38,     130.4152791999999863,     -52.9927867000000035,     130.4150999999999954,     -52.9926969999999997,IC2391-0100.fits,  0,BIN,K7.5e,   4317.2,   3.88,  -0.11,   0.27
V368_Vel,5318504426950057728, 12.8360710, 13.5619421, 12.0041189,  1.5578232,NOT_AVAILABLE,      0,true, 37, 37,     130.4910343999999895,     -52.8705394999999996,     130.4908499999999947,     -52.8704380000000000,IC2391-0101.fits,  0,BIN,K7e,   4486.4,   4.09,  -0.07,   0.25
HD_88661,5258611382897321088,  5.6238151,  5.6006060,  5.5898204,  0.0107856,NOT_AVAILABLE,      0,true, 45, 45,     152.9435815999999875,     -58.0605441000000013,     152.9434899999999971,     -58.0605150000000023,IC2391-0200.fits,  0,Be,B5Vne,  26493.5,   3.88,  -0.25,   0.21
Cl*_NGC6475_JJ8,4040820749522504192, 12.9926796, 13.4370918, 12.3843603,  1.0527315,NOT_AVAILABLE,      0,true, 35, 34,     268.5409500000000094,     -34.8863589999999988,     268.5409700000000157,     -34.8863860000000017,NGC6475-JJ08.fits,  0,CRO,K5V,   5588.6,   4.96,  -0.06,   0.12
Cl*_NGC6475_JJ10,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,     268.4794499999999857,     -34.7704099999999983,       0.0000000000000000,       0.0000000000000000,NGC6475-JJ10.fits,  0,CRO,K0V,   5786.4,   4.55,  -0.14,   0.10
Cl*_NGC6475_JJ22,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,     268.2854199999999878,     -34.7658330000000007,       0.0000000000000000,       0.0000000000000000,NGC6475-JJ22.fits,  0,CRO,F5-G0V,   6248.0,   3.54,  -0.44,   0.00
Procyon,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,     114.8254979000000020,       5.2249876000000004,       0.0000000000000000,       0.0000000000000000,Procyon.fits,  0,BIN,F5IV-V+DQZ,   6390.8,   3.13,  -0.41,   0.02
Regulus,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,     152.0929624999999987,      11.9672087999999999,       0.0000000000000000,       0.0000000000000000,Regulus.fits,  0,OK,B8IVn,  11737.2,   3.55,   0.17,   0.00
Rigel,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,      78.6344670999999948,      -8.2016384000000002,       0.0000000000000000,       0.0000000000000000,Rigel.fits,  0,BS,B8Iae,  12622.2,   1.91,  -0.16,   0.09
Spica,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,     201.2982474000000082,     -11.1613194999999994,       0.0000000000000000,       0.0000000000000000,Spica.fits,  0,VAR,B1V,  24682.5,   3.81,  -0.02,   0.08
