UVES_id,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_variable_flag,non_single_star,has_xp_continuous,phot_bp_n_obs,phot_rp_n_obs,ra_or,dec_or, radr3, decdr3,namefits,bestfitFLAG,COMMENT,Sptype,Teff,logg,Fe_H,E(B-V)
HD163758,4037463292131089536,  7.2677631,  7.2692637,  7.1886082,  0.0806556,NOT_AVAILABLE,      0,true, 33, 33,     269.8681955999999786,     -36.0209971000000024,     269.8682099999999764,     -36.0210200000000000,HD163758.fits,  0,BS,O6.5Iafp,      NaN,    NaN,    NaN,    NaN
HD163800,4069523951550440832,  6.8938456,  7.0359015,  6.5947318,  0.4411697,NOT_AVAILABLE,      0,true, 21, 21,     269.7385767000000101,     -22.5175458999999982,     269.7385800000000131,     -22.5175529999999995,HD163800.fits,  0,OK,O7.5III((f)),  36658.8,   3.05,   0.49,   0.36
HD164259,4177224620176470912,  4.5056276,  4.7140322,  4.1682100,  0.5458221,NOT_AVAILABLE,      0,true, 27, 23,     270.1208752000000004,      -3.6902715000000001,     270.1215599999999881,      -3.6904756000000001,HD164259.fits,  0,OK,F2V,   6561.8,   3.39,  -0.35,   0.00
HD164794,4066022591147527552,  5.8857489,  5.8955927,  5.7921786,  0.1034141,NOT_AVAILABLE,      0,true, 18, 18,     270.9685208000000216,     -24.3607312000000000,     270.9685200000000123,     -24.3607399999999998,HD164794.fits,  0,ELS,O4V((f))z,  69672.7,   4.00,   0.36,   0.35
HD167264,4093968702062993664,  5.2794561,  5.2846432,  5.1852670,  0.0993762,NOT_AVAILABLE,      0,false, 19, 18,     273.8037764000000038,     -20.7282687999999986,     273.8037800000000175,     -20.7282760000000010,HD167264.fits,  0,BS,O9.7Iab,  29298.4,   2.94,   0.48,   0.35
HD167818,4052359028870465280,  3.9981618,  4.9180508,  3.0770905,  1.8409603,NOT_AVAILABLE,      0,false, 20, 19,     274.5132972999999765,     -27.0426430000000018,     274.5133299999999963,     -27.0426620000000000,HD167818.fits,  0,OK,K3II,   4280.2,   0.46,  -0.59,   0.41
HD168607,4097791502146559872,  7.2427053,  8.4032583,  6.1391711,  2.2640872,VARIABLE,      0,false, 21, 20,     275.3120236999999975,     -16.3754899000000016,     275.3120299999999929,     -16.3754959999999983,HD168607.fits,  0,BS,B9Ia+,      NaN,    NaN,    NaN,    NaN
HD168625,4097796621733266432,  7.6238894,  8.6407290,  6.5807395,  2.0599895,NOT_AVAILABLE,      0,false, 22, 22,     275.3314517000000023,     -16.3739097999999998,     275.3314500000000180,     -16.3739190000000008,HD168625.fits,  0,BS,B8Ia+,      NaN,    NaN,    NaN,    NaN
HD169454,4104325483127941504,  6.2164187,  6.8098869,  5.4484730,  1.3614140,VARIABLE,      0,false, 15, 16,     276.3133073999999851,     -13.9784193000000005,     276.3133199999999761,     -13.9784400000000009,HD169454.fits,  0,BS,B1Ia+,      NaN,    NaN,    NaN,    NaN
HD169916,4076915349846977664,  2.5435061,  3.4018164,  2.2008240,  1.2009923,NOT_AVAILABLE,      0,false, 15, 15,     276.9926697000000217,     -25.4216985000000015,     276.9924399999999878,     -25.4225230000000018,HD169916.fits,  0,SAT,K1IIIb,   4967.8,   2.80,  -0.18,   0.07
HD170235,4076939607797219968,  6.5214143,  6.5483580,  6.4096131,  0.1387448,NOT_AVAILABLE,      0,true, 23, 23,     277.3416078999999854,     -25.2566042999999993,     277.3416000000000281,     -25.2566319999999997,HD170235.fits,  0,Be,B1Vnne,  27248.1,   3.88,  -0.25,   0.35
HD171012,4093346863913375232,  6.6607327,  6.9030566,  6.2261295,  0.6769271,VARIABLE,      0,true, 21, 19,     278.2920727000000056,     -18.3683858999999998,     278.2920700000000238,     -18.3684200000000004,HD171012.fits,  0,BS,B0.2Ia,      NaN,    NaN,    NaN,    NaN
HD171432,4093372083943352320,  7.0113573,  7.1152220,  6.7606397,  0.3545823,NOT_AVAILABLE,      0,false, 20, 19,     278.9031554000000028,     -18.5506248999999990,     278.9031600000000140,     -18.5506330000000013,HD171432.fits,  0,OK,B0.5Ib,  23321.3,   2.53,   0.32,   0.36
HD172748,4155413814250528128,  4.6127195,  4.8182817,  4.3116775,  0.5066042,NOT_AVAILABLE,      0,false, 15, 15,     280.5684453999999732,      -9.0525524999999991,     280.5684800000000223,      -9.0525471000000000,HD172748.fits,  0,VAR,F2II-III,   6586.0,   2.44,  -0.28,   0.00
HD174383,4085919765884068736,  6.5842776,  7.1368203,  5.8780894,  1.2587309,NOT_AVAILABLE,      0,false, 17, 17,     282.7494707999999832,     -20.2952304999999988,     282.7494699999999739,     -20.2952529999999989,HD174383.fits,  0,VAR,G0Ib,   5944.0,   1.68,  -0.06,   0.25
HD188294,4195355188960090624,  6.4685535,  6.4420981,  6.4754815, -0.0333834,NOT_AVAILABLE,      0,false, 35, 33,     298.6585964999999874,      -8.2370534000000006,     298.6586500000000228,      -8.2371677999999999,HD188294.fits,  0,OK,B8V,  11015.6,   4.04,   0.05,   0.04
HD189124,6444391655040244992,  3.1375270,  5.3753304,  2.2563672,  3.1189632,VARIABLE,      0,true, 22, 22,     300.4364391999999953,     -59.3758938000000001,     300.4366200000000049,     -59.3760040000000018,HD189124.fits,  0,SAT,M6III,   3220.4,   1.31,   0.02,   0.00
HD189340,4191794317470513664,  5.7834744,  6.0210614,  5.2493243,  0.7717371,NOT_AVAILABLE,      0,false, 34, 33,     299.9470011999999883,      -9.9582318000000001,     299.9458999999999946,      -9.9600325000000005,HD189340.fits,  0,BIN,F9V,   5877.9,   4.03,  -0.38,   0.00
HD189763,6750856228950043264,  3.2201929,  4.7460928,  2.3685837,  2.3775091,NOT_AVAILABLE,      0,false, 24, 24,     300.6645040000000222,     -27.7098456000000013,     300.6646700000000010,     -27.7097809999999996,HD189763.fits,  0,SAT,M4.5III,   3672.1,   0.28,  -0.14,   0.34
HD190248,6427464123776727168,  3.3641381,  3.8463583,  2.8270798,  1.0192785,NOT_AVAILABLE,      0,true, 71, 70,     302.1817035999999916,     -66.1820673999999940,     302.1950400000000059,     -66.1870909999999952,HD190248.fits,  0,SAT,G8IV,   5537.0,   4.13,   0.05,   0.03
HD191301,6850594406170094080,  7.3370132,  7.5650959,  6.9398713,  0.6252246,VARIABLE,      0,true, 34, 31,     302.5281425000000013,     -25.2840118999999994,     302.5282900000000268,     -25.2840360000000004,HD191301.fits,  0,VAR,A9III,   6729.0,   2.94,  -0.44,   0.12
HD196171,6674382927491854848,  2.8521497,  3.6026647,  2.3804884,  1.2221763,NOT_AVAILABLE,      0,true, 32, 31,     309.3917999999999893,     -47.2915007000000003,     309.3921300000000087,     -47.2912079999999975,HD196171.fits,  0,SAT,K0III-IV,      NaN,    NaN,    NaN,    NaN
HD198357,6777965134807570560,  5.0564790,  5.7767982,  4.2361131,  1.5406852,NOT_AVAILABLE,      0,true, 38, 35,     312.7531589999999824,     -37.9133312000000018,     312.7531200000000240,     -37.9134079999999969,HD198357.fits,  1,OK,K3III,   4239.1,   1.03,  -0.54,   0.06
HD199642,6476205852190128512,  5.5940537,  6.5335398,  4.6314750,  1.9020648,NOT_AVAILABLE,      0,true, 41, 35,     315.1809271000000194,     -53.7390690000000006,     315.1810199999999895,     -53.7391679999999994,HD199642.fits,  0,OK,K5/M0III,   3961.1,   0.83,  -0.42,   0.19
HD199728,6881531326185815808,  6.2478423,  6.1898513,  6.3185363, -0.1286850,VARIABLE,      0,true, 31, 31,     314.9005816999999752,     -19.0352786000000016,     314.9006299999999783,     -19.0353630000000003,HD199728.fits,  0,VAR,ApSi,  11523.5,   3.64,   0.43,   0.00
HD199951,6781898465857257472,  4.4319229,  4.8837662,  3.8159671,  1.0677991,NOT_AVAILABLE,      0,true, 43, 37,     315.3227519999999799,     -32.2577659000000025,     315.3227200000000039,     -32.2577879999999979,HD199951.fits,  0,OK,G8III,   5117.9,   2.42,  -0.44,   0.04
HD202320,6832163911228998784,  4.8392615,  5.4158592,  4.1293511,  1.2865081,NOT_AVAILABLE,      0,true, 40, 35,     318.9079148000000146,     -20.6516951999999989,     318.9079800000000091,     -20.6517069999999983,HD202320.fits,  0,OK,K0II/III,   5015.1,   2.31,  -0.02,   0.15
HD203608,6401464693867773568,  4.0891333,  4.3496490,  3.6440711,  0.7055779,NOT_AVAILABLE,      0,true, 55, 50,     321.6108540999999832,     -65.3661981000000054,     321.6117199999999912,     -65.3626399999999990,HD203608.fits,  0,SAT,F9VFe-1.4CH-0.7,   6020.8,   3.89,  -0.93,   0.00
HD203875,6894198082390222464,  5.6779661,  5.7716413,  5.4931049,  0.2785363,NOT_AVAILABLE,      0,true, 28, 24,     321.3042624000000274,      -9.7485572000000005,     321.3043499999999995,      -9.7492979999999996,HD203875.fits,  0,OK,A8V,   7581.5,   4.14,   0.04,   0.00
HD204075,6828125061423674752,  3.5300386,  4.0549998,  2.9158626,  1.1391373,NOT_AVAILABLE,      0,true, 36, 36,     321.6667764000000034,     -22.4113344999999988,     321.6667800000000170,     -22.4112149999999986,HD204075.fits,  0,SAT,G4Ib:Ba2,   5256.5,   0.67,  -0.46,   0.13
HD206778,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,     326.0464838999999984,       9.8750087000000004,       0.0000000000000000,       0.0000000000000000,HD206778.fits,  0,AGB,K2Ib-II,   4482.6,  -0.05,  -0.32,   0.09
HD209100,6412595290592307840,  4.3229041,  4.9079766,  3.6105571,  1.2974195,NOT_AVAILABLE,      0,true, 42, 45,     330.8402234000000135,     -56.7859786000000000,     330.8724100000000021,     -56.7972549999999998,HD209100.fits,  0,OK,K5V,   5013.3,   4.93,  -0.04,   0.17
HD210066,6611527455503953536,  4.4401288,  5.2411957,  3.5765655,  1.6646302,NOT_AVAILABLE,      0,true, 44, 43,     332.1080471999999872,     -34.0438401999999982,     332.1080699999999979,     -34.0440609999999992,HD210066.fits,  0,OK,K4III,   4357.1,   1.84,   0.06,   0.27
HD210111,6611824083124944384,  6.3262048,  6.4299159,  6.1063890,  0.3235269,NOT_AVAILABLE,      0,true, 43, 39,     332.1776836999999887,     -33.1256929999999983,     332.1777500000000032,     -33.1255850000000009,HD210111.fits,  0,VAR,A9VkA2mA2_lB,   7445.9,   3.80,  -1.05,   0.00
HD210848,6625981669722090112,  5.4577870,  5.7173600,  5.0473728,  0.6699872,NOT_AVAILABLE,      0,true, 21, 19,     333.4351396000000136,     -25.1809037999999994,     333.4354900000000157,     -25.1808650000000007,HD210848.fits,  1,OK,F7II,   6143.8,   2.39,  -0.22,   0.00
HD211415,6508776375901968640,  5.2305317,  5.5417171,  4.7359624,  0.8057547,NOT_AVAILABLE,      0,true, 45, 43,     334.5650557999999819,     -53.6270741000000015,     334.5683599999999842,     -53.6298730000000035,HD211415.fits,  0,OK,G0V,   5831.0,   4.28,  -0.45,   0.03
HD211998,6382933589314905472,  5.0583344,  5.4352627,  4.5068302,  0.9284325,NOT_AVAILABLE,      0,true, 43, 37,     336.1536891000000082,     -72.2554133999999948,     336.1727000000000203,     -72.2584109999999953,HD211998.fits,  0,DMS,G9VFe-3.1CH-1.5,   5390.3,   3.31,  -1.48,   0.03
HD212320,2622551324935995136,  5.6818452,  6.1530795,  5.0523624,  1.1007171,NOT_AVAILABLE,      0,false, 18, 14,     335.8839583999999832,      -7.1944122999999998,     335.8839600000000019,      -7.1943869999999999,HD212320.fits,  0,BIN,G8Ib/II(w),   4994.7,   1.58,  -0.48,   0.00
HD213080,6520955322608285824,  2.9805827,  4.4669456,  2.2610514,  2.2058942,NOT_AVAILABLE,      0,true, 46, 46,     337.4393084000000158,     -43.7492213000000021,     337.4392100000000028,     -43.7492060000000009,HD213080.fits,  0,SAT,M4.5IIIa,   3170.0,   3.81,   0.48,   0.00
HD214952,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,     340.6668761000000245,     -46.8845764000000003,       0.0000000000000000,       0.0000000000000000,HD214952.fits,  0,AGB,M4.5III,   3123.5,   3.47,   0.21,   0.00
HD216435,6515731817739456256,  5.8873706,  6.1899242,  5.4184041,  0.7715201,NOT_AVAILABLE,      0,true, 37, 35,     343.4080514999999991,     -48.5982843999999972,     343.4095199999999863,     -48.5986440000000002,HD216435.fits,  0,OK,G0V,   5890.5,   3.73,  -0.07,   0.02
HD219215,2632117385335567872,  3.4539876,  4.4881563,  2.5769365,  1.9112198,NOT_AVAILABLE,      0,false, 11, 14,     348.5806592999999793,      -6.0490063999999997,     348.5808200000000170,      -6.0498751000000004,HD219215.fits,  0,SAT,M1.5III,   3871.1,   0.83,  -0.10,   0.11
HD219571,6492406743706907776,  3.8917949,  4.1096663,  3.5140402,  0.5956261,NOT_AVAILABLE,      0,true, 51, 55,     349.3573185000000194,     -58.2357014000000035,     349.3572300000000155,     -58.2353700000000032,HD219571.fits,  0,SAT,F4V,   6460.0,   3.30,  -0.30,   0.00
HD221507,6538585991555664128,  4.3475127,  4.3118839,  4.4263530, -0.1144691,NOT_AVAILABLE,      0,false, 12, 12,     353.2427529000000277,     -37.8182849000000019,     353.2432600000000207,     -37.8181780000000032,HD221507.fits,  0,SAT,B9.5IIIpHgMnSi,  11326.9,   3.91,   0.18,   0.00
HD223640,2390144081839340288,  5.1536708,  5.0945630,  5.2415786, -0.1470156,VARIABLE,      0,false, 17, 15,     357.8389096999999879,     -18.9091649000000004,     357.8390400000000113,     -18.9091820000000013,HD223640.fits,  0,ChP,A0VpSiSr,  12449.2,   4.25,   0.88,   0.03
HD224935,2442861747380543104,  3.2927852,  4.6557207,  2.4196117,  2.2361090,NOT_AVAILABLE,      0,false, 29, 29,       0.4900811000000000,      -6.0140706000000002,       0.4902909100000000,      -6.0142503999999999,HD224935.fits,  0,SAT,M3III,   3822.9,   0.34,  -0.07,   0.31
HD225212,2428589330539122304,  4.3907051,  5.2167902,  3.5192978,  1.6974924,NOT_AVAILABLE,      0,false, 36, 36,       1.1254928000000000,     -10.5095235999999996,       1.1254683000000001,     -10.5095749999999999,HD225212.fits,  0,RSG,K3Ib,   4190.3,  -0.22,  -0.94,   0.19
HD320764,4040808968507325312,  8.9001417,  8.9651680,  8.7519674,  0.2132006,NOT_AVAILABLE,      0,true, 34, 34,     268.0412468999999760,     -34.8945343999999977,     268.0412600000000225,     -34.8945590000000010,HD320764.fits,  0,DMS,,   8773.5,   4.08,   0.04,   0.09
HD320768,4040804158143154560,  9.1518030,  9.2919703,  8.8855801,  0.4063902,NOT_AVAILABLE,      0,true, 38, 35,     268.0654564000000164,     -34.9699269999999984,     268.0654700000000048,     -34.9699499999999972,HD320768.fits,  0,CRO,F0,   7611.0,   4.46,  -0.04,   0.03
HD320847,4040844840088710656, 10.1042614, 10.3756285,  9.6669407,  0.7086878,NOT_AVAILABLE,      0,true, 34, 29,     268.4667132999999808,     -34.4677855999999991,     268.4667299999999841,     -34.4678120000000021,HD320847.fits,  0,BIN,G0,   6360.0,   3.60,  -0.40,   0.10
HD320865,4040800893964862080,  9.6399641,  9.7713842,  9.1556282,  0.6157560,NOT_AVAILABLE,      0,true, 22, 19,     268.3679152999999928,     -34.8993377999999979,     268.3679300000000012,     -34.8993589999999969,HD320865.fits,  0,DMS,F8,   6670.9,   3.79,  -0.15,   0.09
HD320868,4040820341586756224,  8.4072208,  9.2125769,  7.5301356,  1.6824412,NOT_AVAILABLE,      0,true, 33, 26,     268.6544673000000216,     -34.8634999000000008,     268.6544999999999845,     -34.8634630000000030,HD320868.fits,  0,CRO,K5,   4310.7,   1.41,  -0.55,   0.29
IC2391_1,5317972984874048000,  7.0394201,  6.9760404,  7.1255031, -0.1494627,NOT_AVAILABLE,      0,true, 38, 35,     128.7921772999999916,     -54.2061891000000031,     128.7920599999999922,     -54.2061210000000031,IC2391-0001.fits,  0,OK,B7V,  13194.6,   4.16,  -0.70,   0.05
IC2391_2,5321180844402213504,  8.3764906,  8.3486204,  8.3063707,  0.0422497,NOT_AVAILABLE,      0,true, 39, 39,     129.0983883000000105,     -53.0364772000000002,     129.0982799999999884,     -53.0363699999999980,IC2391-0002.fits,  0,OK,A0V,   9569.8,   4.10,  -0.59,   0.03
IC2391_4,5321196301989898624,  9.3652124,  9.0124140,  8.4182968,  0.5941172,NOT_AVAILABLE,      0,true, 36, 34,     129.3601318999999990,     -52.6452357000000006,     129.3601299999999981,     -52.6452359999999970,IC2391-0004.fits,  0,BIN,F5V,   6275.2,   3.42,  -0.48,   0.01
IC2391_5,5318049534067120512,  8.6721487,  8.8521318,  8.3454285,  0.5067034,NOT_AVAILABLE,      0,true, 36, 39,     129.4075583000000051,     -54.1837322000000015,     129.4071900000000142,     -54.1835230000000010,IC2391-0005.fits,  0,OK,F0V,   6708.0,   3.77,  -0.54,   0.00
IC2391_8,5318169866178702976,  6.4320326,  6.3810987,  6.4942188, -0.1131201,NOT_AVAILABLE,      0,true, 28, 29,     129.6866971000000035,     -53.0903814999999994,     129.6865200000000016,     -53.0902779999999979,IC2391-0008.fits,  1,OK,B8V,  11639.9,   4.04,  -0.62,   0.01
IC2391_10,5318565651704167680,  8.8152981,  9.0089321,  8.4622059,  0.5467262,VARIABLE,      0,true, 48, 49,     129.7641424999999913,     -52.7110304999999997,     129.7639800000000037,     -52.7109359999999967,IC2391-0010.fits,  0,OK,F3V,   6544.9,   3.35,  -0.37,   0.02
IC2391_11,5321582715910437376,  8.4406900,  8.5334673,  8.2503500,  0.2831173,NOT_AVAILABLE,      2,true, 42, 42,     129.8188689000000124,     -52.3138330000000025,     129.8187000000000069,     -52.3137329999999992,IC2391-0011.fits,  0,BIN,A3mA7-A7,   7430.5,   3.55,  -0.03,   0.00
IC2391_13,5318113550566048256,  5.4277649,  5.3475761,  5.5437975, -0.1962214,NOT_AVAILABLE,      0,true, 27, 25,     129.8493521000000044,     -53.4397688000000031,     129.8491699999999867,     -53.4396649999999980,IC2391-0013.fits,  0,VAR,B5V,  14667.1,   4.17,  -0.48,   0.00
IC2391_16,5318541982145960064,  5.1587687,  5.0862126,  5.2492933, -0.1630807,NOT_AVAILABLE,      0,true, 22, 19,     129.9899937000000136,     -53.0547267999999974,     129.9898100000000056,     -53.0546229999999994,IC2391-0016.fits,  0,BIN,B5IV,  16677.9,   4.38,  -0.02,   0.06
IC2391_17,5321626009181506688,  7.4335275,  7.3788028,  7.5033107, -0.1245079,VARIABLE,      0,true, 42, 40,     130.0347960000000000,     -51.9415593000000015,     130.0346999999999866,     -51.9415150000000025,IC2391-0017.fits,  0,VAR,ApSi,  12902.4,   4.36,   0.36,   0.09
IC2391_18,5318117330136955392,  7.2142963,  7.1899629,  7.2028713, -0.0129085,VARIABLE,      0,true, 34, 30,     129.9973808999999960,     -53.2609589999999997,     129.9971999999999923,     -53.2608519999999999,IC2391-0018.fits,  0,VAR,ApEuCr(Sr),  10122.0,   4.09,   0.97,   0.00
IC2391_19,5318083382715884928,  7.2915058,  7.4154334,  7.0476980,  0.3677354,NOT_AVAILABLE,      0,true, 42, 37,     130.0126205999999911,     -53.8517843999999997,     130.0125600000000077,     -53.8518380000000008,IC2391-0019.fits,  1,OK,A5IV,   7183.9,   3.08,  -0.22,   0.01
IC2391_20,5318547273548061824,  3.5350146,  3.5431633,  3.6934586, -0.1502953,NOT_AVAILABLE,      0,true, 26, 26,     130.0732730000000004,     -52.9218890000000002,     130.0731000000000108,     -52.9218150000000023,IC2391-0020.fits,  0,SAT,B3/5(V),  17642.2,   3.87,  -0.08,   0.04
IC2391_21,5318543425255007872,  5.5331173,  5.4675317,  5.6290007, -0.1614690,NOT_AVAILABLE,      0,true, 29, 27,     130.0727707000000066,     -53.0153973999999977,     130.0725899999999911,     -53.0152929999999998,IC2391-0021.fits,  0,VAR,B9/A0,  14704.2,   4.15,  -0.02,   0.04
IC2391_22,5318111351542618496,  8.3427563,  8.9014196,  7.6287374,  1.2726822,NOT_AVAILABLE,      0,true, 42, 39,     130.0725175999999976,     -53.4421551000000008,     130.0724800000000130,     -53.4420620000000000,IC2391-0022.fits,  0,OK,K0III,   5057.1,   2.58,  -0.08,   0.21
IC2391_23,5318554111133634432,  7.2669258,  7.2537723,  7.2621756, -0.0084033,NOT_AVAILABLE,      0,true, 34, 29,     130.2021894000000088,     -52.8019375000000011,     130.2020100000000014,     -52.8018339999999995,IC2391-0023.fits,  1,OK,A0V,  10226.2,   4.37,  -0.42,   0.02
IC2391_26,5318501368933313280,  8.8954325,  9.4385872,  8.1951542,  1.2434330,NOT_AVAILABLE,      0,true, 39, 38,     130.3761010999999996,     -52.9939348999999993,     130.3757500000000107,     -52.9938599999999980,IC2391-0026.fits,  0,OK,K0/1III,   5040.8,   2.44,  -0.43,   0.13
IC2391_28,5318575448532526848,  7.8549891,  7.9956589,  7.1455636,  0.8500953,NOT_AVAILABLE,      0,true, 26, 22,     130.5274975000000097,     -52.7563932999999992,     130.5273699999999906,     -52.7562500000000014,IC2391-0028.fits,  0,DMS,G3V,   5876.6,   4.87,  -0.14,   0.07
IC2391_29,5318499822745556992,  7.3699145,  7.3627877,  7.3564000,  0.0063877,NOT_AVAILABLE,      0,true, 29, 31,     130.5414839999999970,     -52.9676813000000024,     130.5412900000000036,     -52.9675769999999986,IC2391-0029.fits,  1,OK,A1V,   9830.8,   4.19,  -1.07,   0.01
IC2391_31,5318485048061677952,  5.5821362,  5.3987045,  5.5795946, -0.1808901,VARIABLE,      0,true, 29, 28,     130.5791336000000058,     -53.1000560000000021,     130.5789699999999982,     -53.0999490000000023,IC2391-0031.fits,  0,VAR,B9III(pSi),  13370.2,   4.04,   0.19,   0.01
IC2391_33,5317874475508122752,  8.6355247,  8.7260542,  8.4513655,  0.2746887,NOT_AVAILABLE,      0,true, 45, 43,     130.5514463000000092,     -54.1537902000000031,     130.5513500000000136,     -54.1537900000000008,IC2391-0033.fits,  0,OK,A3IV,   8029.2,   4.28,   0.23,   0.00
IC2391_34,5318486456810851072,  4.8141437,  4.7214098,  4.9451962, -0.2237864,VARIABLE,      0,true, 26, 21,     130.6057774999999879,     -53.1139842999999985,     130.6056000000000097,     -53.1138800000000018,IC2391-0034.fits,  0,BIN,B3IV,  16808.8,   4.14,  -0.02,   0.04
IC2391_35,5317887321743547264,  9.2677279,  9.4766741,  8.9089565,  0.5677176,NOT_AVAILABLE,      0,true, 37, 38,     130.5759032999999931,     -53.9022689000000028,     130.5757199999999898,     -53.9021649999999966,IC2391-0035.fits,  0,OK,F3V,   6689.5,   4.44,  -0.06,   0.03
IC2391_36,5318579606060497408,  9.4774227,  9.7212591,  9.0722303,  0.6490288,NOT_AVAILABLE,      0,true, 39, 40,     130.6447410000000104,     -52.5265827999999999,     130.6446799999999939,     -52.5265709999999970,IC2391-0036.fits,  0,OK,F5V,   6534.5,   3.04,  -0.10,   0.08
IC2391_40,5318285173154004352,  7.7826505,  7.7947674,  7.5413680,  0.2533994,VARIABLE,      0,true, 35, 33,     130.8991353000000117,     -53.5246422999999965,     130.8990599999999915,     -53.5247170000000025,IC2391-0040.fits,  0,DMS,A5V,   7899.2,   4.34,   0.22,   0.01
IC2391_41,5318318918726520576,  7.5340028,  7.5633998,  7.4478769,  0.1155229,NOT_AVAILABLE,      0,true, 37, 36,     131.2045152000000030,     -53.0784883999999977,     131.2043199999999956,     -53.0783869999999993,IC2391-0041.fits,  1,OK,A1V,   8766.8,   4.05,  -0.11,   0.02
IC2391_42,5318270608933694208,  8.9640856,  9.0195265,  8.8352499,  0.1842766,NOT_AVAILABLE,      0,true, 47, 49,     131.2634356000000082,     -53.5443775000000031,     131.2632900000000120,     -53.5443179999999970,IC2391-0042.fits,  0,OK,A1V,   8681.6,   3.92,  -0.69,   0.07
IC2391_43,5318215495911387136,  9.4399405,  9.5808887,  9.1770325,  0.4038563,VARIABLE,      0,true, 47, 46,     131.3148159000000135,     -53.8576728000000031,     131.3146600000000035,     -53.8576130000000006,IC2391-0043.fits,  0,EB,A2/3mA7-A8,   7448.7,   4.04,   0.06,   0.04
IC2391_44,5318630973868090496,  9.1990490,  9.3926382,  8.8635998,  0.5290384,NOT_AVAILABLE,      0,true, 45, 44,     131.3921378000000004,     -52.4189861999999991,     131.3919600000000116,     -52.4188680000000033,IC2391-0044.fits,  1,OK,F3/5III,   6609.5,   2.71,  -0.05,   0.02
IC2391_45,5318327165064125696,  9.3713770,  9.3768444,  9.3219919,  0.0548525,NOT_AVAILABLE,      0,true, 36, 33,     131.3907646000000113,     -52.9348585999999983,     131.3906900000000064,     -52.9348159999999979,IC2391-0045.fits,  1,OK,B8/9IV/V(n),  12295.0,   3.92,  -0.40,   0.13
IC2391_46,5318323935248518144,  7.6190929,  7.5753021,  7.6603651, -0.0850630,NOT_AVAILABLE,      0,true, 42, 41,     131.4317260999999917,     -52.9717008000000007,     131.4316399999999874,     -52.9716889999999978,IC2391-0046.fits,  1,OK,B8III/IV,      NaN,    NaN,    NaN,    NaN
IC2391_47,5318309534208474112,  9.2044840,  9.2181339,  9.1525831,  0.0655508,NOT_AVAILABLE,      0,true, 37, 37,     131.5629624999999976,     -53.1290971999999968,     131.5626499999999908,     -53.1289790000000011,IC2391-0047.fits,  0,DMS,A1V,   9388.8,   4.31,  -0.73,   0.00
IC2391_49,5318418939925144448,  7.6731191,  7.7507081,  7.5044284,  0.2462797,VARIABLE,      0,true, 43, 44,     131.5965870999999936,     -52.8437185000000014,     131.5964400000000012,     -52.8436359999999965,IC2391-0049.fits,  0,VAR,A7V,   8161.8,   4.09,  -0.06,   0.04
IC2391_50,5318412686452956800,  6.2689447,  6.2171149,  6.3343482, -0.1172333,NOT_AVAILABLE,      0,true, 37, 36,     132.0008991999999921,     -52.8501534000000035,     132.0007200000000012,     -52.8500480000000010,IC2391-0050.fits,  0,OK,B8V,  11710.6,   4.04,  -0.04,   0.01
IC2391_52,5318182197020586112,  9.5265074,  9.7480583,  9.1435757,  0.6044827,NOT_AVAILABLE,      0,true, 33, 35,     129.7492024999999956,     -53.0239461999999975,     129.7490500000000111,     -53.0238299999999967,IC2391-0052.fits,  0,BIN,F5V,   6334.3,   3.75,  -0.43,   0.00
UCAC4_185-021340,5318497520642649856, 10.6484127, 11.2396679,  9.9159670,  1.3237009,NOT_AVAILABLE,      0,true, 39, 38,     130.3577022000000056,     -53.0891462000000018,     130.3576799999999878,     -53.0891099999999980,IC2391-0064.fits,  0,OK,,   4940.1,   2.30,  -0.34,   0.22
UCAC2_8715441,5318494874942754432, 11.3587513, 11.7910967, 10.7616072,  1.0294895,NOT_AVAILABLE,      0,true, 42, 41,     130.3173801000000083,     -53.0738932000000005,     130.3168699999999944,     -53.0737349999999992,IC2391-0066.fits,  0,OK,,   5389.3,   5.05,  -0.47,   0.14
TIC_93554714,5318542287077715072, 12.9772625, 13.2657251, 12.5209541,  0.7447710,NOT_AVAILABLE,      0,true, 41, 40,     130.1524709999999914,     -53.0628090000000014,     130.1524400000000128,     -53.0627959999999987,IC2391-0069.fits,  0,OK,,   6912.1,   3.86,  -0.27,   0.15
2MASS_J08425006-5302,5318487144002124288, 11.1850557, 11.5325937, 10.6644173,  0.8681765,NOT_AVAILABLE,      0,true, 39, 39,     130.7086089999999956,     -53.0336530000000010,     130.7086999999999932,     -53.0337379999999996,IC2391-0074.fits,  0,none,,   5774.2,   3.08,  -0.45,   0.18
V366_Vel,5318474941990522368, 12.1527128, 12.7493887, 11.4046774,  1.3447113,NOT_AVAILABLE,      0,true, 45, 45,     130.3578647999999873,     -53.3781855000000007,     130.3576799999999878,     -53.3780739999999980,IC2391-0095.fits,  0,BIN,K3e,   4970.0,   4.43,  -0.25,   0.19
