           5242117089256813568     162.912058     -60.943018            WO4+O5-5.5          WO       SB2
           5975043607541238016     263.013783     -35.075737                   WO3          WO       nan
           4067059872964459648     266.448089     -26.174106                   WO2         WO        nan
           2057966393428544128     305.434747      37.375123                   WO2         WO        nan
