wave,flux
338.000,5.39069e-18
340.000,5.30231e-18
342.000,5.21576e-18
344.000,5.13102e-18
346.000,5.04802e-18
348.000,4.96673e-18
350.000,4.88712e-18
352.000,4.80913e-18
354.000,4.73274e-18
356.000,4.65789e-18
358.000,4.58455e-18
360.000,4.51270e-18
362.000,4.44229e-18
364.000,4.37329e-18
366.000,4.29752e-18
368.000,4.22174e-18
370.000,4.14673e-18
372.000,4.07443e-18
374.000,4.01333e-18
376.000,3.96649e-18
378.000,3.93655e-18
380.000,3.88041e-18
382.000,3.87869e-18
384.000,3.72420e-18
386.000,3.92764e-18
388.000,3.52613e-18
390.000,3.52097e-18
392.000,4.01921e-18
394.000,3.91890e-18
396.000,3.17426e-18
398.000,3.03383e-18
400.000,3.82997e-18
402.000,4.17077e-18
404.000,4.18944e-18
406.000,3.92608e-18
408.000,3.31223e-18
410.000,2.42375e-18
412.000,3.01105e-18
414.000,3.65139e-18
416.000,3.95682e-18
418.000,4.07205e-18
420.000,4.08994e-18
422.000,4.05470e-18
424.000,3.98168e-18
426.000,3.86455e-18
428.000,3.66674e-18
430.000,3.31847e-18
432.000,2.74163e-18
434.000,2.00714e-18
436.000,2.57668e-18
438.000,3.10253e-18
440.000,3.37076e-18
442.000,3.47646e-18
444.000,3.50006e-18
446.000,3.48844e-18
448.000,3.46072e-18
450.000,3.42449e-18
452.000,3.38341e-18
454.000,3.33954e-18
456.000,3.29409e-18
458.000,3.24768e-18
460.000,3.20067e-18
462.000,3.15317e-18
464.000,3.10507e-18
466.000,3.05611e-18
468.000,3.00568e-18
470.000,2.95285e-18
472.000,2.89588e-18
474.000,2.83180e-18
476.000,2.75517e-18
478.000,2.65585e-18
480.000,2.51497e-18
482.000,2.29892e-18
484.000,1.95711e-18
486.000,1.47937e-18
488.000,1.81740e-18
490.000,2.13833e-18
492.000,2.30594e-18
494.000,2.38247e-18
496.000,2.40991e-18
498.000,2.41167e-18
500.000,2.39988e-18
502.000,2.38076e-18
504.000,2.35757e-18
506.000,2.33212e-18
508.000,2.30542e-18
510.000,2.27841e-18
512.000,2.25112e-18
514.000,2.22342e-18
516.000,2.19581e-18
518.000,2.16839e-18
520.000,2.14122e-18
522.000,2.11434e-18
524.000,2.08778e-18
526.000,2.06155e-18
528.000,2.03568e-18
530.000,2.01015e-18
532.000,1.98500e-18
534.000,1.96019e-18
536.000,1.93575e-18
538.000,1.91166e-18
540.000,1.88793e-18
542.000,1.86455e-18
544.000,1.84273e-18
546.000,1.81999e-18
548.000,1.79756e-18
550.000,1.77548e-18
552.000,1.75373e-18
554.000,1.73230e-18
556.000,1.71121e-18
558.000,1.69042e-18
560.000,1.66995e-18
562.000,1.64979e-18
564.000,1.62993e-18
566.000,1.61036e-18
568.000,1.59109e-18
570.000,1.57211e-18
572.000,1.55342e-18
574.000,1.53499e-18
576.000,1.51683e-18
578.000,1.49894e-18
580.000,1.48132e-18
582.000,1.46396e-18
584.000,1.44686e-18
586.000,1.43000e-18
588.000,1.41339e-18
590.000,1.39702e-18
592.000,1.38089e-18
594.000,1.36499e-18
596.000,1.34877e-18
598.000,1.33272e-18
600.000,1.31744e-18
602.000,1.30237e-18
604.000,1.28751e-18
606.000,1.27285e-18
608.000,1.25838e-18
610.000,1.24410e-18
612.000,1.23000e-18
614.000,1.21607e-18
616.000,1.20232e-18
618.000,1.18872e-18
620.000,1.17528e-18
622.000,1.16196e-18
624.000,1.14876e-18
626.000,1.13565e-18
628.000,1.12263e-18
630.000,1.10962e-18
632.000,1.09660e-18
634.000,1.08349e-18
636.000,1.07018e-18
638.000,1.05651e-18
640.000,1.04221e-18
642.000,1.02686e-18
644.000,1.00972e-18
646.000,9.89487e-19
648.000,9.63800e-19
650.000,9.28256e-19
652.000,8.74948e-19
654.000,7.90729e-19
656.000,6.42393e-19
658.000,7.28389e-19
660.000,8.15734e-19
662.000,8.60400e-19
664.000,8.81158e-19
666.000,8.88830e-19
668.000,8.89479e-19
670.000,8.86318e-19
672.000,8.81030e-19
674.000,8.74523e-19
676.000,8.67305e-19
678.000,8.59674e-19
680.000,8.51801e-19
682.000,8.43799e-19
684.000,8.35739e-19
686.000,8.27667e-19
688.000,8.19715e-19
690.000,8.11800e-19
692.000,8.03840e-19
694.000,7.95943e-19
696.000,7.88115e-19
698.000,7.80367e-19
700.000,7.72353e-19
702.000,7.64462e-19
704.000,7.56971e-19
706.000,7.49553e-19
708.000,7.42216e-19
710.000,7.34980e-19
712.000,7.27833e-19
714.000,7.20756e-19
716.000,7.13740e-19
718.000,7.06860e-19
720.000,7.00023e-19
722.000,6.93260e-19
724.000,6.86683e-19
726.000,6.80146e-19
728.000,6.73622e-19
730.000,6.67162e-19
732.000,6.60799e-19
734.000,6.54515e-19
736.000,6.48296e-19
738.000,6.42143e-19
740.000,6.36073e-19
742.000,6.30072e-19
744.000,6.24143e-19
746.000,6.18277e-19
748.000,6.12472e-19
750.000,6.06767e-19
752.000,6.01100e-19
754.000,5.95533e-19
756.000,5.89994e-19
758.000,5.84528e-19
760.000,5.79138e-19
762.000,5.73786e-19
764.000,5.68520e-19
