wave,flux
338.000,4.88640e-18
340.000,4.80416e-18
342.000,4.72370e-18
344.000,4.64497e-18
346.000,4.56792e-18
348.000,4.49250e-18
350.000,4.41869e-18
352.000,4.34642e-18
354.000,4.27568e-18
356.000,4.20641e-18
358.000,4.13857e-18
360.000,4.07214e-18
362.000,4.00708e-18
364.000,3.94335e-18
366.000,3.87361e-18
368.000,3.80358e-18
370.000,3.73424e-18
372.000,3.66854e-18
374.000,3.61472e-18
376.000,3.57394e-18
378.000,3.54828e-18
380.000,3.48788e-18
382.000,3.49851e-18
384.000,3.32857e-18
386.000,3.56271e-18
388.000,3.16034e-18
390.000,3.15256e-18
392.000,3.65780e-18
394.000,3.57221e-18
396.000,2.85914e-18
398.000,2.72293e-18
400.000,3.48270e-18
402.000,3.79527e-18
404.000,3.81120e-18
406.000,3.57513e-18
408.000,3.01295e-18
410.000,2.17761e-18
412.000,2.73121e-18
414.000,3.31851e-18
416.000,3.58451e-18
418.000,3.67783e-18
420.000,3.68695e-18
422.000,3.65143e-18
424.000,3.58446e-18
426.000,3.48097e-18
428.000,3.31008e-18
430.000,3.00630e-18
432.000,2.48508e-18
434.000,1.80384e-18
436.000,2.33195e-18
438.000,2.80636e-18
440.000,3.03454e-18
442.000,3.11788e-18
444.000,3.13240e-18
446.000,3.11786e-18
448.000,3.08999e-18
450.000,3.05517e-18
452.000,3.01650e-18
454.000,2.97569e-18
456.000,2.93372e-18
458.000,2.89111e-18
460.000,2.84814e-18
462.000,2.80487e-18
464.000,2.76125e-18
466.000,2.71703e-18
468.000,2.67175e-18
470.000,2.62463e-18
472.000,2.57428e-18
474.000,2.51824e-18
476.000,2.45197e-18
478.000,2.36684e-18
480.000,2.24609e-18
482.000,2.05831e-18
484.000,1.75272e-18
486.000,1.31770e-18
488.000,1.62475e-18
490.000,1.91165e-18
492.000,2.05442e-18
494.000,2.11570e-18
496.000,2.13494e-18
498.000,2.13288e-18
500.000,2.11983e-18
502.000,2.10092e-18
504.000,2.07884e-18
506.000,2.05503e-18
508.000,2.03031e-18
510.000,2.00545e-18
512.000,1.98045e-18
514.000,1.95514e-18
516.000,1.92999e-18
518.000,1.90504e-18
520.000,1.88037e-18
522.000,1.85599e-18
524.000,1.83192e-18
526.000,1.80819e-18
528.000,1.78479e-18
530.000,1.76173e-18
532.000,1.73902e-18
534.000,1.71665e-18
536.000,1.69462e-18
538.000,1.67292e-18
540.000,1.65156e-18
542.000,1.63053e-18
544.000,1.61078e-18
546.000,1.59036e-18
548.000,1.57024e-18
550.000,1.55043e-18
552.000,1.53094e-18
554.000,1.51175e-18
556.000,1.49287e-18
558.000,1.47427e-18
560.000,1.45597e-18
562.000,1.43795e-18
564.000,1.42021e-18
566.000,1.40274e-18
568.000,1.38554e-18
570.000,1.36861e-18
572.000,1.35194e-18
574.000,1.33552e-18
576.000,1.31934e-18
578.000,1.30341e-18
580.000,1.28773e-18
582.000,1.27228e-18
584.000,1.25706e-18
586.000,1.24207e-18
588.000,1.22731e-18
590.000,1.21277e-18
592.000,1.19844e-18
594.000,1.18432e-18
596.000,1.16999e-18
598.000,1.15582e-18
600.000,1.14227e-18
602.000,1.12892e-18
604.000,1.11575e-18
606.000,1.10277e-18
608.000,1.08996e-18
610.000,1.07732e-18
612.000,1.06486e-18
614.000,1.05255e-18
616.000,1.04040e-18
618.000,1.02839e-18
620.000,1.01653e-18
622.000,1.00479e-18
624.000,9.93163e-19
626.000,9.81636e-19
628.000,9.70188e-19
630.000,9.58782e-19
632.000,9.47385e-19
634.000,9.35940e-19
636.000,9.24360e-19
638.000,9.12515e-19
640.000,9.00200e-19
642.000,8.87070e-19
644.000,8.72543e-19
646.000,8.55559e-19
648.000,8.34147e-19
650.000,8.04526e-19
652.000,7.59565e-19
654.000,6.86753e-19
656.000,5.56609e-19
658.000,6.31834e-19
660.000,7.07819e-19
662.000,7.45095e-19
664.000,7.61464e-19
666.000,7.66849e-19
668.000,7.66515e-19
670.000,7.63143e-19
672.000,7.58102e-19
674.000,7.52120e-19
676.000,7.45596e-19
678.000,7.38765e-19
680.000,7.31762e-19
682.000,7.24672e-19
684.000,7.17552e-19
686.000,7.10436e-19
688.000,7.03436e-19
690.000,6.96478e-19
692.000,6.89487e-19
694.000,6.82559e-19
696.000,6.75696e-19
698.000,6.68906e-19
700.000,6.61890e-19
702.000,6.54986e-19
704.000,6.48437e-19
706.000,6.41943e-19
708.000,6.35530e-19
710.000,6.29205e-19
712.000,6.22961e-19
714.000,6.16778e-19
716.000,6.10660e-19
718.000,6.04655e-19
720.000,5.98689e-19
722.000,5.92791e-19
724.000,5.87044e-19
726.000,5.81340e-19
728.000,5.75657e-19
730.000,5.70032e-19
732.000,5.64492e-19
734.000,5.59027e-19
736.000,5.53609e-19
738.000,5.48250e-19
740.000,5.42969e-19
742.000,5.37753e-19
744.000,5.32598e-19
746.000,5.27498e-19
748.000,5.22460e-19
750.000,5.17497e-19
752.000,5.12579e-19
754.000,5.07738e-19
756.000,5.02930e-19
758.000,4.98182e-19
760.000,4.93509e-19
762.000,4.88867e-19
764.000,4.84297e-19
766.000,4.79782e-19
768.000,4.75304e-19
770.000,4.70884e-19
772.000,4.66535e-19
774.000,4.62222e-19
776.000,4.57958e-19
778.000,4.53725e-19
780.000,4.49554e-19
782.000,4.45443e-19
784.000,4.41373e-19
786.000,4.37345e-19
788.000,4.33358e-19
790.000,4.29435e-19
792.000,4.25550e-19
794.000,4.21694e-19
796.000,4.17887e-19
798.000,4.14146e-19
800.000,4.10420e-19
802.000,4.06737e-19
804.000,4.03111e-19
806.000,3.99518e-19
808.000,3.95966e-19
810.000,3.92458e-19
812.000,3.88973e-19
814.000,3.85541e-19
816.000,3.82146e-19
818.000,3.78785e-19
820.000,3.75462e-19
822.000,3.72191e-19
824.000,3.68936e-19
826.000,3.65711e-19
828.000,3.62490e-19
830.000,3.59027e-19
832.000,3.55886e-19
834.000,3.52812e-19
836.000,3.49730e-19
838.000,3.46688e-19
840.000,3.43665e-19
842.000,3.40683e-19
844.000,3.37735e-19
846.000,3.34806e-19
848.000,3.31917e-19
850.000,3.29075e-19
852.000,3.26259e-19
854.000,3.23470e-19
856.000,3.20735e-19
858.000,3.18011e-19
860.000,3.15311e-19
862.000,3.12740e-19
864.000,3.10133e-19
866.000,3.07527e-19
868.000,3.05101e-19
870.000,3.02718e-19
872.000,3.00224e-19
874.000,2.97630e-19
