wave,flux
338.000,4.12007e-18
340.000,4.04201e-18
342.000,3.96583e-18
344.000,3.89142e-18
346.000,3.81878e-18
348.000,3.74783e-18
350.000,3.67853e-18
352.000,3.61084e-18
354.000,3.54473e-18
356.000,3.48012e-18
358.000,3.41700e-18
360.000,3.35533e-18
362.000,3.29506e-18
364.000,3.23614e-18
366.000,3.17459e-18
368.000,3.11380e-18
370.000,3.05392e-18
372.000,2.99548e-18
374.000,2.94242e-18
376.000,2.89628e-18
378.000,2.85852e-18
380.000,2.81296e-18
382.000,2.78814e-18
384.000,2.70648e-18
386.000,2.76311e-18
388.000,2.57025e-18
390.000,2.55096e-18
392.000,2.73622e-18
394.000,2.66964e-18
396.000,2.30869e-18
398.000,2.22473e-18
400.000,2.57543e-18
402.000,2.68581e-18
404.000,2.66967e-18
406.000,2.55011e-18
408.000,2.26879e-18
410.000,1.78036e-18
412.000,2.09404e-18
414.000,2.36907e-18
416.000,2.46177e-18
418.000,2.47738e-18
420.000,2.46046e-18
422.000,2.42778e-18
424.000,2.38444e-18
426.000,2.32844e-18
428.000,2.24742e-18
430.000,2.10818e-18
432.000,1.84161e-18
434.000,1.41591e-18
436.000,1.73885e-18
438.000,1.96788e-18
440.000,2.04746e-18
442.000,2.06198e-18
444.000,2.05075e-18
446.000,2.02952e-18
448.000,2.00404e-18
450.000,1.97660e-18
452.000,1.94829e-18
454.000,1.91966e-18
456.000,1.89101e-18
458.000,1.86251e-18
460.000,1.83422e-18
462.000,1.80617e-18
464.000,1.77832e-18
466.000,1.75059e-18
468.000,1.72284e-18
470.000,1.69480e-18
472.000,1.66601e-18
474.000,1.63563e-18
476.000,1.60202e-18
478.000,1.56177e-18
480.000,1.50731e-18
482.000,1.42101e-18
484.000,1.26189e-18
486.000,9.83644e-19
488.000,1.17878e-18
490.000,1.32570e-18
492.000,1.37882e-18
494.000,1.39244e-18
496.000,1.38920e-18
498.000,1.37847e-18
500.000,1.36423e-18
502.000,1.34831e-18
504.000,1.33159e-18
506.000,1.31452e-18
508.000,1.29735e-18
510.000,1.28044e-18
512.000,1.26365e-18
514.000,1.24681e-18
516.000,1.23018e-18
518.000,1.21377e-18
520.000,1.19760e-18
522.000,1.18166e-18
524.000,1.16596e-18
526.000,1.15050e-18
528.000,1.13529e-18
530.000,1.12031e-18
532.000,1.10557e-18
534.000,1.09106e-18
536.000,1.07678e-18
538.000,1.06272e-18
540.000,1.04889e-18
542.000,1.03528e-18
544.000,1.02214e-18
546.000,1.00894e-18
548.000,9.95946e-19
550.000,9.83153e-19
552.000,9.70562e-19
554.000,9.58169e-19
556.000,9.45970e-19
558.000,9.33963e-19
560.000,9.22143e-19
562.000,9.10509e-19
564.000,8.99055e-19
566.000,8.87778e-19
568.000,8.76678e-19
570.000,8.65749e-19
572.000,8.54989e-19
574.000,8.44395e-19
576.000,8.33965e-19
578.000,8.23694e-19
580.000,8.13582e-19
582.000,8.03623e-19
584.000,7.93818e-19
586.000,7.84159e-19
588.000,7.74649e-19
590.000,7.65283e-19
592.000,7.56059e-19
594.000,7.46975e-19
596.000,7.37905e-19
598.000,7.28957e-19
600.000,7.20262e-19
602.000,7.11695e-19
604.000,7.03252e-19
606.000,6.94934e-19
608.000,6.86736e-19
610.000,6.78654e-19
612.000,6.70685e-19
614.000,6.62828e-19
616.000,6.55082e-19
618.000,6.47439e-19
620.000,6.39900e-19
622.000,6.32456e-19
624.000,6.25105e-19
626.000,6.17841e-19
628.000,6.10658e-19
630.000,6.03544e-19
632.000,5.96487e-19
634.000,5.89471e-19
636.000,5.82468e-19
638.000,5.75436e-19
640.000,5.68312e-19
642.000,5.60986e-19
644.000,5.53261e-19
646.000,5.44752e-19
648.000,5.34688e-19
650.000,5.21333e-19
652.000,5.00596e-19
654.000,4.62244e-19
656.000,3.81021e-19
658.000,4.27109e-19
660.000,4.69653e-19
662.000,4.84391e-19
664.000,4.88267e-19
666.000,4.87546e-19
668.000,4.84753e-19
670.000,4.80975e-19
672.000,4.76702e-19
674.000,4.72177e-19
676.000,4.67527e-19
678.000,4.62825e-19
680.000,4.58108e-19
682.000,4.53402e-19
684.000,4.48725e-19
686.000,4.44083e-19
688.000,4.39541e-19
690.000,4.35044e-19
692.000,4.30540e-19
694.000,4.26085e-19
696.000,4.21683e-19
698.000,4.17337e-19
700.000,4.12799e-19
702.000,4.08234e-19
704.000,4.04044e-19
706.000,3.99918e-19
708.000,3.95829e-19
710.000,3.91845e-19
712.000,3.87836e-19
714.000,3.83917e-19
716.000,3.80032e-19
718.000,3.76210e-19
720.000,3.72415e-19
722.000,3.68679e-19
724.000,3.64987e-19
726.000,3.61359e-19
728.000,3.57779e-19
730.000,3.54213e-19
732.000,3.50697e-19
734.000,3.47220e-19
736.000,3.43810e-19
738.000,3.40407e-19
740.000,3.37055e-19
742.000,3.33761e-19
744.000,3.30505e-19
746.000,3.27272e-19
748.000,3.24087e-19
750.000,3.20929e-19
752.000,3.17816e-19
754.000,3.14751e-19
756.000,3.11718e-19
758.000,3.08722e-19
760.000,3.05755e-19
762.000,3.02831e-19
764.000,2.99940e-19
766.000,2.97084e-19
768.000,2.94264e-19
770.000,2.91474e-19
772.000,2.88714e-19
774.000,2.85989e-19
776.000,2.83294e-19
778.000,2.80638e-19
780.000,2.78004e-19
782.000,2.75406e-19
784.000,2.72836e-19
786.000,2.70300e-19
788.000,2.67790e-19
790.000,2.65312e-19
792.000,2.62858e-19
794.000,2.60431e-19
796.000,2.58039e-19
798.000,2.55668e-19
800.000,2.53326e-19
802.000,2.51010e-19
804.000,2.48723e-19
806.000,2.46458e-19
808.000,2.44218e-19
810.000,2.42012e-19
812.000,2.39827e-19
814.000,2.37661e-19
816.000,2.35523e-19
818.000,2.33409e-19
820.000,2.31320e-19
822.000,2.29252e-19
824.000,2.27208e-19
826.000,2.25189e-19
828.000,2.23172e-19
830.000,2.21080e-19
832.000,2.19115e-19
834.000,2.17174e-19
836.000,2.15251e-19
838.000,2.13350e-19
840.000,2.11468e-19
842.000,2.09603e-19
844.000,2.07760e-19
846.000,2.05931e-19
848.000,2.04128e-19
850.000,2.02348e-19
852.000,2.00583e-19
854.000,1.98839e-19
856.000,1.97119e-19
858.000,1.95415e-19
860.000,1.93738e-19
862.000,1.92087e-19
864.000,1.90449e-19
866.000,1.88828e-19
868.000,1.87259e-19
870.000,1.85709e-19
872.000,1.84140e-19
874.000,1.82570e-19
876.000,1.81082e-19
878.000,1.79669e-19
880.000,1.78222e-19
882.000,1.76685e-19
884.000,1.75092e-19
886.000,1.73586e-19
888.000,1.72306e-19
890.000,1.71156e-19
892.000,1.69939e-19
894.000,1.68558e-19
896.000,1.67013e-19
898.000,1.65303e-19
900.000,1.63567e-19
902.000,1.62204e-19
904.000,1.61336e-19
906.000,1.60598e-19
908.000,1.59712e-19
910.000,1.58634e-19
912.000,1.57350e-19
914.000,1.55863e-19
916.000,1.54141e-19
918.000,1.52137e-19
920.000,1.49874e-19
922.000,1.47772e-19
924.000,1.46740e-19
926.000,1.46686e-19
928.000,1.46677e-19
930.000,1.46390e-19
932.000,1.45832e-19
934.000,1.45053e-19
936.000,1.44112e-19
938.000,1.43032e-19
940.000,1.41818e-19
942.000,1.40463e-19
944.000,1.38934e-19
946.000,1.37185e-19
948.000,1.35132e-19
950.000,1.32680e-19
952.000,1.29827e-19
954.000,1.27320e-19
956.000,1.26856e-19
958.000,1.27760e-19
960.000,1.28475e-19
962.000,1.28732e-19
964.000,1.28622e-19
966.000,1.28248e-19
968.000,1.27703e-19
970.000,1.27032e-19
972.000,1.26275e-19
974.000,1.25450e-19
976.000,1.24574e-19
978.000,1.23660e-19
980.000,1.22711e-19
982.000,1.21724e-19
984.000,1.20692e-19
986.000,1.19615e-19
988.000,1.18468e-19
990.000,1.17231e-19
992.000,1.15867e-19
994.000,1.14330e-19
996.000,1.12528e-19
998.000,1.10351e-19
1000.00,1.07620e-19
1002.00,1.04124e-19
1004.00,1.00306e-19
1006.00,9.97584e-20
1008.00,1.02141e-19
1010.00,1.03992e-19
1012.00,1.05033e-19
1014.00,1.05501e-19
1016.00,1.05584e-19
1018.00,1.05414e-19
1020.00,1.05076e-19
