wave,flux
338.000,3.89719e-17
340.000,4.53332e-17
342.000,3.96000e-17
344.000,3.46328e-17
346.000,3.87723e-17
348.000,4.38693e-17
350.000,5.51297e-17
352.000,4.96867e-17
354.000,5.19207e-17
356.000,4.05540e-17
358.000,3.04880e-17
360.000,4.59354e-17
362.000,4.73066e-17
364.000,6.15501e-17
366.000,7.23711e-17
368.000,7.03053e-17
370.000,6.69439e-17
372.000,6.49291e-17
374.000,6.03470e-17
376.000,6.76783e-17
378.000,7.66228e-17
380.000,7.08928e-17
382.000,6.07675e-17
384.000,4.89417e-17
386.000,6.00542e-17
388.000,6.33535e-17
390.000,7.53376e-17
392.000,7.43794e-17
394.000,5.36694e-17
396.000,6.48120e-17
398.000,7.00680e-17
400.000,9.75709e-17
402.000,1.06073e-16
404.000,1.07038e-16
406.000,1.04796e-16
408.000,1.05273e-16
410.000,1.00382e-16
412.000,1.07461e-16
414.000,1.09907e-16
416.000,1.11760e-16
418.000,1.06097e-16
420.000,1.07901e-16
422.000,1.09318e-16
424.000,1.08486e-16
426.000,1.07778e-16
428.000,1.03628e-16
430.000,8.98760e-17
432.000,1.03694e-16
434.000,1.04592e-16
436.000,1.15378e-16
438.000,1.11167e-16
440.000,1.12476e-16
442.000,1.18604e-16
444.000,1.21116e-16
446.000,1.18212e-16
448.000,1.24096e-16
450.000,1.29792e-16
452.000,1.28682e-16
454.000,1.23541e-16
456.000,1.27063e-16
458.000,1.26183e-16
460.000,1.27302e-16
462.000,1.31122e-16
464.000,1.27563e-16
466.000,1.24765e-16
468.000,1.24121e-16
470.000,1.23139e-16
472.000,1.27259e-16
474.000,1.28179e-16
476.000,1.26781e-16
478.000,1.29421e-16
480.000,1.30374e-16
482.000,1.30512e-16
484.000,1.26256e-16
486.000,1.10654e-16
488.000,1.16206e-16
490.000,1.23859e-16
492.000,1.22042e-16
494.000,1.24772e-16
496.000,1.27229e-16
498.000,1.23937e-16
500.000,1.21099e-16
502.000,1.18485e-16
504.000,1.22045e-16
506.000,1.26263e-16
508.000,1.23280e-16
510.000,1.25112e-16
512.000,1.25753e-16
514.000,1.20382e-16
516.000,1.17046e-16
518.000,1.10961e-16
520.000,1.17235e-16
522.000,1.19728e-16
524.000,1.21722e-16
526.000,1.18738e-16
528.000,1.19569e-16
530.000,1.25930e-16
532.000,1.25188e-16
534.000,1.23263e-16
536.000,1.26580e-16
538.000,1.24506e-16
540.000,1.19973e-16
542.000,1.21260e-16
544.000,1.24741e-16
546.000,1.24255e-16
548.000,1.23182e-16
550.000,1.24825e-16
552.000,1.25403e-16
554.000,1.25874e-16
556.000,1.24106e-16
558.000,1.21418e-16
560.000,1.23103e-16
562.000,1.23887e-16
564.000,1.23850e-16
566.000,1.23048e-16
568.000,1.24272e-16
570.000,1.22570e-16
572.000,1.22967e-16
574.000,1.25668e-16
576.000,1.22822e-16
578.000,1.21670e-16
580.000,1.22407e-16
582.000,1.24694e-16
584.000,1.25001e-16
586.000,1.22663e-16
588.000,1.21781e-16
590.000,1.15356e-16
592.000,1.21216e-16
594.000,1.21565e-16
596.000,1.20532e-16
598.000,1.19366e-16
600.000,1.17426e-16
602.000,1.14057e-16
604.000,1.17774e-16
606.000,1.18035e-16
608.000,1.17321e-16
610.000,1.15677e-16
612.000,1.15805e-16
614.000,1.14268e-16
616.000,1.12420e-16
618.000,1.14517e-16
620.000,1.15767e-16
622.000,1.13907e-16
624.000,1.11854e-16
626.000,1.10951e-16
628.000,1.11647e-16
630.000,1.11142e-16
632.000,1.09510e-16
634.000,1.10810e-16
636.000,1.10832e-16
638.000,1.11355e-16
640.000,1.09601e-16
642.000,1.08805e-16
644.000,1.09160e-16
646.000,1.08279e-16
648.000,1.09418e-16
650.000,1.06899e-16
652.000,1.08412e-16
654.000,1.07393e-16
656.000,9.50253e-17
658.000,1.02769e-16
660.000,1.05943e-16
662.000,1.07035e-16
664.000,1.05370e-16
666.000,1.06192e-16
668.000,1.05947e-16
670.000,1.05135e-16
672.000,1.03958e-16
674.000,1.04450e-16
676.000,1.03966e-16
678.000,1.03887e-16
680.000,1.03559e-16
682.000,1.03890e-16
684.000,1.02193e-16
686.000,1.01746e-16
688.000,1.01399e-16
690.000,1.01731e-16
692.000,1.00622e-16
694.000,1.01423e-16
696.000,1.00988e-16
698.000,9.97787e-17
700.000,9.98073e-17
702.000,9.76634e-17
704.000,9.90728e-17
706.000,9.92499e-17
708.000,9.86313e-17
710.000,9.83845e-17
712.000,9.69106e-17
714.000,9.68906e-17
716.000,9.60986e-17
718.000,9.58624e-17
720.000,9.42896e-17
722.000,9.42291e-17
724.000,9.54669e-17
726.000,9.51361e-17
728.000,9.37176e-17
730.000,9.29698e-17
732.000,9.35786e-17
734.000,9.33084e-17
736.000,9.24721e-17
738.000,9.14191e-17
740.000,9.04363e-17
742.000,8.93530e-17
744.000,9.01238e-17
746.000,9.06833e-17
748.000,9.07906e-17
750.000,8.99041e-17
752.000,8.97998e-17
754.000,9.00732e-17
756.000,8.95327e-17
758.000,8.84779e-17
760.000,8.86197e-17
762.000,8.80768e-17
764.000,8.80476e-17
766.000,8.62101e-17
768.000,8.64957e-17
770.000,8.59203e-17
772.000,8.53006e-17
774.000,8.52545e-17
776.000,8.54991e-17
778.000,8.49185e-17
780.000,8.47875e-17
782.000,8.53937e-17
784.000,8.44003e-17
786.000,8.45349e-17
788.000,8.42425e-17
790.000,8.41009e-17
792.000,8.24426e-17
794.000,8.01861e-17
796.000,8.21499e-17
798.000,8.24778e-17
800.000,8.13599e-17
802.000,8.13608e-17
804.000,8.10253e-17
806.000,8.01995e-17
808.000,7.99064e-17
810.000,7.89445e-17
812.000,8.06176e-17
814.000,8.01592e-17
816.000,8.00615e-17
818.000,7.88494e-17
820.000,7.67542e-17
822.000,7.71127e-17
824.000,7.81929e-17
826.000,7.79869e-17
828.000,7.78967e-17
830.000,7.77367e-17
832.000,7.64648e-17
834.000,7.45333e-17
836.000,7.55033e-17
838.000,7.55461e-17
840.000,7.49489e-17
842.000,7.59737e-17
844.000,7.55639e-17
846.000,7.52333e-17
848.000,7.51548e-17
850.000,7.00867e-17
852.000,7.25999e-17
854.000,6.50795e-17
856.000,7.03734e-17
858.000,7.39902e-17
860.000,7.34318e-17
862.000,7.37664e-17
864.000,7.30992e-17
866.000,6.49251e-17
868.000,6.84605e-17
870.000,7.11196e-17
872.000,7.11719e-17
874.000,7.00245e-17
876.000,6.96135e-17
878.000,6.95311e-17
880.000,6.89751e-17
882.000,6.95351e-17
884.000,6.90380e-17
886.000,6.84372e-17
888.000,6.81343e-17
890.000,6.88960e-17
892.000,6.83582e-17
894.000,6.94978e-17
896.000,6.86082e-17
898.000,6.82970e-17
900.000,6.89928e-17
902.000,6.60473e-17
904.000,6.85666e-17
906.000,6.70428e-17
908.000,6.61035e-17
910.000,6.56172e-17
912.000,6.72858e-17
914.000,6.68822e-17
916.000,6.55711e-17
918.000,6.56874e-17
920.000,6.50128e-17
922.000,6.14863e-17
924.000,6.13353e-17
926.000,6.30000e-17
928.000,6.25097e-17
930.000,6.39864e-17
932.000,6.04967e-17
934.000,6.29023e-17
936.000,6.35371e-17
938.000,6.30528e-17
940.000,5.96855e-17
942.000,5.71399e-17
944.000,5.93734e-17
946.000,6.12355e-17
948.000,6.09740e-17
950.000,6.06371e-17
952.000,6.09690e-17
954.000,5.95340e-17
956.000,5.93004e-17
958.000,6.00121e-17
960.000,5.97236e-17
962.000,6.00915e-17
964.000,5.86778e-17
966.000,5.90455e-17
968.000,5.94330e-17
970.000,5.89760e-17
972.000,5.95276e-17
974.000,5.79788e-17
976.000,5.76806e-17
978.000,5.74076e-17
980.000,5.72888e-17
982.000,5.80940e-17
984.000,5.76727e-17
986.000,5.71881e-17
988.000,5.76469e-17
990.000,5.74302e-17
992.000,5.72764e-17
994.000,5.66576e-17
996.000,5.68028e-17
998.000,5.62491e-17
1000.00,5.61429e-17
1002.00,5.56073e-17
1004.00,5.55050e-17
1006.00,5.40619e-17
1008.00,5.55124e-17
