wave,flux
338.000,1.11220e-15
340.000,1.08943e-15
342.000,1.06746e-15
344.000,1.04593e-15
346.000,1.02492e-15
348.000,1.00446e-15
350.000,9.84519e-16
352.000,9.65046e-16
354.000,9.46085e-16
356.000,9.27581e-16
358.000,9.09542e-16
360.000,8.91897e-16
362.000,8.74726e-16
364.000,8.57939e-16
366.000,8.41565e-16
368.000,8.25548e-16
370.000,8.09800e-16
372.000,7.94353e-16
374.000,7.79268e-16
376.000,7.64486e-16
378.000,7.50282e-16
380.000,7.36136e-16
382.000,7.23308e-16
384.000,7.08158e-16
386.000,7.09983e-16
388.000,6.77286e-16
390.000,6.74534e-16
392.000,6.88846e-16
394.000,6.67112e-16
396.000,6.07070e-16
398.000,6.05172e-16
400.000,6.52170e-16
402.000,6.68427e-16
404.000,6.58333e-16
406.000,6.27020e-16
408.000,5.63429e-16
410.000,4.93242e-16
412.000,5.38088e-16
414.000,5.84428e-16
416.000,5.99647e-16
418.000,5.99762e-16
420.000,5.92379e-16
422.000,5.83664e-16
424.000,5.73114e-16
426.000,5.58913e-16
428.000,5.40089e-16
430.000,5.09233e-16
432.000,4.50884e-16
434.000,3.90379e-16
436.000,4.36501e-16
438.000,4.76794e-16
440.000,4.89565e-16
442.000,4.90828e-16
444.000,4.86813e-16
446.000,4.81696e-16
448.000,4.74525e-16
450.000,4.67476e-16
452.000,4.60525e-16
454.000,4.52863e-16
456.000,4.45894e-16
458.000,4.38224e-16
460.000,4.30522e-16
462.000,4.23465e-16
464.000,4.16609e-16
466.000,4.10022e-16
468.000,4.03365e-16
470.000,3.96185e-16
472.000,3.89918e-16
474.000,3.82176e-16
476.000,3.73684e-16
478.000,3.64607e-16
480.000,3.52383e-16
482.000,3.34139e-16
484.000,3.00059e-16
486.000,2.59901e-16
488.000,2.85952e-16
490.000,3.12016e-16
492.000,3.21070e-16
494.000,3.22253e-16
496.000,3.20289e-16
498.000,3.17487e-16
500.000,3.13898e-16
502.000,3.09958e-16
504.000,3.05163e-16
506.000,3.01179e-16
508.000,2.97173e-16
510.000,2.93032e-16
512.000,2.88834e-16
